date,user_id,segment,campaign,email_sent,opened,clicked,purchased,revenue,past_purchases,avg_order_value,days_since_last_purchase
2025-01-23,U1736,New User,New Arrival,1,1,0,0,0,0,171.66,2
2025-01-12,U1737,VIP,Weekend Special,1,1,0,0,0,43,140.59,14
2025-01-25,U1738,Regular,Flash Deal,0,0,0,0,0,8,158.26,39
2025-03-14,U1739,VIP,Weekend Special,1,1,0,1,148.5,50,172.88,13
2025-01-09,U1740,Regular,New Arrival,1,0,0,0,0,6,56.44,23
2025-03-16,U1741,Frequent Buyer,New Arrival,1,1,0,1,152.71,27,187.38,7
2025-01-10,U1742,Frequent Buyer,Flash Deal,0,0,0,0,0,15,40.77,12
2025-03-06,U1743,VIP,Summer Sale,0,0,0,1,174.73,20,179.19,4
2025-03-29,U1744,Inactive,Weekend Special,0,0,0,0,0,0,19.88,333
2025-02-15,U1745,New User,Summer Sale,1,1,0,0,0,1,94.5,13
2025-02-01,U1746,Regular,Summer Sale,1,0,0,0,0,6,153.28,56
2025-03-26,U1747,Regular,Win-Back,0,0,0,1,66.81,3,79.69,20
2025-03-09,U1748,Frequent Buyer,Weekend Special,1,0,0,1,157.32,20,146.93,13
2025-01-16,U1749,New User,Welcome Series,1,0,0,0,0,0,66.76,6
2025-02-08,U1750,Regular,Welcome Series,0,0,0,0,0,3,191.31,36
2025-01-24,U1751,New User,Flash Deal,0,0,0,0,0,0,18.49,12
2025-01-04,U1752,VIP,Weekend Special,1,1,0,1,158.3,49,156.15,9
2025-01-21,U1753,New User,New Arrival,1,0,0,0,0,0,173.83,30
2025-01-05,U1754,Regular,Loyalty Reward,0,0,0,0,0,2,30.82,54
2025-01-03,U1755,Frequent Buyer,Win-Back,0,0,0,1,39.26,17,38.0,6
2025-01-24,U1756,Frequent Buyer,Summer Sale,0,0,0,1,30.84,26,25.84,5
2025-01-24,U1757,Frequent Buyer,New Arrival,1,0,0,0,0,16,42.18,1
2025-03-18,U1758,VIP,Loyalty Reward,1,1,1,1,22.49,29,26.25,12
2025-02-11,U1759,New User,Flash Deal,1,0,0,0,0,0,168.39,21
2025-03-19,U1760,Inactive,Summer Sale,1,1,0,0,0,2,44.66,136
2025-03-10,U1761,VIP,Flash Deal,0,0,0,0,0,17,136.56,3
2025-02-01,U1762,VIP,Flash Deal,1,0,0,0,0,48,111.26,10
2025-02-16,U1763,Regular,Loyalty Reward,1,0,0,0,0,4,97.33,31
2025-02-06,U1764,Inactive,Loyalty Reward,1,0,0,0,0,0,60.31,359
2025-01-16,U1765,Inactive,Summer Sale,1,0,0,0,0,2,132.04,152
2025-01-17,U1766,Inactive,Win-Back,1,0,0,0,0,1,142.66,331
2025-02-25,U1767,Frequent Buyer,Win-Back,0,0,0,1,206.58,19,198.91,12
2025-02-26,U1768,Regular,Win-Back,1,1,0,0,0,7,43.17,42
2025-02-19,U1769,New User,Welcome Series,1,1,1,1,144.07,0,119.36,28
2025-01-29,U1770,Regular,Win-Back,0,0,0,0,0,6,33.4,15
2025-03-11,U1771,Frequent Buyer,Summer Sale,1,1,1,1,49.77,12,41.09,14
2025-03-05,U1772,Frequent Buyer,Win-Back,0,0,0,1,137.24,27,111.37,5
2025-04-01,U1773,Frequent Buyer,Win-Back,1,0,0,0,0,11,149.56,9
2025-03-17,U1774,New User,Flash Deal,1,1,0,0,0,1,170.66,21
2025-01-01,U1775,Frequent Buyer,Weekend Special,1,1,0,0,0,24,67.28,15
2025-02-08,U1776,Regular,New Arrival,1,0,0,0,0,5,131.74,45
2025-02-11,U1777,Inactive,Win-Back,0,0,0,0,0,1,115.53,117
2025-03-29,U1778,Inactive,Loyalty Reward,0,0,0,0,0,1,79.3,307
2025-02-24,U1779,Frequent Buyer,Win-Back,0,0,0,1,149.51,15,119.02,11
2025-03-20,U1780,Frequent Buyer,Flash Deal,1,1,1,1,91.9,16,72.07,10
2025-03-10,U1781,New User,Flash Deal,1,1,0,0,0,1,26.74,1
2025-03-04,U1782,Regular,Summer Sale,0,0,0,1,141.86,4,150.67,5
2025-01-11,U1783,New User,Weekend Special,1,1,0,0,0,0,153.73,26
2025-02-11,U1784,Inactive,Weekend Special,1,0,0,0,0,2,32.68,159
2025-02-22,U1785,Frequent Buyer,Summer Sale,1,1,0,0,0,15,194.31,7
2025-02-20,U1786,VIP,Flash Deal,1,0,0,1,198.36,40,191.02,15
2025-01-19,U1787,New User,Flash Deal,1,1,0,0,0,1,32.65,5
2025-01-01,U1788,VIP,New Arrival,0,0,0,1,65.69,41,72.62,11
2025-03-31,U1789,VIP,Summer Sale,0,0,0,1,64.38,30,74.54,3
2025-01-18,U1790,New User,Flash Deal,0,0,0,0,0,0,95.96,3
2025-03-14,U1791,VIP,Welcome Series,1,0,0,1,101.45,22,95.56,17
2025-01-02,U1792,Regular,Loyalty Reward,0,0,0,0,0,6,100.63,26
2025-01-08,U1793,Regular,Welcome Series,1,0,0,0,0,5,144.77,49
2025-02-17,U1794,New User,Loyalty Reward,1,0,0,0,0,1,131.33,29
2025-02-12,U1795,Frequent Buyer,Flash Deal,0,0,0,1,184.21,27,150.17,5
2025-01-19,U1796,VIP,Weekend Special,1,1,0,1,67.04,45,53.72,3
2025-02-19,U1797,New User,Win-Back,0,0,0,0,0,0,75.51,16
2025-02-25,U1798,Frequent Buyer,New Arrival,1,0,0,1,35.2,25,29.47,4
2025-02-18,U1799,New User,Flash Deal,1,1,0,0,0,1,175.24,27
2025-03-19,U1800,Regular,Loyalty Reward,1,1,0,0,0,4,123.44,11
2025-03-04,U1801,Inactive,New Arrival,0,0,0,0,0,1,194.66,301
2025-01-08,U1802,VIP,Win-Back,1,1,0,1,178.86,24,145.54,3
2025-03-08,U1803,Frequent Buyer,Loyalty Reward,1,1,0,1,86.79,28,76.54,15
2025-03-23,U1804,New User,Win-Back,1,0,0,0,0,0,30.53,14
2025-01-15,U1805,New User,Win-Back,1,0,0,0,0,1,78.17,18
2025-02-09,U1806,New User,Summer Sale,1,0,0,0,0,0,156.84,25
2025-02-04,U1807,Regular,Weekend Special,1,0,0,0,0,4,47.93,41
2025-01-05,U1808,Frequent Buyer,Weekend Special,1,0,0,0,0,23,105.63,6
2025-02-03,U1809,Regular,Loyalty Reward,1,1,1,0,0,7,53.38,37
2025-03-22,U1810,VIP,New Arrival,1,1,0,1,87.04,35,83.87,11
2025-02-21,U1811,Frequent Buyer,Win-Back,0,0,0,1,93.44,20,101.37,1
2025-02-04,U1812,Frequent Buyer,Win-Back,0,0,0,0,0,30,22.42,13
2025-01-17,U1813,Inactive,Weekend Special,1,0,0,0,0,0,179.02,161
2025-02-09,U1814,New User,Flash Deal,1,1,1,1,74.59,0,88.26,14
2025-03-02,U1815,Regular,New Arrival,1,0,0,0,0,7,103.31,11
2025-02-14,U1816,Regular,Win-Back,1,0,0,0,0,5,88.98,23
2025-01-10,U1817,VIP,Loyalty Reward,0,0,0,0,0,30,83.29,20
2025-02-09,U1818,Regular,Flash Deal,1,1,0,1,122.23,3,95.55,29
2025-01-02,U1819,Inactive,New Arrival,0,0,0,0,0,2,169.33,237
2025-03-23,U1820,Regular,Win-Back,1,1,0,0,0,7,135.96,30
2025-03-28,U1821,VIP,Loyalty Reward,0,0,0,1,137.53,36,171.17,14
2025-01-07,U1822,VIP,Win-Back,1,0,0,0,0,44,95.45,16
2025-02-08,U1823,Frequent Buyer,Win-Back,1,0,0,0,0,30,115.41,6
2025-02-14,U1824,Frequent Buyer,Win-Back,1,0,0,0,0,21,30.55,12
2025-02-13,U1825,Regular,Loyalty Reward,1,0,0,0,0,2,22.08,51
2025-03-15,U1826,Inactive,Weekend Special,1,0,0,0,0,2,148.49,281
2025-03-19,U1827,VIP,Loyalty Reward,1,1,1,1,43.99,45,54.81,9
2025-01-03,U1828,Regular,Flash Deal,1,0,0,0,0,8,65.83,43
2025-02-13,U1829,VIP,Summer Sale,1,1,0,1,162.52,41,132.43,18
2025-03-13,U1830,Inactive,New Arrival,0,0,0,0,0,2,62.3,352
2025-03-21,U1831,New User,Flash Deal,1,1,0,0,0,0,68.99,10
2025-01-28,U1832,New User,Win-Back,1,0,0,0,0,1,185.42,4
2025-03-22,U1833,Regular,Weekend Special,1,1,0,0,0,8,80.12,31
2025-03-10,U1834,Frequent Buyer,Welcome Series,1,0,0,0,0,21,67.96,3
2025-03-20,U1835,Regular,Flash Deal,1,0,0,0,0,5,195.24,17
2025-03-12,U1836,VIP,Summer Sale,0,0,0,1,41.05,30,45.79,12
2025-01-27,U1837,Regular,Summer Sale,1,0,0,0,0,4,188.37,17
2025-01-09,U1838,VIP,Flash Deal,0,0,0,1,109.09,47,133.66,6
2025-02-26,U1839,Inactive,New Arrival,1,0,0,0,0,0,192.15,121
2025-01-14,U1840,Frequent Buyer,Weekend Special,1,1,1,0,0,10,147.58,11
2025-03-24,U1841,New User,Summer Sale,1,0,0,0,0,0,41.26,7
2025-01-18,U1842,Inactive,Welcome Series,1,1,0,0,0,1,142.5,192
2025-01-19,U1843,Frequent Buyer,Flash Deal,1,1,0,1,109.68,18,120.01,12
2025-02-14,U1844,Regular,Win-Back,1,0,0,0,0,3,82.37,52
2025-03-27,U1845,VIP,Win-Back,1,0,0,1,128.83,46,134.95,16
2025-01-26,U1846,Regular,Weekend Special,1,1,1,0,0,4,135.25,36
2025-02-02,U1847,Frequent Buyer,Flash Deal,1,0,0,1,223.74,26,176.43,8
2025-01-17,U1848,Regular,New Arrival,1,0,0,0,0,7,196.18,40
2025-01-15,U1849,Regular,Flash Deal,0,0,0,0,0,6,33.18,55
2025-02-26,U1850,Inactive,Weekend Special,1,0,0,0,0,2,125.68,357
2025-02-03,U1851,VIP,Welcome Series,1,0,0,1,99.51,32,106.13,17
2025-02-25,U1852,VIP,Flash Deal,1,1,1,0,0,26,105.2,6
2025-03-20,U1853,Frequent Buyer,Summer Sale,1,1,0,1,64.36,12,71.83,13
2025-01-30,U1854,Inactive,Weekend Special,1,0,0,0,0,2,75.25,364
2025-01-01,U1855,Frequent Buyer,Win-Back,0,0,0,0,0,18,168.41,5
2025-02-07,U1856,Inactive,New Arrival,1,0,0,1,198.06,2,195.37,163
2025-01-21,U1857,Inactive,Summer Sale,1,0,0,0,0,2,162.53,200
2025-02-05,U1858,VIP,Summer Sale,1,1,1,1,63.42,46,61.22,4
2025-03-15,U1859,New User,Flash Deal,1,0,0,0,0,1,124.11,18
2025-01-28,U1860,VIP,Weekend Special,0,0,0,1,182.1,19,176.08,12
2025-03-04,U1861,Inactive,Win-Back,0,0,0,0,0,2,62.24,121
2025-03-15,U1862,VIP,Win-Back,1,1,1,1,168.54,42,199.2,18
2025-02-05,U1863,VIP,Weekend Special,0,0,0,1,150.83,20,121.18,3
2025-01-01,U1864,Regular,Win-Back,1,0,0,0,0,2,99.0,49
2025-03-15,U1865,New User,Win-Back,1,0,0,0,0,0,173.28,18
2025-01-09,U1866,VIP,Loyalty Reward,1,1,1,1,43.94,34,48.59,5
2025-01-04,U1867,Frequent Buyer,Weekend Special,0,0,0,1,185.03,17,157.88,15
2025-01-21,U1868,Regular,Flash Deal,1,0,0,0,0,2,51.75,29
2025-02-28,U1869,Inactive,Welcome Series,1,1,0,0,0,1,53.91,244
2025-02-05,U1870,New User,Win-Back,1,0,0,0,0,1,190.0,20
2025-03-26,U1871,New User,Summer Sale,1,1,0,0,0,0,38.67,4
2025-02-09,U1872,Inactive,Win-Back,1,0,0,0,0,0,82.54,143
2025-03-18,U1873,Frequent Buyer,Summer Sale,0,0,0,0,0,9,179.43,14
2025-01-18,U1874,Regular,Weekend Special,0,0,0,0,0,2,32.04,12
2025-01-17,U1875,New User,Win-Back,1,1,1,0,0,1,74.73,17
2025-02-12,U1876,Regular,Flash Deal,1,0,0,0,0,7,67.23,11
2025-01-26,U1877,VIP,New Arrival,1,0,0,1,94.22,42,84.33,13
2025-02-28,U1878,Regular,Win-Back,1,0,0,0,0,5,104.51,17
2025-03-27,U1879,New User,Win-Back,1,0,0,0,0,1,199.39,5
2025-01-17,U1880,Frequent Buyer,Summer Sale,1,0,0,1,196.98,20,193.48,4
2025-03-14,U1881,New User,Loyalty Reward,1,0,0,0,0,0,170.4,7
2025-03-11,U1882,VIP,Flash Deal,1,0,0,0,0,48,45.85,20
2025-01-01,U1883,Regular,New Arrival,1,1,0,0,0,2,181.68,35
2025-03-24,U1884,Regular,Weekend Special,1,0,0,0,0,2,103.97,53
2025-01-19,U1885,Regular,Flash Deal,0,0,0,0,0,2,180.14,51
2025-02-08,U1886,Frequent Buyer,New Arrival,0,0,0,0,0,12,111.98,10
2025-02-24,U1887,VIP,New Arrival,0,0,0,0,0,36,176.92,4
2025-03-31,U1888,Inactive,Weekend Special,0,0,0,0,0,0,199.56,245
2025-01-02,U1889,Inactive,Welcome Series,1,1,0,0,0,1,182.38,274
2025-03-19,U1890,Inactive,Loyalty Reward,0,0,0,0,0,2,34.23,309
2025-02-20,U1891,Inactive,New Arrival,0,0,0,0,0,2,121.49,244
2025-01-04,U1892,New User,Flash Deal,1,0,0,0,0,1,21.9,12
2025-02-27,U1893,Frequent Buyer,Flash Deal,1,0,0,1,197.88,9,172.14,14
2025-02-12,U1894,Frequent Buyer,Weekend Special,1,1,0,0,0,26,152.03,13
2025-04-01,U1895,Regular,Flash Deal,1,1,1,0,0,8,133.3,44
2025-02-20,U1896,Frequent Buyer,Weekend Special,1,0,0,1,42.43,19,50.11,12
2025-03-20,U1897,VIP,Weekend Special,1,1,1,0,0,36,113.57,4
2025-03-24,U1898,Inactive,Flash Deal,0,0,0,0,0,0,19.88,172
2025-03-08,U1899,Regular,Win-Back,1,0,0,0,0,4,170.02,40
2025-02-11,U1900,Inactive,Summer Sale,1,0,0,0,0,1,83.49,336
2025-03-01,U1901,Regular,New Arrival,1,1,0,0,0,2,114.04,56
2025-01-09,U1902,Inactive,Win-Back,1,0,0,0,0,0,19.09,89
2025-02-12,U1903,Frequent Buyer,Welcome Series,1,1,0,0,0,9,94.7,7
2025-03-20,U1904,Inactive,Summer Sale,1,1,0,0,0,2,174.61,243
2025-03-15,U1905,Regular,Summer Sale,0,0,0,0,0,6,135.14,51
2025-01-24,U1906,Inactive,Win-Back,1,0,0,0,0,0,48.85,280
2025-01-13,U1907,Frequent Buyer,New Arrival,1,1,0,0,0,23,62.69,1
2025-02-14,U1908,New User,Loyalty Reward,1,1,0,0,0,1,173.98,30
2025-02-09,U1909,Frequent Buyer,Weekend Special,1,0,0,1,189.1,14,165.66,10
2025-01-15,U1910,VIP,Weekend Special,0,0,0,0,0,24,199.51,13
2025-03-03,U1911,New User,Welcome Series,1,0,0,0,0,1,192.67,15
2025-02-06,U1912,VIP,Win-Back,1,1,1,1,233.69,35,183.7,17
2025-03-05,U1913,Inactive,Win-Back,1,0,0,0,0,0,19.41,307
2025-02-19,U1914,New User,Summer Sale,1,1,0,0,0,0,47.07,10
2025-03-05,U1915,Inactive,Summer Sale,1,1,0,1,231.36,2,183.47,173
2025-01-19,U1916,Regular,Summer Sale,1,0,0,0,0,4,197.11,57
2025-02-23,U1917,Frequent Buyer,New Arrival,1,0,0,1,64.61,27,52.9,12
2025-01-15,U1918,Regular,New Arrival,1,1,0,0,0,4,22.73,33
2025-02-20,U1919,VIP,Summer Sale,1,0,0,0,0,40,67.69,9
2025-03-30,U1920,New User,Flash Deal,1,0,0,0,0,1,101.76,3
2025-01-20,U1921,VIP,Summer Sale,1,1,0,0,0,17,137.63,11
2025-02-12,U1922,Frequent Buyer,Flash Deal,1,0,0,1,105.41,29,85.31,9
2025-03-21,U1923,New User,Win-Back,1,0,0,0,0,0,44.8,17
2025-03-22,U1924,Frequent Buyer,Summer Sale,1,1,0,1,19.5,13,16.09,1
2025-03-23,U1925,Inactive,Welcome Series,1,0,0,0,0,2,98.19,311
2025-02-25,U1926,Regular,Welcome Series,1,0,0,0,0,6,68.07,16
2025-02-27,U1927,Inactive,Win-Back,0,0,0,0,0,0,38.13,267
2025-03-26,U1928,Inactive,Loyalty Reward,1,0,0,0,0,1,39.63,171
2025-01-07,U1929,Inactive,Weekend Special,0,0,0,0,0,1,87.67,291
2025-02-04,U1930,Frequent Buyer,Loyalty Reward,1,0,0,0,0,21,48.36,12
2025-03-28,U1931,Regular,Welcome Series,1,1,1,1,92.68,6,73.55,60
2025-03-16,U1932,New User,Loyalty Reward,1,0,0,0,0,1,52.56,4
2025-01-21,U1933,Frequent Buyer,Loyalty Reward,0,0,0,1,49.67,18,44.57,3
2025-01-22,U1934,Frequent Buyer,Win-Back,0,0,0,0,0,30,32.96,15
2025-02-17,U1935,VIP,Welcome Series,1,1,1,1,97.45,26,97.76,12
2025-01-03,U1936,Regular,Weekend Special,0,0,0,0,0,8,69.08,55
2025-03-31,U1937,VIP,Summer Sale,1,1,1,1,90.21,27,109.98,6
2025-01-26,U1938,Inactive,Welcome Series,0,0,0,0,0,0,176.33,353
2025-01-17,U1939,Inactive,New Arrival,1,0,0,0,0,1,77.09,277
2025-01-17,U1940,VIP,Summer Sale,1,0,0,1,154.02,20,183.97,17
2025-03-16,U1941,Frequent Buyer,Summer Sale,1,1,0,1,216.15,27,174.78,1
2025-01-11,U1942,New User,Flash Deal,1,1,0,0,0,0,49.33,22
2025-01-11,U1943,Regular,Flash Deal,1,1,1,1,161.01,6,150.34,60
2025-03-06,U1944,Regular,Welcome Series,0,0,0,0,0,7,171.99,19
2025-01-09,U1945,Regular,Summer Sale,1,1,0,0,0,4,113.15,48
2025-02-27,U1946,Inactive,Welcome Series,1,0,0,0,0,0,73.9,93
2025-02-22,U1947,Frequent Buyer,New Arrival,1,1,0,0,0,24,199.83,10
2025-02-18,U1948,Inactive,Weekend Special,1,0,0,0,0,1,41.29,72
2025-01-20,U1949,Inactive,Win-Back,0,0,0,0,0,2,42.94,108
2025-02-25,U1950,Regular,Win-Back,0,0,0,0,0,5,168.51,40
2025-01-28,U1951,Regular,Flash Deal,0,0,0,0,0,7,27.38,50
2025-02-17,U1952,New User,Welcome Series,1,0,0,0,0,1,141.55,13
2025-02-05,U1953,Frequent Buyer,New Arrival,0,0,0,1,100.32,9,92.15,12
2025-01-03,U1954,Frequent Buyer,Loyalty Reward,0,0,0,1,181.09,19,146.0,14
2025-02-05,U1955,Inactive,Win-Back,1,0,0,0,0,0,105.82,94
2025-02-10,U1956,New User,Weekend Special,1,0,0,0,0,1,75.53,26
2025-02-01,U1957,VIP,Weekend Special,1,0,0,1,84.28,22,69.69,17
2025-01-19,U1958,New User,Welcome Series,0,0,0,0,0,1,19.68,20
2025-02-11,U1959,Inactive,Flash Deal,1,0,0,0,0,1,188.33,292
2025-03-20,U1960,Frequent Buyer,Flash Deal,1,0,0,1,109.93,13,116.77,11
2025-01-31,U1961,VIP,Loyalty Reward,1,1,1,1,89.85,23,106.89,4
2025-01-27,U1962,Frequent Buyer,Weekend Special,1,1,1,0,0,21,112.07,7
2025-01-29,U1963,Frequent Buyer,Summer Sale,1,0,0,0,0,10,19.48,12
2025-01-06,U1964,Regular,Loyalty Reward,1,1,1,1,19.41,4,18.56,23
2025-03-07,U1965,Frequent Buyer,Loyalty Reward,1,1,0,0,0,20,88.48,1
2025-01-27,U1966,Frequent Buyer,New Arrival,0,0,0,1,30.41,19,37.05,1
2025-01-07,U1967,New User,Welcome Series,0,0,0,0,0,0,169.09,21
2025-02-11,U1968,Regular,Win-Back,0,0,0,0,0,3,17.29,16
2025-01-04,U1969,Inactive,Summer Sale,1,0,0,0,0,2,162.08,99
2025-01-10,U1970,Frequent Buyer,New Arrival,1,1,0,1,26.97,23,32.99,11
2025-01-15,U1971,New User,Flash Deal,1,1,1,0,0,1,37.26,20
2025-01-04,U1972,VIP,New Arrival,0,0,0,1,27.14,45,26.71,13
2025-01-26,U1973,Inactive,New Arrival,0,0,0,0,0,2,136.47,203
2025-01-30,U1974,New User,Loyalty Reward,0,0,0,0,0,1,164.92,20
2025-02-11,U1975,New User,New Arrival,1,0,0,0,0,1,99.41,15
2025-02-25,U1976,Regular,Win-Back,1,1,1,1,53.41,4,42.31,53
2025-03-15,U1977,Inactive,Welcome Series,1,1,0,0,0,2,179.6,134
2025-01-30,U1978,Inactive,Loyalty Reward,1,0,0,0,0,0,115.64,62
2025-03-30,U1979,Inactive,New Arrival,0,0,0,0,0,2,111.78,355
2025-03-05,U1980,New User,Weekend Special,1,1,1,0,0,0,169.35,28
2025-01-24,U1981,Regular,Summer Sale,1,0,0,0,0,4,191.04,6
2025-01-27,U1982,New User,Win-Back,1,1,0,0,0,1,137.39,0
2025-02-24,U1983,VIP,Weekend Special,1,0,0,0,0,46,74.13,13
2025-03-22,U1984,Frequent Buyer,Summer Sale,1,0,0,1,182.54,21,155.42,5
2025-03-17,U1985,Regular,Summer Sale,1,0,0,0,0,2,158.78,33
2025-03-31,U1986,VIP,Welcome Series,1,1,1,1,80.76,44,65.83,2
2025-01-01,U1987,New User,Win-Back,1,1,0,0,0,1,142.06,30
2025-03-31,U1988,Regular,New Arrival,0,0,0,0,0,2,77.91,42
2025-03-23,U1989,New User,New Arrival,1,0,0,0,0,0,96.05,11
2025-01-18,U1990,New User,Win-Back,1,1,1,0,0,1,27.38,2
2025-03-13,U1991,Regular,Win-Back,1,1,1,0,0,7,63.66,55
2025-02-10,U1992,Inactive,Welcome Series,1,0,0,0,0,2,35.86,331
2025-03-07,U1993,Regular,Flash Deal,1,1,0,0,0,7,54.61,29
2025-02-20,U1994,New User,Summer Sale,1,1,0,0,0,0,188.46,26
2025-03-05,U1995,Inactive,Flash Deal,1,0,0,0,0,2,103.68,268
2025-02-08,U1996,New User,Win-Back,1,0,0,0,0,1,157.99,1
2025-01-12,U1997,Frequent Buyer,Win-Back,1,0,0,0,0,24,185.84,11
2025-02-14,U1998,VIP,Flash Deal,1,0,0,1,171.08,32,176.83,11
2025-03-11,U1999,Inactive,New Arrival,1,0,0,0,0,1,157.14,211
2025-02-17,U2000,Inactive,New Arrival,0,0,0,0,0,2,53.06,232
2025-01-01,U2001,Inactive,Weekend Special,0,0,0,0,0,2,42.07,123
2025-03-18,U2002,Frequent Buyer,New Arrival,0,0,0,1,111.6,26,109.56,5
2025-01-17,U2003,Frequent Buyer,Summer Sale,1,0,0,0,0,14,155.62,14
2025-01-30,U2004,Inactive,Win-Back,1,0,0,0,0,2,16.82,201
2025-01-21,U2005,Frequent Buyer,Flash Deal,1,1,0,0,0,16,117.44,4
2025-01-01,U2006,Frequent Buyer,Welcome Series,1,1,1,1,61.46,12,55.88,3
2025-01-03,U2007,Inactive,Weekend Special,0,0,0,0,0,0,90.58,256
2025-02-17,U2008,Frequent Buyer,Loyalty Reward,1,1,1,0,0,24,78.32,9
2025-01-04,U2009,Inactive,Win-Back,0,0,0,0,0,0,73.13,208
2025-02-24,U2010,VIP,Win-Back,0,0,0,1,80.63,16,86.94,16
2025-01-05,U2011,Regular,Loyalty Reward,1,0,0,0,0,4,46.18,42
2025-01-19,U2012,Regular,Flash Deal,1,0,0,0,0,7,24.26,38
2025-02-06,U2013,Regular,New Arrival,1,0,0,0,0,5,27.35,10
2025-03-12,U2014,Regular,Summer Sale,0,0,0,0,0,2,27.47,22
2025-02-20,U2015,Regular,Loyalty Reward,1,1,1,1,65.14,6,75.21,54
2025-01-09,U2016,VIP,New Arrival,1,0,0,1,93.57,30,99.16,6
2025-02-02,U2017,VIP,Weekend Special,0,0,0,1,149.92,49,149.35,12
2025-02-18,U2018,VIP,Win-Back,0,0,0,1,102.27,19,125.96,20
2025-02-20,U2019,Inactive,New Arrival,1,0,0,1,144.69,0,158.39,362
2025-03-23,U2020,Inactive,Flash Deal,1,0,0,0,0,1,83.74,272
2025-03-03,U2021,New User,Win-Back,1,1,0,0,0,1,29.45,9
2025-02-21,U2022,VIP,Summer Sale,0,0,0,1,71.79,50,64.88,12
2025-03-27,U2023,Frequent Buyer,Weekend Special,1,0,0,0,0,20,123.34,13
2025-02-05,U2024,VIP,Summer Sale,0,0,0,1,123.4,43,150.32,7
2025-01-01,U2025,Frequent Buyer,Welcome Series,1,0,0,1,75.53,15,92.25,7
2025-03-02,U2026,Inactive,New Arrival,1,0,0,0,0,0,36.13,235
2025-03-18,U2027,VIP,New Arrival,1,0,0,1,52.87,48,43.79,17
2025-01-14,U2028,Inactive,Weekend Special,1,0,0,0,0,2,107.29,362
2025-01-11,U2029,Regular,Welcome Series,1,1,0,0,0,5,108.58,52
2025-03-04,U2030,New User,Welcome Series,1,0,0,0,0,1,43.5,15
2025-01-11,U2031,Inactive,Welcome Series,0,0,0,0,0,0,60.0,141
2025-01-23,U2032,New User,Summer Sale,0,0,0,1,171.05,0,180.87,29
2025-03-20,U2033,Frequent Buyer,Summer Sale,1,1,0,0,0,27,45.57,2
2025-03-19,U2034,Inactive,Summer Sale,0,0,0,0,0,2,128.86,205
2025-02-15,U2035,Regular,Weekend Special,0,0,0,0,0,5,20.93,26
2025-01-20,U2036,Frequent Buyer,Flash Deal,0,0,0,0,0,21,161.94,11
2025-03-30,U2037,New User,Weekend Special,1,1,1,0,0,0,34.92,14
2025-02-20,U2038,Inactive,Welcome Series,1,0,0,0,0,2,149.94,302
2025-04-01,U2039,New User,Flash Deal,1,1,0,0,0,1,136.79,12
2025-02-05,U2040,VIP,Flash Deal,0,0,0,0,0,41,32.25,5
2025-03-06,U2041,Regular,Summer Sale,0,0,0,0,0,2,146.6,44
2025-02-28,U2042,Regular,Weekend Special,1,0,0,0,0,7,65.59,38
2025-02-10,U2043,Frequent Buyer,Win-Back,1,0,0,1,84.25,18,90.36,2
2025-01-01,U2044,New User,Flash Deal,0,0,0,0,0,0,64.09,16
2025-03-05,U2045,New User,New Arrival,1,0,0,0,0,1,107.82,30
2025-01-11,U2046,VIP,New Arrival,0,0,0,1,109.57,39,118.74,1
2025-01-21,U2047,Inactive,Win-Back,1,0,0,0,0,2,46.27,272
2025-01-23,U2048,Frequent Buyer,Summer Sale,1,1,0,1,34.43,26,29.1,2
2025-03-11,U2049,VIP,Win-Back,1,0,0,0,0,32,160.32,6
2025-01-04,U2050,VIP,Weekend Special,1,1,1,0,0,36,44.66,16
2025-02-19,U2051,New User,Loyalty Reward,0,0,0,0,0,1,158.09,23
2025-02-10,U2052,Frequent Buyer,Win-Back,1,0,0,1,19.17,10,15.69,11
2025-03-23,U2053,VIP,Loyalty Reward,1,1,1,0,0,46,117.41,4
2025-02-22,U2054,Frequent Buyer,Welcome Series,1,0,0,0,0,12,137.99,5
2025-03-09,U2055,Frequent Buyer,Weekend Special,1,0,0,0,0,18,90.27,6
2025-02-05,U2056,Frequent Buyer,Flash Deal,1,1,0,0,0,17,179.36,4
2025-02-04,U2057,New User,New Arrival,1,0,0,0,0,1,180.64,24
2025-01-11,U2058,New User,Loyalty Reward,1,1,1,0,0,0,164.76,12
2025-03-29,U2059,New User,Win-Back,1,0,0,0,0,0,46.33,30
2025-02-21,U2060,Regular,Welcome Series,1,0,0,0,0,6,54.04,29
2025-03-17,U2061,VIP,Summer Sale,0,0,0,1,135.06,22,145.78,1
2025-01-10,U2062,Regular,Flash Deal,1,0,0,0,0,8,193.93,13
2025-02-27,U2063,Regular,Welcome Series,1,1,0,0,0,2,147.69,49
2025-01-25,U2064,Frequent Buyer,Win-Back,1,0,0,0,0,21,140.86,4
2025-03-09,U2065,Regular,New Arrival,0,0,0,0,0,5,61.64,34
2025-02-14,U2066,Inactive,Loyalty Reward,0,0,0,0,0,1,47.76,331
2025-03-24,U2067,Regular,Weekend Special,1,0,0,0,0,3,64.88,19
2025-01-03,U2068,VIP,New Arrival,0,0,0,1,142.66,38,111.58,10
2025-03-09,U2069,New User,New Arrival,0,0,0,1,221.74,0,173.33,18
2025-03-17,U2070,Frequent Buyer,New Arrival,1,1,1,0,0,19,50.78,5
