user_id,session_id,feature_used,time_spent_seconds,actions_count,returned_within_7d,purchased,revenue,user_type,sessions_last_30d,days_since_last_visit
15851,S888037,cart,518,20,1,1,0,Power,13,2
15567,S277916,reviews,27,15,1,0,0,Inactive,3,37
19659,S926401,product_view,549,9,0,0,0,Regular,28,80
11788,S825940,search,470,9,1,0,0,VIP,13,2
18542,S820772,live_chat,252,25,0,0,0,Regular,14,63
12250,S391829,offers,293,16,1,1,297.77,Power,8,1
11132,S765432,product_view,212,11,0,0,0,Regular,30,41
11549,S606653,reviews,434,21,1,0,0,Regular,12,18
10271,S200932,share,538,22,1,1,0,Power,10,1
12925,S137202,filters,120,11,1,1,0,Regular,15,17
14375,S898864,filters,421,19,1,0,0,VIP,28,3
11163,S131063,product_view,94,24,1,1,383.86,VIP,14,1
14247,S449533,filters,185,10,1,0,0,Regular,3,15
14074,S854775,share,314,21,0,1,0,Regular,3,89
12278,S387857,reviews,495,16,0,1,18.88,New,27,9
15124,S697169,product_view,572,5,0,1,0,Regular,17,13
14759,S847755,offers,391,18,0,0,0,Regular,25,31
11745,S968156,live_chat,87,11,1,0,0,Inactive,3,12
12005,S766479,product_view,330,13,1,1,74.7,New,11,77
12292,S414207,reviews,240,6,0,0,0,Regular,30,61
13741,S832277,offers,450,13,1,0,0,New,14,70
19756,S258885,cart,570,18,1,1,0,Power,27,6
15179,S644418,search,396,8,1,0,0,VIP,29,7
15549,S712750,filters,109,24,0,0,0,Inactive,1,66
11445,S493527,search,64,4,0,1,0,Inactive,1,35
14663,S594649,live_chat,524,12,0,0,0,Inactive,3,21
19385,S767757,filters,32,16,1,1,0,Regular,30,19
12873,S385438,cart,403,4,1,0,0,Regular,20,39
16074,S950949,cart,260,16,1,0,0,Regular,9,45
14420,S772983,filters,503,8,0,0,0,Regular,20,42
18054,S660298,product_view,591,1,1,1,166.92,VIP,27,0
13410,S719219,search,479,8,1,1,0,VIP,9,5
10572,S469249,offers,488,19,0,1,186.21,Power,8,1
14231,S518699,offers,514,1,0,0,0,New,8,82
16521,S160183,search,195,6,0,0,0,Regular,28,24
18109,S425386,cart,243,24,0,0,0,Inactive,3,27
10717,S701195,share,538,2,0,0,0,Inactive,0,44
14110,S203402,recommendations,325,13,1,1,146.12,VIP,7,5
13503,S600560,notifications,340,8,1,0,0,Regular,25,18
10562,S984028,product_view,385,20,1,1,0,Regular,30,15
12118,S755517,reviews,291,1,0,0,0,New,21,74
10874,S859063,search,531,9,1,1,65.61,Regular,11,81
17467,S701121,cart,390,22,1,1,185.37,Regular,27,71
17276,S752862,filters,458,2,0,0,0,New,17,34
11058,S765834,recommendations,582,21,0,0,0,New,30,59
13133,S144518,recommendations,505,4,1,1,42.73,New,27,38
17966,S769802,product_view,452,21,1,1,0,Regular,14,63
14774,S872930,offers,592,12,1,1,65.42,Regular,2,13
14541,S314112,search,179,5,0,0,0,Regular,9,79
16839,S964852,filters,310,6,0,0,0,Inactive,1,10
15379,S693656,product_view,499,17,1,0,0,Power,19,7
12823,S421087,search,91,11,0,0,0,Regular,13,16
15801,S231430,offers,406,11,0,0,0,Regular,25,76
12215,S282052,product_view,489,22,0,0,0,Inactive,1,39
15002,S548916,filters,39,16,0,0,0,Inactive,2,87
17448,S963462,reviews,137,7,1,1,167.24,Power,26,3
17680,S430061,reviews,538,25,1,0,0,New,11,6
10064,S260053,filters,488,3,0,1,97.01,Regular,10,58
11499,S484270,product_view,81,17,0,0,0,New,9,63
19362,S715895,reviews,598,5,1,1,0,Regular,27,88
12971,S795413,product_view,169,16,0,0,0,New,6,52
15283,S786518,product_view,96,11,0,0,0,Regular,5,85
12995,S351484,product_view,167,14,1,0,0,New,23,36
17721,S600768,search,14,12,1,1,0,VIP,28,4
15149,S152826,wishlist,250,12,0,0,0,Regular,30,2
12596,S221295,reviews,6,8,0,0,0,Inactive,1,63
18674,S291975,offers,420,2,1,1,262.07,VIP,8,4
19927,S577878,product_view,286,23,0,0,0,Regular,20,56
13155,S363575,offers,441,16,0,0,0,New,18,40
10789,S596602,wishlist,395,25,0,1,27.62,Inactive,2,44
11172,S153433,filters,321,20,1,1,474.41,VIP,3,6
17462,S923466,share,193,5,0,0,0,New,14,86
10635,S246659,cart,563,14,0,1,0,VIP,25,7
18973,S480683,search,122,5,1,0,0,Inactive,2,57
11061,S741714,offers,127,13,1,1,139.49,Regular,25,39
13081,S186227,cart,567,5,1,0,0,New,29,0
13910,S483687,filters,425,17,1,1,0,Regular,17,82
12631,S245127,reviews,21,7,0,0,0,Inactive,0,12
18189,S209195,notifications,451,10,1,1,0,Regular,1,83
19156,S297050,share,318,1,0,0,0,Inactive,2,46
17918,S763102,cart,125,10,0,1,14.09,New,22,51
17103,S488612,share,525,2,0,0,0,Inactive,2,60
11029,S592491,product_view,308,13,0,1,0,Regular,23,9
12596,S764810,search,149,1,0,0,0,Inactive,1,63
17874,S714582,search,276,24,1,1,361.8,Power,24,2
19242,S136088,recommendations,146,8,1,0,0,Inactive,3,15
12996,S671221,product_view,365,9,1,1,155.41,Regular,6,29
15508,S340993,reviews,543,7,0,1,0,Inactive,2,85
17336,S920500,notifications,253,16,1,1,179.95,Regular,29,30
17253,S533449,share,569,15,1,0,0,Regular,30,62
10585,S129329,recommendations,293,15,0,0,0,New,12,49
19311,S483516,search,375,4,0,0,0,Regular,26,20
18298,S835745,reviews,278,4,0,1,33.23,New,12,37
15861,S575635,product_view,44,6,1,0,0,VIP,22,3
16712,S430426,filters,356,1,0,0,0,New,17,44
18466,S422983,search,278,25,1,0,0,Power,2,7
15412,S375574,offers,64,9,0,0,0,New,27,59
12320,S119232,compare,452,18,1,1,0,VIP,19,4
11463,S726735,product_view,564,25,1,0,0,Power,10,6
12507,S470082,search,66,22,0,0,0,Inactive,0,33
11709,S803729,recommendations,444,16,0,0,0,Inactive,2,35
11849,S525614,notifications,294,2,1,1,0,Power,1,2
15300,S671796,filters,445,11,1,1,0,Power,30,1
16414,S368904,search,119,23,1,1,0,Regular,0,38
12344,S635820,product_view,327,14,1,0,0,VIP,19,7
17163,S225124,share,70,17,1,1,0,VIP,4,5
13525,S790701,share,222,21,0,0,0,Inactive,0,49
18500,S483187,filters,520,6,1,0,0,Regular,11,66
18436,S817556,share,321,9,1,0,0,Inactive,0,2
17055,S615696,filters,373,24,0,0,0,New,23,52
10659,S923650,search,186,14,0,0,0,Inactive,2,14
13240,S320919,notifications,25,17,0,0,0,Regular,4,6
14085,S402969,reviews,379,21,1,1,603.37,VIP,13,7
15814,S846798,offers,342,14,0,0,0,Regular,11,6
11175,S595502,share,173,18,0,0,0,Inactive,3,43
16046,S846521,filters,429,3,0,0,0,Regular,18,10
19929,S203004,offers,57,1,1,1,343.59,VIP,10,3
18587,S906162,product_view,590,9,1,0,0,Regular,25,12
14648,S737081,search,3,9,0,0,0,Inactive,0,45
14100,S491977,product_view,349,19,0,0,0,Inactive,2,49
19637,S942147,search,161,18,1,1,0,Regular,14,66
14703,S734874,notifications,449,19,1,1,0,Power,3,3
18502,S157054,product_view,3,25,1,0,0,Power,4,3
18335,S200175,share,19,6,0,0,0,Regular,3,29
15204,S642663,search,407,11,1,0,0,Power,6,4
15097,S726403,share,343,2,1,0,0,Power,2,4
19385,S164286,search,46,23,1,1,0,Regular,30,19
19299,S413336,reviews,493,9,1,1,0,Power,19,7
14241,S298251,reviews,14,17,1,0,0,VIP,20,6
16849,S122688,product_view,555,22,1,0,0,New,8,13
17078,S592665,search,32,9,1,1,137.71,Regular,5,10
11296,S882979,product_view,73,7,1,1,0,VIP,27,4
11543,S631187,cart,538,13,0,1,49.63,Inactive,3,75
14187,S671538,share,445,20,0,0,0,New,27,60
12709,S661807,share,376,20,1,0,0,Power,6,5
18187,S461266,offers,463,14,0,0,0,Inactive,0,68
10647,S358717,offers,318,22,0,0,0,Power,6,5
16603,S999999,product_view,414,20,0,0,0,New,26,67
10237,S274421,search,267,6,1,0,0,Regular,4,7
15257,S497166,wishlist,402,9,0,0,0,Inactive,0,38
16954,S269941,search,571,18,1,0,0,Regular,9,83
14338,S853454,product_view,215,7,0,1,67.16,New,25,18
18689,S549234,share,322,12,0,1,0,Regular,29,24
10179,S411847,cart,246,4,1,0,0,VIP,21,4
11092,S676542,offers,4,12,0,0,0,Inactive,0,41
15051,S386183,recommendations,481,25,0,1,180.87,Power,13,4
16026,S935857,product_view,88,7,0,0,0,Regular,29,69
12057,S533696,search,103,8,1,0,0,Regular,15,30
16595,S121166,product_view,123,5,0,0,0,Regular,7,1
13484,S129336,notifications,366,4,1,0,0,VIP,13,4
15714,S513576,recommendations,430,4,1,1,101.96,Regular,18,68
10936,S281682,search,41,2,1,1,285.64,Power,17,3
11827,S124040,live_chat,355,22,1,1,169.26,Regular,11,34
15125,S691485,cart,411,4,0,0,0,Inactive,0,76
13401,S486629,reviews,536,10,0,0,0,Inactive,1,85
12469,S648609,cart,120,22,1,0,0,Regular,10,52
14961,S384252,wishlist,19,11,1,1,43.9,New,19,50
19406,S964986,filters,78,6,0,0,0,Inactive,2,60
15685,S103358,recommendations,376,8,1,0,0,New,12,50
11342,S130646,offers,253,1,0,0,0,New,14,11
19402,S505414,wishlist,511,25,1,0,0,New,29,9
10031,S959099,share,170,10,1,1,0,Power,24,5
13373,S997735,cart,126,17,1,1,0,Power,15,2
10602,S791982,cart,444,18,0,0,0,Inactive,0,28
10760,S833968,product_view,129,23,1,1,0,VIP,4,3
18867,S707432,search,364,24,0,0,0,Regular,27,26
17074,S999937,wishlist,330,16,1,0,0,New,25,70
19949,S703080,reviews,23,18,1,0,0,VIP,6,6
16451,S173733,offers,381,2,0,0,0,New,26,3
11506,S823540,share,98,1,0,0,0,New,20,48
18375,S674225,share,417,6,0,0,0,Inactive,3,18
12195,S254733,filters,417,12,0,1,0,Inactive,1,88
10331,S509054,filters,112,21,0,0,0,New,9,89
11023,S641866,cart,48,23,1,0,0,Regular,22,88
19592,S705069,notifications,457,4,1,0,0,Regular,8,59
18707,S176925,search,435,23,1,1,0,Power,16,2
19057,S901580,reviews,587,24,0,0,0,Inactive,0,80
14293,S771840,share,85,18,1,0,0,Regular,23,6
16925,S289821,search,369,3,1,0,0,Regular,4,68
15258,S369813,filters,47,12,0,0,0,Regular,21,1
19611,S609833,product_view,245,11,0,1,0,New,8,59
18264,S767985,compare,440,2,1,1,0,Regular,2,59
16542,S909706,recommendations,278,15,1,0,0,Power,3,6
12053,S340008,search,372,17,1,1,230.03,VIP,10,7
10073,S744883,search,522,13,1,0,0,Regular,27,11
10442,S160101,product_view,246,17,1,1,0,Power,18,2
11345,S215172,reviews,188,21,0,0,0,New,0,27
16721,S822657,cart,484,7,0,1,88.16,Regular,18,21
11549,S876431,search,385,1,1,0,0,Regular,12,18
10337,S288744,filters,514,20,0,0,0,Inactive,1,22
15711,S596516,notifications,46,21,1,0,0,New,26,37
18764,S623499,offers,203,10,1,1,0,New,22,19
14960,S682674,product_view,437,2,1,1,46.85,Regular,14,43
15096,S275943,product_view,221,19,1,0,0,Power,12,3
18335,S355037,offers,449,6,0,0,0,Regular,3,29
16758,S736669,filters,12,18,1,1,121.6,Regular,18,14
10775,S635032,product_view,299,16,1,1,332.26,Power,10,6
17945,S641030,recommendations,183,1,0,1,0,Inactive,1,40
10862,S331454,product_view,222,7,0,0,0,Inactive,3,17
14737,S950117,product_view,366,21,0,1,34.12,New,18,56
19130,S963697,product_view,342,19,0,0,0,New,23,89
16810,S476460,share,274,18,0,0,0,New,29,64
13107,S114411,product_view,364,17,0,0,0,Inactive,2,45
17686,S101578,notifications,471,9,1,1,0,VIP,20,5
17111,S314487,filters,206,18,1,1,0,Power,28,5
19797,S728283,product_view,497,2,1,0,0,Power,3,5
17535,S248460,search,161,4,1,0,0,VIP,16,4
10497,S234733,product_view,435,3,1,1,0,Power,17,3
16453,S654185,offers,494,7,0,1,34.82,New,29,68
12228,S517127,recommendations,43,16,1,0,0,New,29,6
15758,S608127,share,218,22,0,0,0,Inactive,1,43
14088,S808634,offers,231,14,1,1,342.76,Power,0,6
13932,S714137,offers,457,22,1,0,0,VIP,12,7
14327,S865505,reviews,238,3,0,0,0,New,29,70
18686,S738705,product_view,331,25,1,0,0,Power,26,3
18137,S162637,search,322,16,0,0,0,New,12,70
15453,S944383,product_view,363,22,1,0,0,Regular,9,18
10696,S658224,cart,471,21,1,1,0,Regular,24,41
19079,S153642,share,299,13,1,0,0,Regular,13,24
18507,S718088,filters,532,9,1,1,88.04,Regular,22,45
18987,S627624,wishlist,409,22,1,0,0,Regular,25,7
14491,S921737,filters,506,24,0,0,0,Inactive,3,76
16684,S803095,search,195,2,0,0,0,Regular,10,31
12443,S178845,filters,375,12,0,0,0,Inactive,0,71
10402,S792956,product_view,585,9,0,0,0,New,16,54
13835,S170840,search,263,4,1,0,0,Regular,26,2
19940,S676353,share,10,21,0,0,0,Inactive,1,30
18181,S867831,recommendations,90,11,1,0,0,Regular,9,29
14981,S596537,product_view,174,9,0,0,0,Inactive,0,79
13836,S437235,search,348,17,0,0,0,Regular,12,36
11486,S807018,offers,157,7,1,0,0,Regular,16,76
14604,S725657,reviews,579,19,1,0,0,New,3,1
14724,S133988,notifications,432,13,0,0,0,New,30,65
10545,S963506,wishlist,327,1,0,0,0,New,18,78
10005,S380746,product_view,70,7,1,1,298.54,Power,26,0
17887,S614316,offers,208,7,1,0,0,Regular,16,4
14749,S838793,product_view,140,21,1,0,0,Regular,10,15
14597,S927164,offers,345,3,1,1,0,Power,22,4
19412,S552481,product_view,308,1,0,0,0,New,26,6
19186,S110063,filters,240,2,0,1,111.63,VIP,16,4
16753,S831850,share,548,15,0,0,0,Inactive,0,79
19802,S577385,compare,324,25,1,0,0,Regular,28,0
18673,S950619,live_chat,456,16,1,0,0,Regular,4,38
14155,S977243,product_view,326,1,1,0,0,Inactive,3,50
10362,S824619,filters,374,5,0,1,0,Power,11,4
15926,S215230,reviews,447,11,0,1,28.71,Inactive,3,23
11569,S339793,search,136,6,0,0,0,Inactive,3,3
11828,S189334,search,557,22,0,0,0,Inactive,0,61
16633,S468380,notifications,304,17,1,1,0,VIP,9,7
15369,S654943,product_view,523,17,0,1,44.26,New,23,54
12892,S152023,reviews,550,9,0,1,0,Regular,2,66
12402,S381886,compare,137,19,0,0,0,Regular,24,52
13885,S672965,cart,345,23,0,0,0,Inactive,0,56
13600,S510086,offers,474,7,1,0,0,VIP,10,7
10927,S570815,product_view,454,24,0,1,124.79,Regular,4,63
16075,S273674,reviews,543,19,0,0,0,New,4,23
11464,S173127,product_view,191,11,1,0,0,Regular,14,34
12906,S287555,notifications,101,14,0,1,45.17,Inactive,1,74
18607,S880310,offers,473,13,0,0,0,New,29,73
14419,S771555,search,469,8,0,0,0,Inactive,2,54
13386,S900107,offers,71,6,1,1,0,Power,11,6
16149,S834066,filters,392,15,0,1,108.54,Regular,9,37
16684,S914086,recommendations,52,11,0,0,0,Regular,10,31
11106,S148155,product_view,356,24,1,0,0,Regular,0,19
18908,S890012,recommendations,229,4,1,1,0,Regular,4,45
19261,S104171,reviews,507,9,1,1,21.82,Inactive,1,24
15213,S674196,filters,233,7,0,0,0,Inactive,3,80
11144,S595571,search,80,21,1,1,0,New,1,65
10613,S238808,offers,530,17,0,0,0,New,5,9
15072,S779620,product_view,106,12,0,0,0,Inactive,2,48
17355,S716137,cart,366,5,1,1,0,VIP,12,1
18476,S524988,reviews,80,11,1,1,0,Regular,18,10
14826,S146380,filters,515,24,1,1,274.99,Power,28,4
19128,S209308,search,36,10,1,1,0,Regular,7,17
17444,S739189,share,5,22,1,1,0,Regular,16,70
18692,S628376,notifications,18,9,1,1,185.7,Regular,10,17
13673,S655147,reviews,310,4,0,0,0,Regular,11,64
16878,S685777,share,138,3,1,0,0,New,10,45
19971,S688881,recommendations,149,8,1,1,0,Regular,23,85
13949,S343855,recommendations,403,9,0,1,0,New,20,31
10173,S457311,product_view,184,11,0,1,0,Inactive,3,0
16325,S247733,search,341,24,1,1,192.89,VIP,26,6
16207,S895992,product_view,95,17,1,0,0,Power,13,1
10511,S603518,share,299,10,1,0,0,Inactive,2,54
12286,S580552,recommendations,334,5,0,1,0,VIP,8,4
11938,S475524,reviews,188,9,1,1,209.03,Power,2,7
11348,S909143,filters,28,2,1,1,0,Power,20,1
14408,S256128,search,336,4,1,0,0,Inactive,3,24
16951,S683567,reviews,449,23,0,1,0,VIP,27,1
14016,S860769,share,135,8,1,1,0,VIP,19,1
13763,S218424,reviews,134,1,0,0,0,Inactive,2,83
18592,S306341,offers,402,7,1,1,0,Regular,8,84
12409,S322834,search,112,5,1,0,0,Regular,4,87
18360,S481897,product_view,289,5,1,0,0,New,26,61
13414,S714112,reviews,339,23,1,1,0,New,7,84
14669,S465018,product_view,103,12,1,1,115.47,Regular,28,87
11690,S279217,recommendations,293,24,1,0,0,Power,16,6
13246,S656124,share,393,24,1,0,0,Inactive,1,89
12584,S257310,reviews,367,9,1,0,0,New,2,42
17135,S467250,filters,176,4,1,1,0,Regular,27,57
12586,S795438,offers,397,15,1,1,479.76,VIP,15,3
19154,S591592,filters,541,17,0,1,0,VIP,15,4
15916,S428655,recommendations,584,12,0,0,0,Regular,21,66
18331,S335446,offers,517,4,1,0,0,Power,23,2
10646,S387061,filters,577,12,0,0,0,New,16,52
17809,S584352,offers,211,17,1,0,0,Regular,8,87
18047,S222134,product_view,286,14,1,1,119.44,Regular,30,12
13921,S544169,offers,372,2,0,0,0,Regular,26,85
19716,S799318,cart,433,9,0,0,0,Regular,19,50
19175,S149199,reviews,51,18,1,1,0,New,4,5
10305,S937838,filters,497,17,1,0,0,New,6,11
18256,S865750,notifications,512,19,1,0,0,Inactive,0,46
15211,S480030,recommendations,157,25,1,0,0,New,14,5
10805,S711931,reviews,286,17,0,0,0,Regular,6,32
16753,S149546,filters,503,21,0,0,0,Inactive,0,79
17190,S574547,reviews,99,5,1,0,0,Regular,9,21
16607,S443558,reviews,177,1,1,1,218.6,Power,22,7
13795,S462034,filters,305,2,1,0,0,Inactive,1,3
13197,S785810,offers,289,13,0,1,12.06,Inactive,0,82
10109,S600646,product_view,334,8,1,0,0,Regular,16,41
17242,S834761,product_view,483,25,1,1,43.69,New,5,46
16776,S283353,search,460,20,0,0,0,Inactive,0,43
19891,S962065,search,406,9,0,0,0,Regular,2,83
17070,S678981,cart,9,22,1,1,0,Regular,4,16
16783,S891167,search,371,3,1,0,0,Power,1,1
15704,S444328,notifications,511,15,1,0,0,Regular,6,8
13840,S838659,offers,483,15,0,1,0,Inactive,2,53
12720,S853185,filters,242,25,1,0,0,Regular,6,36
18596,S476662,filters,160,4,1,1,328.76,VIP,29,4
16714,S632266,search,215,9,1,1,0,VIP,4,2
19021,S145923,reviews,386,17,0,0,0,New,28,19
13513,S207859,offers,25,18,1,0,0,Inactive,3,88
19886,S731161,offers,399,16,0,0,0,Regular,1,3
10827,S681974,share,231,8,1,0,0,Inactive,0,18
14721,S781206,filters,504,24,1,1,0,Regular,21,82
11300,S582173,search,485,10,0,1,539.41,VIP,7,1
11683,S561365,product_view,5,23,1,1,0,VIP,17,4
14145,S717899,reviews,446,7,1,0,0,New,12,88
11255,S552200,product_view,29,15,0,0,0,New,17,77
13743,S727543,search,113,6,1,0,0,Regular,2,84
12297,S824538,search,480,5,0,0,0,Inactive,2,86
16031,S272213,notifications,277,8,1,1,47.48,New,23,64
16977,S660540,share,124,20,1,0,0,Regular,14,55
19489,S442021,cart,108,14,0,0,0,Inactive,0,12
14437,S533735,reviews,369,6,0,0,0,New,3,79
17820,S555706,offers,39,14,0,1,9.18,Inactive,3,59
10680,S335206,product_view,156,9,1,0,0,Power,9,3
11174,S147801,search,110,21,1,1,0,Power,24,6
16341,S406907,cart,528,21,1,1,0,Power,10,1
17752,S144153,reviews,437,23,0,0,0,Regular,21,72
12656,S571732,search,191,12,1,0,0,Regular,30,66
11550,S985994,reviews,307,21,0,1,0,Regular,5,49
17754,S882686,offers,556,15,0,1,0,Regular,28,90
19625,S988840,cart,500,15,1,0,0,Regular,7,4
12852,S630026,recommendations,203,24,0,0,0,Inactive,1,78
19916,S431782,notifications,498,18,1,0,0,VIP,5,2
14484,S817269,recommendations,397,5,1,0,0,Regular,11,31
14186,S928261,cart,402,20,0,0,0,New,20,32
10081,S675462,offers,543,14,0,1,16.6,New,26,19
11739,S824594,filters,433,6,0,0,0,Inactive,0,1
19219,S529233,product_view,465,24,0,0,0,Regular,13,0
12678,S894382,share,274,7,0,0,0,Regular,23,5
12863,S827495,recommendations,579,8,1,0,0,VIP,24,6
15278,S554083,search,464,21,1,0,0,Inactive,0,16
11689,S727794,reviews,50,12,0,1,109.98,Regular,24,11
11819,S830711,recommendations,202,14,1,0,0,VIP,9,3
16226,S135168,product_view,234,4,0,0,0,New,27,14
11353,S400173,product_view,176,8,0,1,34.03,Inactive,0,84
16144,S487913,reviews,269,13,1,0,0,Inactive,0,55
11047,S310034,offers,335,15,1,1,582.67,VIP,17,4
11617,S899987,recommendations,402,9,1,1,26.09,Regular,25,45
19194,S621984,offers,47,7,0,1,0,New,1,50
16452,S504601,filters,349,9,1,0,0,Power,10,4
14514,S288955,notifications,542,5,1,0,0,Regular,5,22
19200,S930935,search,255,18,1,1,233.09,VIP,19,7
11889,S774918,search,363,14,0,0,0,Inactive,2,57
14757,S726923,product_view,187,22,0,1,500.82,VIP,27,0
14789,S331457,filters,67,13,1,1,531.04,VIP,19,0
15341,S417921,reviews,278,21,0,0,0,Inactive,3,5
14986,S343057,product_view,64,11,1,0,0,New,12,22
19420,S286409,filters,405,8,0,0,0,New,10,10
16952,S847270,notifications,179,6,1,0,0,Regular,27,66
15777,S484998,cart,327,13,0,0,0,Regular,27,44
11001,S772640,product_view,63,3,1,0,0,Power,15,1
13768,S521349,wishlist,405,25,0,0,0,New,10,49
14178,S841339,reviews,293,25,0,0,0,Regular,18,29
18807,S338861,search,387,16,1,1,96.43,Power,24,5
11332,S971306,search,144,6,0,0,0,New,21,41
11854,S902865,product_view,400,13,0,0,0,Inactive,3,34
12108,S746494,filters,531,12,1,0,0,New,24,21
13084,S303535,product_view,217,23,1,0,0,Regular,12,49
14936,S264972,offers,502,10,0,0,0,Inactive,3,72
11205,S837139,search,237,4,0,0,0,Regular,14,9
17848,S854996,product_view,340,9,0,0,0,New,25,42
14800,S252493,filters,505,22,1,0,0,Power,15,5
15928,S108431,recommendations,494,2,1,0,0,Power,24,7
12583,S910122,cart,63,1,1,1,0,Power,3,4
14232,S165229,search,123,4,1,1,7.6,Inactive,1,53
17595,S684075,filters,7,8,0,0,0,Regular,12,79
14288,S173502,product_view,406,23,0,0,0,Power,27,0
19184,S959504,compare,441,8,0,1,0,Regular,29,74
14900,S863166,offers,231,4,0,1,0,Inactive,2,30
13500,S967995,offers,237,7,1,1,360.21,Power,16,5
15289,S102945,filters,365,2,1,0,0,VIP,5,5
15394,S640200,search,136,16,1,0,0,Regular,0,42
17132,S992428,search,83,4,0,0,0,Inactive,3,84
18165,S913307,notifications,161,7,1,1,0,Power,14,0
10015,S238890,notifications,360,3,0,1,33.33,Inactive,0,68
12962,S393873,filters,151,6,1,0,0,Regular,24,1
19695,S621315,reviews,144,1,0,0,0,New,8,39
10486,S251729,cart,306,8,0,0,0,New,12,1
11239,S684548,wishlist,36,17,0,0,0,Inactive,3,51
19498,S567370,cart,153,2,0,0,0,Inactive,3,31
18389,S243135,live_chat,527,3,0,0,0,New,2,52
15061,S746313,cart,361,1,1,0,0,Regular,3,30
10329,S173832,share,588,24,1,1,0,Regular,22,33
15985,S896470,filters,485,23,0,0,0,New,21,44
10735,S621786,search,297,25,1,1,169.43,Power,15,1
15969,S183987,filters,182,15,0,1,50.22,New,9,48
17658,S539095,offers,253,3,1,0,0,VIP,21,2
13640,S197776,reviews,35,9,0,1,32.63,Inactive,0,76
10596,S781927,share,361,14,1,1,0,VIP,16,3
14183,S424345,offers,137,4,0,0,0,Inactive,1,1
14160,S335673,notifications,571,6,1,0,0,Regular,9,40
10596,S600792,reviews,313,8,1,1,97.96,VIP,16,3
12174,S635211,notifications,476,24,1,1,0,VIP,1,7
18396,S454195,offers,396,22,1,1,146.1,Regular,29,23
15500,S900768,recommendations,170,25,1,1,0,Regular,18,4
16960,S811472,search,221,20,1,1,164.05,Power,6,6
15910,S842145,search,158,9,1,0,0,Inactive,0,34
13595,S731536,recommendations,424,25,1,0,0,Regular,15,5
13608,S934921,filters,481,8,1,1,0,Regular,9,17
11052,S321794,wishlist,331,15,1,1,0,Inactive,3,75
19428,S730938,recommendations,153,25,0,0,0,Inactive,1,31
17634,S188440,wishlist,60,8,1,1,229.44,VIP,9,1
10455,S807668,share,569,6,0,0,0,Inactive,1,13
13646,S327197,reviews,355,4,1,0,0,Regular,23,77
17661,S230745,offers,170,22,0,0,0,Regular,17,79
18708,S419916,offers,231,5,0,0,0,New,11,86
13466,S437799,reviews,294,17,1,1,121.08,Regular,29,66
14660,S348551,reviews,147,23,1,1,0,Power,11,6
11724,S748419,product_view,120,17,0,0,0,Inactive,1,88
15587,S356589,search,132,3,0,1,0,Inactive,3,38
13913,S861600,filters,461,8,0,1,0,Regular,0,89
13593,S485060,filters,527,18,1,0,0,Regular,17,31
19383,S739590,filters,177,17,0,1,0,New,21,72
15363,S888609,product_view,307,5,0,0,0,Inactive,3,18
11685,S403101,compare,581,16,1,1,0,New,23,22
12499,S187154,filters,24,19,0,0,0,Inactive,3,77
12004,S176751,search,202,8,0,0,0,New,4,27
13238,S149249,cart,32,17,0,0,0,Inactive,0,11
12776,S105065,cart,98,12,0,1,0,Regular,10,35
13363,S176384,product_view,218,24,0,0,0,Inactive,3,59
10909,S377776,notifications,417,19,1,0,0,Inactive,2,1
15847,S397847,share,166,15,1,0,0,New,26,58
14360,S997431,filters,466,1,0,0,0,New,5,26
13501,S545427,offers,398,25,0,0,0,Inactive,3,21
18452,S171733,filters,95,12,0,0,0,New,18,85
14532,S639433,recommendations,247,24,1,1,0,Regular,15,31
16936,S337890,compare,328,9,1,0,0,Inactive,3,72
10749,S309096,recommendations,225,11,0,0,0,Power,13,0
12462,S740502,search,34,2,1,0,0,Power,8,5
11599,S261834,search,200,15,0,0,0,Inactive,2,57
19227,S309697,reviews,577,22,0,0,0,Inactive,2,90
10206,S374320,offers,324,1,0,0,0,New,28,52
12960,S140874,filters,509,1,1,1,91.73,Regular,14,14
13919,S785487,cart,600,15,1,0,0,Regular,8,85
19116,S268514,reviews,524,19,1,1,0,New,15,73
14065,S437692,recommendations,194,8,1,0,0,Regular,23,27
14645,S420850,search,398,21,1,1,143.12,Regular,14,21
13382,S788484,notifications,302,4,1,1,37.31,Regular,4,6
11023,S198772,reviews,393,18,1,0,0,Regular,22,88
12453,S901171,filters,168,19,1,1,215.62,Power,25,1
15227,S150456,cart,203,18,1,0,0,Regular,12,71
19202,S988255,recommendations,567,9,1,0,0,Regular,30,44
16956,S217774,cart,277,18,1,0,0,Regular,19,16
17548,S479461,reviews,514,24,1,1,274.16,Power,3,0
10973,S743186,product_view,448,14,0,0,0,New,27,71
10723,S709113,filters,412,21,0,1,0,Regular,18,24
19681,S280953,wishlist,451,18,1,1,0,Regular,2,62
17332,S878112,search,328,17,0,1,0,New,8,37
16437,S861777,search,527,3,0,0,0,Inactive,0,56
11837,S971395,offers,340,21,0,0,0,Regular,4,34
16447,S257752,share,384,23,0,0,0,Inactive,0,90
16278,S363947,offers,342,22,0,0,0,Inactive,1,36
13120,S245140,cart,573,10,1,0,0,Regular,30,65
12756,S408014,reviews,161,3,1,1,114.94,Regular,8,30
15314,S941267,product_view,32,1,1,0,0,New,18,13
15096,S282665,recommendations,112,13,1,0,0,Power,12,3
19957,S707605,cart,142,1,1,1,104.3,VIP,11,3
