order_id,product,category,quantity,unit_price,discount_percent,discount_amount,revenue,cogs,shipping_cost,returned,return_cost,support_ticket,support_cost,channel,marketing_cost,customer_segment,true_profit
63820,Phone Case Premium,Electronics,1,29,12.0,3.48,25.52,3,4.93,0,0,0,0,paid_ads,6.93,New Customer,10.66
61325,Perfume Set,Beauty,1,55,5.0,2.75,52.25,8,4.2,0,0,0,0,organic,0.0,Returning,40.05
59866,Cotton T-Shirt Pack,Fashion,1,24,5.0,1.2,22.8,5,2.63,0,0,0,0,organic,0.0,VIP,15.17
50461,Fitness Tracker,Health,1,79,7.0,5.53,73.47,22,3.61,0,0,0,0,paid_ads,21.52,Returning,26.34
56749,Cotton T-Shirt Pack,Fashion,1,24,16.0,3.84,20.16,5,3.0,0,0,0,0,referral,1.42,One-Time Buyer,10.74
59405,Bluetooth Speaker,Electronics,3,99,6.0,17.82,279.18,75,11.65,0,0,0,0,organic,0.0,One-Time Buyer,192.53
61545,Phone Case Premium,Electronics,1,29,36.0,10.44,18.56,3,7.5,0,0,1,16.65,organic,0.0,Discount Hunter,-8.59
51526,Hair Dryer,Beauty,1,69,33.0,22.77,46.23,18,3.84,0,0,0,0,paid_ads,12.4,Discount Hunter,11.99
63083,Running Shoes,Fashion,3,89,20.0,53.4,213.6,66,7.37,1,17.5,0,0,social_media,22.5,One-Time Buyer,-92.01
61564,Cotton T-Shirt Pack,Fashion,1,24,13.0,3.12,20.88,5,4.51,0,0,0,0,social_media,2.2,One-Time Buyer,9.17
60814,Sunglasses,Fashion,1,35,12.0,4.2,30.8,4,4.61,0,0,0,0,email,1.0,New Customer,21.19
57952,Running Shoes,Fashion,1,89,1.0,0.89,88.11,22,3.19,0,0,0,0,email,3.4,Returning,59.52
62224,Hair Dryer,Beauty,1,69,5.0,3.45,65.55,18,2.05,0,0,0,0,paid_ads,15.12,Returning,30.38
62522,Wireless Earbuds Pro,Electronics,1,79,0.0,0.0,79.0,18,6.17,0,0,0,0,social_media,10.36,VIP,44.47
59432,Backpack,Fashion,2,59,3.0,3.54,114.46,28,9.0,1,13.66,0,0,social_media,16.38,VIP,-55.59
51926,Running Shoes,Fashion,1,89,7.0,6.23,82.77,22,3.73,0,0,0,0,paid_ads,17.42,Returning,39.62
55805,Skincare Kit,Beauty,2,65,1.0,1.3,128.7,24,6.45,0,0,1,19.67,organic,0.0,Returning,78.58
59991,USB-C Hub,Electronics,1,49,39.0,19.11,29.89,12,3.14,0,0,0,0,paid_ads,6.22,Discount Hunter,8.53
56205,Skincare Kit,Beauty,1,65,1.0,0.65,64.35,12,2.25,0,0,0,0,email,1.7,Returning,48.4
53773,Resistance Bands Set,Health,1,22,11.0,2.42,19.58,4,5.69,0,0,0,0,organic,0.0,New Customer,9.89
63037,Resistance Bands Set,Health,1,22,10.0,2.2,19.8,4,3.68,0,0,0,0,email,0.71,New Customer,11.41
63355,USB-C Hub,Electronics,2,49,14.0,13.72,84.28,24,14.01,0,0,0,0,paid_ads,27.22,One-Time Buyer,19.05
62508,Hair Dryer,Beauty,1,69,10.0,6.9,62.1,18,3.76,0,0,1,23.31,paid_ads,14.84,One-Time Buyer,2.19
62709,Fitness Tracker,Health,1,79,25.0,19.75,59.25,22,3.3,1,8.45,0,0,referral,4.48,Discount Hunter,-32.31
58466,Hair Dryer,Beauty,1,69,3.0,2.07,66.93,18,2.94,0,0,0,0,social_media,9.75,VIP,36.24
56763,Wireless Earbuds Pro,Electronics,1,79,4.0,3.16,75.84,18,7.31,0,0,0,0,referral,5.4,VIP,45.13
62222,Running Shoes,Fashion,1,89,2.0,1.78,87.22,22,2.8,0,0,1,15.51,social_media,8.78,Returning,38.13
53154,Denim Jacket,Fashion,1,79,5.0,3.95,75.05,28,2.95,0,0,0,0,paid_ads,23.63,New Customer,20.47
55794,Running Shoes,Fashion,2,89,14.0,24.92,153.08,44,7.84,0,0,1,21.94,organic,0.0,One-Time Buyer,79.3
50574,Backpack,Fashion,3,59,3.0,5.31,171.69,42,12.95,0,0,0,0,email,5.62,Returning,111.12
53899,Running Shoes,Fashion,3,89,4.0,10.68,256.32,66,9.32,1,13.06,0,0,email,7.89,Returning,-70.64
57932,Face Serum,Beauty,1,45,6.0,2.7,42.3,6,3.7,0,0,0,0,email,1.33,New Customer,31.27
60260,Face Serum,Beauty,1,45,3.0,1.35,43.65,6,4.66,0,0,0,0,email,1.64,Returning,31.35
50891,Running Shoes,Fashion,1,89,16.0,14.24,74.76,22,4.78,0,0,0,0,organic,0.0,One-Time Buyer,47.98
56963,Sunglasses,Fashion,1,35,23.0,8.05,26.95,4,4.26,0,0,0,0,email,0.97,Discount Hunter,17.72
56245,Bluetooth Speaker,Electronics,1,99,8.0,7.92,91.08,25,5.77,0,0,0,0,social_media,12.48,Returning,47.83
59899,Hair Dryer,Beauty,1,69,4.0,2.76,66.24,18,4.19,0,0,0,0,email,2.53,Returning,41.52
64551,Running Shoes,Fashion,1,89,10.0,8.9,80.1,22,4.51,1,14.21,0,0,paid_ads,24.36,New Customer,-57.07
62103,Perfume Set,Beauty,1,55,12.0,6.6,48.4,8,2.45,0,0,0,0,paid_ads,14.06,New Customer,23.89
53332,Hair Dryer,Beauty,1,69,0.0,0.0,69.0,18,3.69,0,0,0,0,paid_ads,17.22,Returning,30.09
59298,Denim Jacket,Fashion,1,79,12.0,9.48,69.52,28,4.64,0,0,1,13.14,paid_ads,15.15,New Customer,8.59
61760,Resistance Bands Set,Health,1,22,13.0,2.86,19.14,4,5.4,0,0,0,0,organic,0.0,New Customer,9.74
64844,Wireless Earbuds Pro,Electronics,3,79,9.0,21.33,215.67,54,14.85,1,19.14,0,0,organic,0.0,New Customer,-66.42
55858,Perfume Set,Beauty,1,55,13.0,7.15,47.85,8,2.76,0,0,0,0,referral,4.08,One-Time Buyer,33.01
54498,Sunglasses,Fashion,1,35,3.0,1.05,33.95,4,4.31,0,0,0,0,social_media,3.75,Returning,21.89
53092,Running Shoes,Fashion,3,89,21.0,56.07,210.93,66,7.43,0,0,1,14.3,paid_ads,44.57,Discount Hunter,78.63
56451,Bluetooth Speaker,Electronics,1,99,6.0,5.94,93.06,25,6.49,0,0,0,0,organic,0.0,New Customer,61.57
58533,Running Shoes,Fashion,1,89,6.0,5.34,83.66,22,4.95,1,10.05,1,21.62,paid_ads,21.74,New Customer,-71.99
56742,Denim Jacket,Fashion,1,79,36.0,28.44,50.56,28,2.69,1,9.94,0,0,social_media,7.78,Discount Hunter,-43.35
53136,Smart Water Bottle,Health,1,45,14.0,6.3,38.7,14,7.21,0,0,1,8.74,email,1.24,New Customer,7.51
58902,Denim Jacket,Fashion,2,79,26.0,41.08,116.92,56,4.39,0,0,0,0,organic,0.0,Discount Hunter,56.53
55026,Running Shoes,Fashion,1,89,5.0,4.45,84.55,22,2.21,1,13.61,0,0,paid_ads,25.14,Returning,-54.5
57446,Wireless Earbuds Pro,Electronics,2,79,23.0,36.34,121.66,36,12.37,0,0,1,17.08,organic,0.0,Discount Hunter,56.21
55431,Face Serum,Beauty,3,45,2.0,2.7,132.3,18,7.87,0,0,0,0,paid_ads,36.79,Returning,69.64
55624,Yoga Mat Premium,Health,1,39,34.0,13.26,25.74,8,3.54,0,0,0,0,paid_ads,6.13,Discount Hunter,8.07
52162,Smart Water Bottle,Health,3,45,16.0,21.6,113.4,42,22.37,0,0,0,0,organic,0.0,One-Time Buyer,49.03
59834,Phone Case Premium,Electronics,1,29,15.0,4.35,24.65,3,6.12,0,0,0,0,paid_ads,7.18,New Customer,8.35
51691,Perfume Set,Beauty,1,55,5.0,2.75,52.25,8,4.75,0,0,0,0,social_media,5.29,One-Time Buyer,34.21
55829,Laptop Stand,Electronics,2,59,7.0,8.26,109.74,30,8.41,0,0,0,0,paid_ads,26.95,Returning,44.38
58178,Running Shoes,Fashion,1,89,12.0,10.68,78.32,22,3.37,1,12.13,0,0,social_media,10.67,New Customer,-40.34
52904,Face Serum,Beauty,2,45,6.0,5.4,84.6,12,9.28,0,0,0,0,paid_ads,21.25,One-Time Buyer,42.07
53320,Resistance Bands Set,Health,1,22,37.0,8.14,13.86,4,7.88,0,0,0,0,paid_ads,3.23,Discount Hunter,-1.25
61755,Hair Dryer,Beauty,1,69,8.0,5.52,63.48,18,2.13,0,0,1,17.62,email,2.38,New Customer,23.35
62983,Backpack,Fashion,1,59,45.0,26.55,32.45,14,2.18,0,0,0,0,referral,3.28,Discount Hunter,12.99
64645,Face Serum,Beauty,1,45,9.0,4.05,40.95,6,3.71,0,0,0,0,email,1.12,Returning,30.12
57834,Cotton T-Shirt Pack,Fashion,1,24,13.0,3.12,20.88,5,2.62,0,0,0,0,referral,1.74,New Customer,11.52
57839,Smart Water Bottle,Health,2,45,14.0,12.6,77.4,28,12.79,0,0,1,13.38,paid_ads,15.5,One-Time Buyer,7.73
55186,Running Shoes,Fashion,2,89,13.0,23.14,154.86,44,9.6,1,19.77,0,0,social_media,20.25,New Customer,-78.13
64717,Denim Jacket,Fashion,3,79,11.0,26.07,210.93,84,10.7,1,12.9,0,0,organic,0.0,One-Time Buyer,-86.51
56261,Denim Jacket,Fashion,1,79,8.0,6.32,72.68,28,4.56,0,0,0,0,social_media,8.39,New Customer,31.73
57971,Perfume Set,Beauty,1,55,7.0,3.85,51.15,8,3.69,0,0,0,0,social_media,6.06,New Customer,33.4
53004,Running Shoes,Fashion,1,89,16.0,14.24,74.76,22,2.72,0,0,0,0,email,2.14,One-Time Buyer,47.9
63220,Cotton T-Shirt Pack,Fashion,2,24,7.0,3.36,44.64,10,9.6,0,0,0,0,social_media,6.14,One-Time Buyer,18.9
62964,Fitness Tracker,Health,1,79,7.0,5.53,73.47,22,6.29,0,0,0,0,paid_ads,22.62,New Customer,22.56
51976,Phone Case Premium,Electronics,1,29,7.0,2.03,26.97,3,4.93,0,0,0,0,paid_ads,5.56,New Customer,13.48
50767,Running Shoes,Fashion,3,89,39.0,104.13,162.87,66,14.29,1,17.49,0,0,organic,0.0,Discount Hunter,-81.49
62548,Phone Case Premium,Electronics,1,29,1.0,0.29,28.71,3,4.53,0,0,0,0,organic,0.0,VIP,21.18
59703,Running Shoes,Fashion,1,89,8.0,7.12,81.88,22,3.12,0,0,0,0,organic,0.0,Returning,56.76
60680,Sunglasses,Fashion,1,35,11.0,3.85,31.15,4,2.81,0,0,0,0,organic,0.0,New Customer,24.34
63967,Running Shoes,Fashion,1,89,15.0,13.35,75.65,22,2.34,1,9.84,0,0,organic,0.0,New Customer,-26.62
54458,Bluetooth Speaker,Electronics,2,99,16.0,31.68,166.32,50,6.83,0,0,0,0,organic,0.0,One-Time Buyer,109.49
63806,Running Shoes,Fashion,1,89,44.0,39.16,49.84,22,4.42,0,0,0,0,referral,3.52,Discount Hunter,19.9
62985,Sunglasses,Fashion,1,35,9.0,3.15,31.85,4,2.78,0,0,0,0,referral,2.85,Returning,22.22
56266,Hair Dryer,Beauty,2,69,7.0,9.66,128.34,36,7.1,0,0,0,0,social_media,19.77,Returning,65.47
58421,Bluetooth Speaker,Electronics,1,99,5.0,4.95,94.05,25,6.02,0,0,0,0,organic,0.0,VIP,63.03
62766,USB-C Hub,Electronics,1,49,5.0,2.45,46.55,12,4.26,0,0,0,0,email,1.4,Returning,28.89
62570,Resistance Bands Set,Health,2,22,6.0,2.64,41.36,8,11.38,1,19.8,0,0,paid_ads,10.82,New Customer,-45.86
61959,Wireless Earbuds Pro,Electronics,3,79,15.0,35.55,201.45,54,21.21,0,0,1,17.38,paid_ads,60.39,New Customer,48.47
61561,Yoga Mat Premium,Health,1,39,9.0,3.51,35.49,8,5.33,0,0,0,0,social_media,5.53,One-Time Buyer,16.63
51573,Running Shoes,Fashion,3,89,4.0,10.68,256.32,66,10.64,0,0,0,0,paid_ads,80.5,VIP,99.18
51846,Wireless Earbuds Pro,Electronics,1,79,0.0,0.0,79.0,18,7.72,1,15.17,1,18.73,email,2.2,VIP,-53.92
56575,Protein Powder,Health,3,49,1.0,1.47,145.53,45,12.55,0,0,0,0,referral,10.42,VIP,77.56
58486,Fitness Tracker,Health,1,79,9.0,7.11,71.89,22,5.31,0,0,1,24.01,social_media,8.06,Returning,12.51
50405,Bluetooth Speaker,Electronics,2,99,1.0,1.98,196.02,50,12.9,1,19.83,0,0,email,6.2,Returning,-69.33
60519,Face Serum,Beauty,3,45,33.0,44.55,90.45,18,10.13,0,0,0,0,email,3.14,Discount Hunter,59.18
50076,Sunglasses,Fashion,1,35,13.0,4.55,30.45,4,2.53,0,0,0,0,social_media,4.21,One-Time Buyer,19.71
61608,Running Shoes,Fashion,1,89,3.0,2.67,86.33,22,4.07,0,0,0,0,organic,0.0,VIP,60.26
51949,Skincare Kit,Beauty,2,65,20.0,26.0,104.0,24,8.83,0,0,0,0,email,3.58,One-Time Buyer,67.59
52347,Wireless Earbuds Pro,Electronics,1,79,9.0,7.11,71.89,18,7.59,0,0,0,0,social_media,10.1,Returning,36.2
54040,Backpack,Fashion,1,59,44.0,25.96,33.04,14,4.67,0,0,0,0,organic,0.0,Discount Hunter,14.37
61746,Wireless Earbuds Pro,Electronics,1,79,0.0,0.0,79.0,18,6.16,0,0,0,0,organic,0.0,Returning,54.84
51264,Running Shoes,Fashion,2,89,3.0,5.34,172.66,44,6.53,0,0,0,0,email,4.24,Returning,117.89
62082,Running Shoes,Fashion,1,89,25.0,22.25,66.75,22,4.81,0,0,0,0,paid_ads,15.04,Discount Hunter,24.9
50627,Fitness Tracker,Health,1,79,34.0,26.86,52.14,22,5.24,0,0,0,0,paid_ads,10.95,Discount Hunter,13.95
52136,USB-C Hub,Electronics,1,49,30.0,14.7,34.3,12,4.27,0,0,0,0,organic,0.0,Discount Hunter,18.03
56573,Face Serum,Beauty,2,45,4.0,3.6,86.4,12,9.77,0,0,0,0,referral,8.69,Returning,55.94
50393,Laptop Stand,Electronics,2,59,8.0,9.44,108.56,30,7.14,0,0,0,0,paid_ads,31.17,One-Time Buyer,40.25
58023,Perfume Set,Beauty,1,55,1.0,0.55,54.45,8,2.39,0,0,0,0,organic,0.0,VIP,44.06
59532,Running Shoes,Fashion,1,89,21.0,18.69,70.31,22,4.09,1,14.09,0,0,social_media,9.07,Discount Hunter,-42.22
55198,Phone Case Premium,Electronics,1,29,4.0,1.16,27.84,3,7.94,0,0,0,0,referral,2.7,VIP,14.2
58630,Hair Dryer,Beauty,1,69,6.0,4.14,64.86,18,2.81,0,0,0,0,email,2.13,One-Time Buyer,41.92
64432,Wireless Earbuds Pro,Electronics,1,79,1.0,0.79,78.21,18,3.43,0,0,1,19.71,email,1.98,VIP,35.09
62004,USB-C Hub,Electronics,3,49,0.0,0.0,147.0,36,9.73,0,0,0,0,paid_ads,41.41,VIP,59.86
52521,Makeup Brush Set,Beauty,1,19,26.0,4.94,14.06,3,2.93,0,0,0,0,organic,0.0,Discount Hunter,8.13
55441,Face Serum,Beauty,1,45,6.0,2.7,42.3,6,4.51,0,0,0,0,organic,0.0,New Customer,31.79
52626,Running Shoes,Fashion,1,89,7.0,6.23,82.77,22,4.95,1,16.9,0,0,organic,0.0,Returning,-35.57
57597,Face Serum,Beauty,1,45,15.0,6.75,38.25,6,2.95,0,0,0,0,referral,3.26,One-Time Buyer,26.04
61302,Hair Dryer,Beauty,1,69,7.0,4.83,64.17,18,4.12,0,0,0,0,organic,0.0,Returning,42.05
52672,Running Shoes,Fashion,1,89,10.0,8.9,80.1,22,3.77,0,0,0,0,referral,5.68,One-Time Buyer,48.65
61835,Yoga Mat Premium,Health,2,39,10.0,7.8,70.2,16,8.5,0,0,0,0,paid_ads,22.7,New Customer,23.0
53257,USB-C Hub,Electronics,1,49,33.0,16.17,32.83,12,4.96,0,0,0,0,paid_ads,8.76,Discount Hunter,7.11
55301,Fitness Tracker,Health,2,79,10.0,15.8,142.2,44,13.14,0,0,0,0,organic,0.0,New Customer,85.06
54950,Running Shoes,Fashion,2,89,4.0,7.12,170.88,44,9.36,1,11.98,0,0,paid_ads,40.16,Returning,-88.41
63022,Fitness Tracker,Health,2,79,8.0,12.64,145.36,44,6.72,0,0,0,0,social_media,14.49,One-Time Buyer,80.15
52093,Wireless Earbuds Pro,Electronics,1,79,8.0,6.32,72.68,18,6.87,1,17.56,1,11.55,paid_ads,16.25,New Customer,-62.96
53294,Phone Case Premium,Electronics,1,29,7.0,2.03,26.97,3,6.21,0,0,0,0,social_media,3.69,Returning,14.07
51530,Backpack,Fashion,3,59,2.0,3.54,173.46,42,6.41,0,0,0,0,email,4.99,Returning,120.06
55881,Protein Powder,Health,1,49,4.0,1.96,47.04,15,4.94,0,0,0,0,social_media,7.17,VIP,19.93
62683,Fitness Tracker,Health,1,79,9.0,7.11,71.89,22,5.91,1,13.21,1,14.28,paid_ads,20.24,One-Time Buyer,-68.45
56081,Face Serum,Beauty,1,45,9.0,4.05,40.95,6,4.83,0,0,0,0,social_media,4.08,Returning,26.04
59392,Running Shoes,Fashion,2,89,7.0,12.46,165.54,44,8.95,1,11.67,0,0,organic,0.0,One-Time Buyer,-48.07
61624,Makeup Brush Set,Beauty,1,19,9.0,1.71,17.29,3,2.59,0,0,0,0,paid_ads,5.26,Returning,6.44
51128,Running Shoes,Fashion,1,89,41.0,36.49,52.51,22,4.11,0,0,0,0,paid_ads,16.08,Discount Hunter,10.32
64819,Wireless Earbuds Pro,Electronics,2,79,4.0,6.32,151.68,36,13.24,0,0,0,0,paid_ads,41.57,Returning,60.87
55836,Bluetooth Speaker,Electronics,1,99,11.0,10.89,88.11,25,5.72,0,0,0,0,organic,0.0,New Customer,57.39
59878,Smart Water Bottle,Health,1,45,24.0,10.8,34.2,14,5.49,0,0,0,0,referral,3.4,Discount Hunter,11.31
56027,Running Shoes,Fashion,1,89,8.0,7.12,81.88,22,3.54,0,0,0,0,organic,0.0,One-Time Buyer,56.34
52091,Hair Dryer,Beauty,1,69,9.0,6.21,62.79,18,4.94,0,0,0,0,referral,6.34,New Customer,33.51
62257,Makeup Brush Set,Beauty,1,19,9.0,1.71,17.29,3,4.97,0,0,0,0,paid_ads,3.9,Returning,5.42
60092,Face Serum,Beauty,1,45,14.0,6.3,38.7,6,2.97,0,0,0,0,paid_ads,10.53,One-Time Buyer,19.2
53344,Smart Water Bottle,Health,1,45,11.0,4.95,40.05,14,5.74,0,0,0,0,email,1.01,One-Time Buyer,19.3
53909,Bluetooth Speaker,Electronics,2,99,15.0,29.7,168.3,50,11.47,0,0,0,0,paid_ads,47.86,New Customer,58.97
55123,Cotton T-Shirt Pack,Fashion,1,24,45.0,10.8,13.2,5,2.83,0,0,0,0,social_media,1.98,Discount Hunter,3.39
63238,Makeup Brush Set,Beauty,2,19,5.0,1.9,36.1,6,7.08,0,0,0,0,email,1.15,New Customer,21.87
50336,Bluetooth Speaker,Electronics,2,99,2.0,3.96,194.04,50,11.73,1,11.25,1,13.37,social_media,27.74,Returning,-94.69
64836,Smart Water Bottle,Health,2,45,40.0,36.0,54.0,28,11.84,1,19.12,0,0,social_media,6.85,Discount Hunter,-60.41
53399,Smart Water Bottle,Health,1,45,9.0,4.05,40.95,14,3.36,0,0,0,0,organic,0.0,Returning,23.59
64689,Running Shoes,Fashion,2,89,14.0,24.92,153.08,44,5.66,0,0,0,0,organic,0.0,New Customer,103.42
56391,Yoga Mat Premium,Health,2,39,25.0,19.5,58.5,16,10.67,0,0,0,0,email,1.86,Discount Hunter,29.97
54324,Wireless Earbuds Pro,Electronics,1,79,1.0,0.79,78.21,18,6.24,0,0,0,0,paid_ads,17.87,Returning,36.1
62214,Backpack,Fashion,1,59,6.0,3.54,55.46,14,4.01,0,0,0,0,referral,5.34,New Customer,32.11
51565,Phone Case Premium,Electronics,1,29,4.0,1.16,27.84,3,3.22,0,0,0,0,referral,2.21,VIP,19.41
50380,Fitness Tracker,Health,1,79,27.0,21.33,57.67,22,7.23,0,0,1,17.67,organic,0.0,Discount Hunter,10.77
55258,Bluetooth Speaker,Electronics,1,99,7.0,6.93,92.07,25,3.79,0,0,0,0,email,3.52,Returning,59.76
52820,Cotton T-Shirt Pack,Fashion,1,24,9.0,2.16,21.84,5,2.38,0,0,0,0,paid_ads,5.67,Returning,8.79
64107,Backpack,Fashion,1,59,5.0,2.95,56.05,14,2.95,0,0,0,0,organic,0.0,Returning,39.1
56583,Phone Case Premium,Electronics,1,29,3.0,0.87,28.13,3,5.15,0,0,0,0,paid_ads,7.06,Returning,12.92
62811,Smart Water Bottle,Health,1,45,3.0,1.35,43.65,14,4.11,0,0,0,0,paid_ads,13.58,Returning,11.96
63689,Wireless Earbuds Pro,Electronics,1,79,19.0,15.01,63.99,18,6.49,1,9.01,0,0,paid_ads,15.8,One-Time Buyer,-42.9
61354,Fitness Tracker,Health,1,79,1.0,0.79,78.21,22,3.44,0,0,0,0,organic,0.0,VIP,52.77
60982,Yoga Mat Premium,Health,1,39,9.0,3.51,35.49,8,4.76,0,0,0,0,paid_ads,9.06,Returning,13.67
63257,Perfume Set,Beauty,2,55,8.0,8.8,101.2,16,6.0,1,9.28,0,0,paid_ads,22.03,One-Time Buyer,-43.19
60281,Wireless Earbuds Pro,Electronics,1,79,5.0,3.95,75.05,18,7.32,0,0,0,0,organic,0.0,Returning,49.73
60388,Running Shoes,Fashion,2,89,12.0,21.36,156.64,44,9.95,0,0,0,0,paid_ads,40.5,One-Time Buyer,62.19
64049,Makeup Brush Set,Beauty,1,19,9.0,1.71,17.29,3,3.59,0,0,0,0,organic,0.0,New Customer,10.7
51148,Hair Dryer,Beauty,1,69,21.0,14.49,54.51,18,4.38,0,0,0,0,email,1.62,Discount Hunter,30.51
63414,Denim Jacket,Fashion,1,79,14.0,11.06,67.94,28,3.53,0,0,0,0,social_media,9.88,New Customer,26.53
54332,Phone Case Premium,Electronics,1,29,26.0,7.54,21.46,3,3.66,1,6.98,0,0,referral,1.63,Discount Hunter,-13.12
57080,Fitness Tracker,Health,1,79,8.0,6.32,72.68,22,3.87,0,0,0,0,organic,0.0,Returning,46.81
58004,Perfume Set,Beauty,1,55,12.0,6.6,48.4,8,3.77,0,0,0,0,email,1.74,New Customer,34.89
64208,Fitness Tracker,Health,1,79,3.0,2.37,76.63,22,5.64,0,0,0,0,paid_ads,23.07,Returning,25.92
60639,Hair Dryer,Beauty,2,69,7.0,9.66,128.34,36,8.23,0,0,0,0,paid_ads,40.4,New Customer,43.71
58914,USB-C Hub,Electronics,1,49,6.0,2.94,46.06,12,6.37,0,0,0,0,organic,0.0,Returning,27.69
55674,Fitness Tracker,Health,2,79,17.0,26.86,131.14,44,6.59,0,0,0,0,paid_ads,36.92,One-Time Buyer,43.63
64801,Smart Water Bottle,Health,1,45,36.0,16.2,28.8,14,7.73,1,11.36,0,0,referral,1.87,Discount Hunter,-32.08
64383,Protein Powder,Health,2,49,12.0,11.76,86.24,30,13.1,0,0,0,0,organic,0.0,New Customer,43.14
63982,Bluetooth Speaker,Electronics,1,99,6.0,5.94,93.06,25,4.42,0,0,0,0,email,2.7,New Customer,60.94
58470,Protein Powder,Health,1,49,16.0,7.84,41.16,15,6.16,0,0,0,0,organic,0.0,One-Time Buyer,20.0
55475,Yoga Mat Premium,Health,1,39,11.0,4.29,34.71,8,5.77,0,0,0,0,paid_ads,7.46,One-Time Buyer,13.48
58830,Running Shoes,Fashion,1,89,6.0,5.34,83.66,22,3.34,0,0,0,0,social_media,10.39,Returning,47.93
60515,Cotton T-Shirt Pack,Fashion,1,24,2.0,0.48,23.52,5,3.01,0,0,0,0,referral,2.08,VIP,13.43
64572,Running Shoes,Fashion,2,89,5.0,8.9,169.1,44,5.95,0,0,1,10.99,organic,0.0,Returning,108.16
51182,Perfume Set,Beauty,1,55,41.0,22.55,32.45,8,3.82,0,0,0,0,email,0.82,Discount Hunter,19.81
51674,Running Shoes,Fashion,1,89,8.0,7.12,81.88,22,3.0,0,0,0,0,social_media,8.17,New Customer,48.71
53708,Running Shoes,Fashion,1,89,29.0,25.81,63.19,22,4.55,0,0,0,0,social_media,8.08,Discount Hunter,28.56
50716,Hair Dryer,Beauty,3,69,9.0,18.63,188.37,54,12.5,0,0,1,12.78,referral,13.95,Returning,95.14
61763,Hair Dryer,Beauty,1,69,6.0,4.14,64.86,18,3.52,0,0,0,0,referral,4.99,Returning,38.35
60192,Yoga Mat Premium,Health,2,39,19.0,14.82,63.18,16,10.01,0,0,0,0,organic,0.0,One-Time Buyer,37.17
51756,Resistance Bands Set,Health,1,22,9.0,1.98,20.02,4,3.71,0,0,0,0,social_media,2.52,New Customer,9.79
60785,Cotton T-Shirt Pack,Fashion,1,24,16.0,3.84,20.16,5,3.17,0,0,0,0,referral,2.01,One-Time Buyer,9.98
64980,Cotton T-Shirt Pack,Fashion,1,24,0.0,0.0,24.0,5,2.2,0,0,0,0,email,0.6,VIP,16.2
50265,Running Shoes,Fashion,1,89,15.0,13.35,75.65,22,4.3,0,0,1,19.29,paid_ads,23.84,New Customer,6.22
54632,Fitness Tracker,Health,1,79,9.0,7.11,71.89,22,3.09,0,0,1,13.7,paid_ads,19.7,Returning,13.4
61355,Hair Dryer,Beauty,1,69,4.0,2.76,66.24,18,2.47,0,0,0,0,email,2.09,Returning,43.68
50106,Laptop Stand,Electronics,3,59,1.0,1.77,175.23,45,17.24,0,0,0,0,email,4.64,Returning,108.35
58808,Cotton T-Shirt Pack,Fashion,2,24,17.0,8.16,39.84,10,4.2,0,0,0,0,referral,3.43,One-Time Buyer,22.21
60211,Hair Dryer,Beauty,1,69,6.0,4.14,64.86,18,3.94,0,0,0,0,organic,0.0,New Customer,42.92
60138,Fitness Tracker,Health,1,79,9.0,7.11,71.89,22,5.97,0,0,1,23.33,paid_ads,14.85,New Customer,5.74
63504,Face Serum,Beauty,1,45,9.0,4.05,40.95,6,4.6,0,0,0,0,social_media,4.91,Returning,25.44
57559,Cotton T-Shirt Pack,Fashion,1,24,4.0,0.96,23.04,5,2.31,0,0,1,13.79,social_media,2.8,VIP,-0.86
50968,Makeup Brush Set,Beauty,1,19,12.0,2.28,16.72,3,2.12,0,0,0,0,social_media,1.93,One-Time Buyer,9.67
54974,Face Serum,Beauty,2,45,2.0,1.8,88.2,12,7.91,0,0,0,0,organic,0.0,VIP,68.29
55795,Running Shoes,Fashion,1,89,7.0,6.23,82.77,22,2.17,1,13.37,0,0,organic,0.0,One-Time Buyer,-29.26
58264,Wireless Earbuds Pro,Electronics,1,79,10.0,7.9,71.1,18,5.22,0,0,0,0,organic,0.0,Returning,47.88
58167,Running Shoes,Fashion,1,89,32.0,28.48,60.52,22,2.96,0,0,0,0,social_media,7.8,Discount Hunter,27.76
62546,Running Shoes,Fashion,1,89,6.0,5.34,83.66,22,3.6,0,0,0,0,organic,0.0,New Customer,58.06
50965,Bluetooth Speaker,Electronics,3,99,10.0,29.7,267.3,75,23.53,0,0,1,23.04,social_media,39.86,New Customer,105.87
55243,Yoga Mat Premium,Health,1,39,11.0,4.29,34.71,8,4.47,0,0,0,0,paid_ads,10.42,One-Time Buyer,11.82
60158,Wireless Earbuds Pro,Electronics,1,79,2.0,1.58,77.42,18,7.43,0,0,1,24.26,email,2.42,Returning,25.31
64004,Laptop Stand,Electronics,2,59,13.0,15.34,102.66,30,15.47,0,0,1,21.23,paid_ads,22.82,New Customer,13.14
55132,Cotton T-Shirt Pack,Fashion,2,24,38.0,18.24,29.76,10,5.24,0,0,0,0,referral,2.75,Discount Hunter,11.77
64996,Cotton T-Shirt Pack,Fashion,1,24,2.0,0.48,23.52,5,3.87,0,0,0,0,organic,0.0,VIP,14.65
56149,Face Serum,Beauty,1,45,1.0,0.45,44.55,6,3.6,0,0,0,0,paid_ads,13.85,VIP,21.1
50282,Phone Case Premium,Electronics,2,29,2.0,1.16,56.84,6,15.2,0,0,0,0,organic,0.0,VIP,35.64
