order_id,line_item_id,product_sku,product_name,product_category,variant_title,quantity,unit_price,line_total
NB-5228,LI-00667,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,1,54.99,54.99
NB-5229,LI-00668,CB-002,Colombian Supremo Blend,Coffee Beans,,2,16.99,33.98
NB-5230,LI-00669,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,2,24.99,49.98
NB-5230,LI-00670,AC-002,Insulated Travel Tumbler (16oz),Accessories,,2,24.99,49.98
NB-5230,LI-00671,AC-006,Bamboo Stir Stick Set (12pk),Accessories,,1,8.99,8.99
NB-5231,LI-00672,AC-004,Precision Coffee Scale with Timer,Accessories,,1,29.99,29.99
NB-5231,LI-00673,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,2,17.99,35.98
NB-5231,LI-00674,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,2,89.99,179.98
NB-5232,LI-00675,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,2,24.99,49.98
NB-5232,LI-00676,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,1,32.99,32.99
NB-5232,LI-00677,CB-002,Colombian Supremo Blend,Coffee Beans,,1,16.99,16.99
NB-5232,LI-00678,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,1,18.99,18.99
NB-5233,LI-00679,AC-004,Precision Coffee Scale with Timer,Accessories,,1,29.99,29.99
NB-5233,LI-00680,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,2,24.99,49.98
NB-5234,LI-00681,AC-005,NovaBrew Canvas Tote Bag,Accessories,,1,19.99,19.99
NB-5234,LI-00682,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,1,18.99,18.99
NB-5234,LI-00683,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,2,24.99,49.98
NB-5234,LI-00684,CB-006,Espresso Roast Whole Bean,Coffee Beans,,1,17.49,17.49
NB-5234,LI-00685,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5235,LI-00686,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,1,54.99,54.99
NB-5235,LI-00687,AC-004,Precision Coffee Scale with Timer,Accessories,,1,29.99,29.99
NB-5235,LI-00688,EQ-002,Stainless Steel French Press (34oz),Brewing Equipment,,3,34.99,104.97
NB-5235,LI-00689,EQ-002,Stainless Steel French Press (34oz),Brewing Equipment,,4,34.99,139.96
NB-5235,LI-00690,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,4,89.99,359.96
NB-5236,LI-00691,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,2,24.99,49.98
NB-5236,LI-00692,EQ-002,Stainless Steel French Press (34oz),Brewing Equipment,,1,34.99,34.99
NB-5236,LI-00693,CB-002,Colombian Supremo Blend,Coffee Beans,,1,16.99,16.99
NB-5237,LI-00694,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,2,29.99,59.98
NB-5237,LI-00695,AC-001,NovaBrew Ceramic Mug (12oz),Accessories,,3,14.99,44.97
NB-5237,LI-00696,CB-006,Espresso Roast Whole Bean,Coffee Beans,,2,17.49,34.98
NB-5237,LI-00697,CB-005,NovaBrew House Blend (1lb),Coffee Beans,,2,14.99,29.98
NB-5238,LI-00698,SUB-003,Weekly Espresso Club (500g/wk),Subscriptions,,1,19.99,19.99
NB-5238,LI-00699,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,1,16.99,16.99
NB-5239,LI-00700,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,1,89.99,89.99
NB-5239,LI-00701,AC-004,Precision Coffee Scale with Timer,Accessories,,3,29.99,89.97
NB-5240,LI-00702,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,2,24.99,49.98
NB-5240,LI-00703,EQ-005,Electric Gooseneck Kettle (1.2L),Brewing Equipment,,3,69.99,209.97
NB-5241,LI-00704,CB-005,NovaBrew House Blend (1lb),Coffee Beans,,1,14.99,14.99
NB-5241,LI-00705,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,3,17.99,53.97
NB-5242,LI-00706,CB-002,Colombian Supremo Blend,Coffee Beans,,1,16.99,16.99
NB-5242,LI-00707,AC-006,Bamboo Stir Stick Set (12pk),Accessories,,1,8.99,8.99
NB-5242,LI-00708,CB-006,Espresso Roast Whole Bean,Coffee Beans,,2,17.49,34.98
NB-5243,LI-00709,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,3,29.99,89.97
NB-5243,LI-00710,CB-006,Espresso Roast Whole Bean,Coffee Beans,,1,17.49,17.49
NB-5243,LI-00711,SUB-003,Weekly Espresso Club (500g/wk),Subscriptions,,4,19.99,79.96
NB-5244,LI-00712,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,1,29.99,29.99
NB-5244,LI-00713,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,2,24.99,49.98
NB-5244,LI-00714,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,1,32.99,32.99
NB-5244,LI-00715,EQ-002,Stainless Steel French Press (34oz),Brewing Equipment,,2,34.99,69.98
NB-5244,LI-00716,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,1,18.99,18.99
NB-5245,LI-00717,SUB-003,Weekly Espresso Club (500g/wk),Subscriptions,,1,19.99,19.99
NB-5245,LI-00718,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,4,29.99,119.96
NB-5245,LI-00719,AC-003,Reusable Stainless Steel Filter,Accessories,,3,12.99,38.97
NB-5245,LI-00720,AC-008,Latte Art Pitcher (12oz),Accessories,,1,16.99,16.99
NB-5246,LI-00721,CB-006,Espresso Roast Whole Bean,Coffee Beans,,1,17.49,17.49
NB-5246,LI-00722,AC-004,Precision Coffee Scale with Timer,Accessories,,3,29.99,89.97
NB-5247,LI-00723,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,4,18.99,75.96
NB-5247,LI-00724,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,2,17.99,35.98
NB-5248,LI-00725,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,3,54.99,164.97
NB-5248,LI-00726,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,2,16.99,33.98
NB-5248,LI-00727,EQ-005,Electric Gooseneck Kettle (1.2L),Brewing Equipment,,2,69.99,139.98
NB-5249,LI-00728,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,2,16.99,33.98
NB-5249,LI-00729,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,2,17.99,35.98
NB-5249,LI-00730,AC-003,Reusable Stainless Steel Filter,Accessories,,1,12.99,12.99
NB-5249,LI-00731,AC-005,NovaBrew Canvas Tote Bag,Accessories,,2,19.99,39.98
NB-5250,LI-00732,CB-005,NovaBrew House Blend (1lb),Coffee Beans,,4,14.99,59.96
NB-5250,LI-00733,AC-008,Latte Art Pitcher (12oz),Accessories,,1,16.99,16.99
NB-5250,LI-00734,AC-005,NovaBrew Canvas Tote Bag,Accessories,,1,19.99,19.99
NB-5250,LI-00735,EQ-006,AeroPress Original Kit,Brewing Equipment,,2,39.99,79.98
NB-5251,LI-00736,AC-008,Latte Art Pitcher (12oz),Accessories,,4,16.99,67.96
NB-5251,LI-00737,AC-006,Bamboo Stir Stick Set (12pk),Accessories,,2,8.99,17.98
NB-5251,LI-00738,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,1,29.99,29.99
NB-5252,LI-00739,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,1,89.99,89.99
NB-5252,LI-00740,CB-002,Colombian Supremo Blend,Coffee Beans,,2,16.99,33.98
NB-5253,LI-00741,CB-006,Espresso Roast Whole Bean,Coffee Beans,,1,17.49,17.49
NB-5253,LI-00742,EQ-002,Stainless Steel French Press (34oz),Brewing Equipment,,1,34.99,34.99
NB-5253,LI-00743,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,3,29.99,89.97
NB-5254,LI-00744,AC-002,Insulated Travel Tumbler (16oz),Accessories,,1,24.99,24.99
NB-5254,LI-00745,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,3,32.99,98.97
NB-5254,LI-00746,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,1,89.99,89.99
NB-5255,LI-00747,AC-002,Insulated Travel Tumbler (16oz),Accessories,,1,24.99,24.99
NB-5255,LI-00748,AC-003,Reusable Stainless Steel Filter,Accessories,,2,12.99,25.98
NB-5256,LI-00749,AC-001,NovaBrew Ceramic Mug (12oz),Accessories,,1,14.99,14.99
NB-5256,LI-00750,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,2,18.99,37.98
NB-5256,LI-00751,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,1,32.99,32.99
NB-5256,LI-00752,AC-002,Insulated Travel Tumbler (16oz),Accessories,,3,24.99,74.97
NB-5256,LI-00753,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,2,32.99,65.98
NB-5256,LI-00754,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5257,LI-00755,AC-004,Precision Coffee Scale with Timer,Accessories,,2,29.99,59.98
NB-5257,LI-00756,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,2,18.99,37.98
NB-5257,LI-00757,AC-005,NovaBrew Canvas Tote Bag,Accessories,,1,19.99,19.99
NB-5257,LI-00758,AC-001,NovaBrew Ceramic Mug (12oz),Accessories,,4,14.99,59.96
NB-5257,LI-00759,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5258,LI-00760,CB-004,Kenya AA Single Origin,Coffee Beans,,2,19.99,39.98
NB-5258,LI-00761,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,1,29.99,29.99
NB-5258,LI-00762,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,2,17.99,35.98
NB-5259,LI-00763,AC-008,Latte Art Pitcher (12oz),Accessories,,1,16.99,16.99
NB-5259,LI-00764,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,1,54.99,54.99
NB-5260,LI-00765,EQ-006,AeroPress Original Kit,Brewing Equipment,,1,39.99,39.99
NB-5260,LI-00766,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,2,16.99,33.98
NB-5260,LI-00767,SUB-003,Weekly Espresso Club (500g/wk),Subscriptions,,4,19.99,79.96
NB-5261,LI-00768,AC-005,NovaBrew Canvas Tote Bag,Accessories,,3,19.99,59.97
NB-5261,LI-00769,AC-007,Coffee Bean Storage Canister,Accessories,,1,22.99,22.99
NB-5262,LI-00770,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,1,17.99,17.99
NB-5262,LI-00771,AC-002,Insulated Travel Tumbler (16oz),Accessories,,2,24.99,49.98
NB-5263,LI-00772,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,3,54.99,164.97
NB-5263,LI-00773,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,2,24.99,49.98
NB-5263,LI-00774,CB-006,Espresso Roast Whole Bean,Coffee Beans,,3,17.49,52.47
NB-5263,LI-00775,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,4,24.99,99.96
NB-5263,LI-00776,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,1,18.99,18.99
NB-5264,LI-00777,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,3,29.99,89.97
NB-5264,LI-00778,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,1,16.99,16.99
NB-5265,LI-00779,AC-001,NovaBrew Ceramic Mug (12oz),Accessories,,1,14.99,14.99
NB-5265,LI-00780,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,2,54.99,109.98
NB-5265,LI-00781,CB-005,NovaBrew House Blend (1lb),Coffee Beans,,1,14.99,14.99
NB-5266,LI-00782,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,1,16.99,16.99
NB-5266,LI-00783,CB-006,Espresso Roast Whole Bean,Coffee Beans,,1,17.49,17.49
NB-5266,LI-00784,CB-004,Kenya AA Single Origin,Coffee Beans,,2,19.99,39.98
NB-5267,LI-00785,AC-007,Coffee Bean Storage Canister,Accessories,,2,22.99,45.98
NB-5268,LI-00786,EQ-006,AeroPress Original Kit,Brewing Equipment,,2,39.99,79.98
NB-5268,LI-00787,CB-006,Espresso Roast Whole Bean,Coffee Beans,,1,17.49,17.49
NB-5269,LI-00788,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,3,16.99,50.97
NB-5269,LI-00789,AC-002,Insulated Travel Tumbler (16oz),Accessories,,2,24.99,49.98
NB-5269,LI-00790,EQ-005,Electric Gooseneck Kettle (1.2L),Brewing Equipment,,1,69.99,69.99
NB-5270,LI-00791,AC-007,Coffee Bean Storage Canister,Accessories,,2,22.99,45.98
NB-5270,LI-00792,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,1,16.99,16.99
NB-5271,LI-00793,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,1,24.99,24.99
NB-5271,LI-00794,AC-007,Coffee Bean Storage Canister,Accessories,,4,22.99,91.96
NB-5271,LI-00795,AC-001,NovaBrew Ceramic Mug (12oz),Accessories,,2,14.99,29.98
NB-5271,LI-00796,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,1,17.99,17.99
NB-5272,LI-00797,CB-004,Kenya AA Single Origin,Coffee Beans,,1,19.99,19.99
NB-5272,LI-00798,CB-004,Kenya AA Single Origin,Coffee Beans,,1,19.99,19.99
NB-5272,LI-00799,AC-005,NovaBrew Canvas Tote Bag,Accessories,,2,19.99,39.98
NB-5273,LI-00800,AC-003,Reusable Stainless Steel Filter,Accessories,,2,12.99,25.98
NB-5273,LI-00801,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,3,24.99,74.97
NB-5273,LI-00802,CB-002,Colombian Supremo Blend,Coffee Beans,,1,16.99,16.99
NB-5274,LI-00803,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,1,32.99,32.99
NB-5274,LI-00804,AC-005,NovaBrew Canvas Tote Bag,Accessories,,2,19.99,39.98
NB-5274,LI-00805,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,2,32.99,65.98
NB-5274,LI-00806,AC-006,Bamboo Stir Stick Set (12pk),Accessories,,1,8.99,8.99
NB-5275,LI-00807,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,2,18.99,37.98
NB-5275,LI-00808,CB-002,Colombian Supremo Blend,Coffee Beans,,1,16.99,16.99
NB-5275,LI-00809,EQ-006,AeroPress Original Kit,Brewing Equipment,,1,39.99,39.99
NB-5275,LI-00810,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5276,LI-00811,SUB-003,Weekly Espresso Club (500g/wk),Subscriptions,,4,19.99,79.96
NB-5276,LI-00812,AC-005,NovaBrew Canvas Tote Bag,Accessories,,2,19.99,39.98
NB-5276,LI-00813,CB-006,Espresso Roast Whole Bean,Coffee Beans,,4,17.49,69.96
NB-5276,LI-00814,AC-004,Precision Coffee Scale with Timer,Accessories,,3,29.99,89.97
NB-5277,LI-00815,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,2,24.99,49.98
NB-5277,LI-00816,SUB-003,Weekly Espresso Club (500g/wk),Subscriptions,,1,19.99,19.99
NB-5277,LI-00817,CB-002,Colombian Supremo Blend,Coffee Beans,,3,16.99,50.97
NB-5277,LI-00818,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,2,89.99,179.98
NB-5278,LI-00819,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,2,29.99,59.98
NB-5278,LI-00820,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,2,18.99,37.98
NB-5278,LI-00821,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,3,24.99,74.97
NB-5278,LI-00822,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5279,LI-00823,AC-003,Reusable Stainless Steel Filter,Accessories,,3,12.99,38.97
NB-5279,LI-00824,AC-006,Bamboo Stir Stick Set (12pk),Accessories,,2,8.99,17.98
NB-5279,LI-00825,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,1,32.99,32.99
NB-5279,LI-00826,AC-006,Bamboo Stir Stick Set (12pk),Accessories,,3,8.99,26.97
NB-5279,LI-00827,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,1,16.99,16.99
NB-5280,LI-00828,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,1,17.99,17.99
NB-5280,LI-00829,EQ-005,Electric Gooseneck Kettle (1.2L),Brewing Equipment,,1,69.99,69.99
NB-5280,LI-00830,CB-006,Espresso Roast Whole Bean,Coffee Beans,,1,17.49,17.49
NB-5280,LI-00831,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,2,24.99,49.98
NB-5280,LI-00832,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,3,54.99,164.97
NB-5281,LI-00833,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,1,29.99,29.99
NB-5281,LI-00834,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,2,54.99,109.98
NB-5281,LI-00835,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,1,29.99,29.99
NB-5282,LI-00836,EQ-005,Electric Gooseneck Kettle (1.2L),Brewing Equipment,,1,69.99,69.99
NB-5282,LI-00837,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,1,89.99,89.99
NB-5282,LI-00838,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,1,24.99,24.99
NB-5282,LI-00839,EQ-005,Electric Gooseneck Kettle (1.2L),Brewing Equipment,,2,69.99,139.98
NB-5282,LI-00840,EQ-006,AeroPress Original Kit,Brewing Equipment,,1,39.99,39.99
NB-5283,LI-00841,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,1,29.99,29.99
NB-5284,LI-00842,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,2,54.99,109.98
NB-5284,LI-00843,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,1,89.99,89.99
NB-5284,LI-00844,AC-004,Precision Coffee Scale with Timer,Accessories,,1,29.99,29.99
NB-5284,LI-00845,EQ-002,Stainless Steel French Press (34oz),Brewing Equipment,,1,34.99,34.99
NB-5285,LI-00846,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,1,54.99,54.99
NB-5285,LI-00847,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,2,24.99,49.98
NB-5285,LI-00848,AC-002,Insulated Travel Tumbler (16oz),Accessories,,2,24.99,49.98
NB-5286,LI-00849,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,1,54.99,54.99
NB-5286,LI-00850,EQ-006,AeroPress Original Kit,Brewing Equipment,,2,39.99,79.98
NB-5286,LI-00851,EQ-005,Electric Gooseneck Kettle (1.2L),Brewing Equipment,,2,69.99,139.98
NB-5286,LI-00852,AC-002,Insulated Travel Tumbler (16oz),Accessories,,2,24.99,49.98
NB-5287,LI-00853,EQ-002,Stainless Steel French Press (34oz),Brewing Equipment,,2,34.99,69.98
NB-5287,LI-00854,EQ-006,AeroPress Original Kit,Brewing Equipment,,1,39.99,39.99
NB-5288,LI-00855,EQ-002,Stainless Steel French Press (34oz),Brewing Equipment,,1,34.99,34.99
NB-5288,LI-00856,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5288,LI-00857,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,1,54.99,54.99
NB-5289,LI-00858,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,1,32.99,32.99
NB-5289,LI-00859,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5289,LI-00860,AC-002,Insulated Travel Tumbler (16oz),Accessories,,1,24.99,24.99
NB-5289,LI-00861,EQ-005,Electric Gooseneck Kettle (1.2L),Brewing Equipment,,1,69.99,69.99
NB-5290,LI-00862,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5290,LI-00863,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,1,89.99,89.99
NB-5291,LI-00864,EQ-005,Electric Gooseneck Kettle (1.2L),Brewing Equipment,,2,69.99,139.98
NB-5291,LI-00865,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,1,32.99,32.99
NB-5291,LI-00866,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,2,24.99,49.98
NB-5291,LI-00867,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,1,54.99,54.99
NB-5291,LI-00868,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,2,24.99,49.98
NB-5292,LI-00869,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5292,LI-00870,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,1,29.99,29.99
NB-5292,LI-00871,EQ-006,AeroPress Original Kit,Brewing Equipment,,1,39.99,39.99
NB-5292,LI-00872,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,1,89.99,89.99
NB-5293,LI-00873,EQ-005,Electric Gooseneck Kettle (1.2L),Brewing Equipment,,1,69.99,69.99
NB-5294,LI-00874,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,1,54.99,54.99
NB-5294,LI-00875,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,2,54.99,109.98
NB-5294,LI-00876,AC-003,Reusable Stainless Steel Filter,Accessories,,4,12.99,51.96
NB-5294,LI-00877,EQ-006,AeroPress Original Kit,Brewing Equipment,,2,39.99,79.98
NB-5295,LI-00878,CB-004,Kenya AA Single Origin,Coffee Beans,,2,19.99,39.98
NB-5295,LI-00879,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,2,18.99,37.98
NB-5295,LI-00880,SUB-003,Weekly Espresso Club (500g/wk),Subscriptions,,1,19.99,19.99
NB-5295,LI-00881,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,2,24.99,49.98
NB-5296,LI-00882,EQ-002,Stainless Steel French Press (34oz),Brewing Equipment,,3,34.99,104.97
NB-5296,LI-00883,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,3,16.99,50.97
NB-5296,LI-00884,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,3,24.99,74.97
NB-5296,LI-00885,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,1,29.99,29.99
NB-5297,LI-00886,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5297,LI-00887,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,2,24.99,49.98
NB-5298,LI-00888,AC-005,NovaBrew Canvas Tote Bag,Accessories,,1,19.99,19.99
NB-5298,LI-00889,CB-004,Kenya AA Single Origin,Coffee Beans,,1,19.99,19.99
NB-5298,LI-00890,CB-004,Kenya AA Single Origin,Coffee Beans,,3,19.99,59.97
NB-5298,LI-00891,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,2,17.99,35.98
NB-5298,LI-00892,EQ-006,AeroPress Original Kit,Brewing Equipment,,3,39.99,119.97
NB-5299,LI-00893,SUB-003,Weekly Espresso Club (500g/wk),Subscriptions,,2,19.99,39.98
NB-5300,LI-00894,AC-007,Coffee Bean Storage Canister,Accessories,,4,22.99,91.96
NB-5300,LI-00895,AC-005,NovaBrew Canvas Tote Bag,Accessories,,1,19.99,19.99
NB-5301,LI-00896,CB-006,Espresso Roast Whole Bean,Coffee Beans,,2,17.49,34.98
NB-5302,LI-00897,CB-004,Kenya AA Single Origin,Coffee Beans,,2,19.99,39.98
NB-5302,LI-00898,EQ-005,Electric Gooseneck Kettle (1.2L),Brewing Equipment,,1,69.99,69.99
NB-5302,LI-00899,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,4,89.99,359.96
NB-5303,LI-00900,AC-006,Bamboo Stir Stick Set (12pk),Accessories,,3,8.99,26.97
NB-5303,LI-00901,AC-003,Reusable Stainless Steel Filter,Accessories,,2,12.99,25.98
NB-5303,LI-00902,CB-002,Colombian Supremo Blend,Coffee Beans,,2,16.99,33.98
NB-5303,LI-00903,CB-004,Kenya AA Single Origin,Coffee Beans,,1,19.99,19.99
NB-5303,LI-00904,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,4,54.99,219.96
NB-5304,LI-00905,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,3,18.99,56.97
NB-5304,LI-00906,CB-002,Colombian Supremo Blend,Coffee Beans,,2,16.99,33.98
NB-5304,LI-00907,CB-004,Kenya AA Single Origin,Coffee Beans,,2,19.99,39.98
NB-5305,LI-00908,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,2,24.99,49.98
NB-5305,LI-00909,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,3,89.99,269.97
NB-5305,LI-00910,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,4,32.99,131.96
NB-5305,LI-00911,AC-002,Insulated Travel Tumbler (16oz),Accessories,,3,24.99,74.97
NB-5305,LI-00912,CB-002,Colombian Supremo Blend,Coffee Beans,,1,16.99,16.99
NB-5305,LI-00913,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,1,18.99,18.99
NB-5306,LI-00914,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,2,32.99,65.98
NB-5306,LI-00915,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,1,17.99,17.99
NB-5306,LI-00916,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,3,16.99,50.97
NB-5307,LI-00917,AC-004,Precision Coffee Scale with Timer,Accessories,,1,29.99,29.99
NB-5307,LI-00918,AC-007,Coffee Bean Storage Canister,Accessories,,3,22.99,68.97
NB-5307,LI-00919,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,1,16.99,16.99
NB-5308,LI-00920,CB-002,Colombian Supremo Blend,Coffee Beans,,1,16.99,16.99
NB-5308,LI-00921,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,1,17.99,17.99
NB-5309,LI-00922,AC-005,NovaBrew Canvas Tote Bag,Accessories,,2,19.99,39.98
NB-5309,LI-00923,CB-006,Espresso Roast Whole Bean,Coffee Beans,,1,17.49,17.49
NB-5309,LI-00924,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,2,17.99,35.98
NB-5310,LI-00925,AC-007,Coffee Bean Storage Canister,Accessories,,3,22.99,68.97
NB-5310,LI-00926,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,1,32.99,32.99
NB-5310,LI-00927,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,2,17.99,35.98
NB-5310,LI-00928,EQ-002,Stainless Steel French Press (34oz),Brewing Equipment,,1,34.99,34.99
NB-5311,LI-00929,AC-007,Coffee Bean Storage Canister,Accessories,,4,22.99,91.96
NB-5311,LI-00930,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,3,18.99,56.97
NB-5311,LI-00931,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5312,LI-00932,CB-006,Espresso Roast Whole Bean,Coffee Beans,,4,17.49,69.96
NB-5312,LI-00933,AC-004,Precision Coffee Scale with Timer,Accessories,,1,29.99,29.99
NB-5312,LI-00934,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,2,17.99,35.98
