customer_id,customer_archetype,acquisition_channel,join_date,first_order_value,first_order_discount_pct,first_order_category,total_orders,lifetime_revenue,avg_order_value,days_to_second_order,pages_viewed_first_30d,sessions_first_30d,email_opens_first_30d,items_browsed_first_30d,returns_count,support_tickets,days_since_last_order,churned,predicted_3yr_clv
36674,Promising New,social_media,2024-04-02,24.16,7.0,Electronics,7,622.75,88.96,26,53,13,8,8,0,2,29,0,726.71
37593,Discount Addict,social_media,2024-12-13,22.63,13.0,Beauty,6,1153.89,192.32,45,42,16,8,24,1,0,76,1,103.8
35768,Discount Addict,social_media,2024-09-14,23.52,23.0,Beauty,9,1018.99,113.22,30,90,7,11,46,2,1,34,1,91.33
31432,Promising New,organic,2024-11-26,38.71,0.0,Fashion,4,510.32,127.58,32,68,12,5,31,2,0,69,0,581.9
37241,One-and-Done,paid_ads,2024-06-09,22.49,19.0,Health,2,53.64,26.82,999,8,2,2,3,0,0,430,0,0.0
32434,Future VIP,organic,2024-11-25,62.27,2.0,Fashion,39,6406.3,164.26,19,88,8,6,21,3,4,18,0,13598.42
32217,Discount Addict,paid_ads,2024-03-29,37.56,36.0,Home,12,832.78,69.4,44,21,15,11,22,6,1,37,0,339.87
35975,One-and-Done,referral,2024-12-24,23.73,23.0,Electronics,2,30.44,15.22,999,12,1,2,2,0,1,106,1,3.01
37420,Fading Away,organic,2024-04-14,53.75,15.0,Home,8,200.63,25.08,57,11,11,2,17,1,0,197,1,1.26
36971,Fading Away,referral,2024-12-04,54.76,17.0,Fashion,4,206.76,51.69,56,46,12,3,23,1,2,200,0,75.33
33523,One-and-Done,paid_ads,2024-12-03,26.78,18.0,Fashion,1,26.78,26.78,0,14,2,0,8,0,0,249,1,1.35
32930,Fading Away,organic,2024-04-06,45.7,7.0,Fashion,7,623.89,89.13,57,49,8,1,17,2,1,110,0,89.62
31744,Future VIP,referral,2024-03-08,46.31,4.0,Beauty,37,6736.75,182.07,6,123,12,12,32,0,0,23,0,24642.26
31106,Loyal Regular,organic,2024-01-27,35.74,12.0,Electronics,13,2001.76,153.98,15,79,8,11,57,0,0,14,0,4571.14
31947,One-and-Done,paid_ads,2024-08-24,11.9,4.0,Beauty,1,11.9,11.9,0,8,1,2,2,0,0,153,1,0.51
34353,Promising New,social_media,2024-09-10,35.69,5.0,Fashion,6,626.71,104.45,30,46,10,4,13,0,0,51,0,1120.15
36168,Discount Addict,organic,2024-07-26,34.98,38.0,Fashion,13,1033.66,79.51,22,58,7,7,21,2,1,63,0,371.57
36465,Promising New,paid_ads,2024-12-24,24.38,1.0,Electronics,6,415.09,69.18,15,31,12,2,26,1,1,45,0,605.67
30258,Fading Away,email,2024-06-13,44.85,8.0,Home,9,252.19,28.02,58,19,4,2,21,1,0,164,1,2.94
33605,Fading Away,paid_ads,2024-11-19,41.27,15.0,Health,7,407.46,58.21,26,45,8,1,19,0,1,135,0,154.7
31603,Promising New,social_media,2024-10-28,48.76,9.0,Beauty,7,754.6,107.8,36,58,7,6,25,0,0,39,0,847.93
37807,One-and-Done,paid_ads,2024-01-11,10.38,16.0,Fashion,1,10.38,10.38,0,13,1,1,7,0,1,441,1,0.42
35352,Discount Addict,social_media,2024-11-23,14.65,18.0,Electronics,10,1033.31,103.33,28,81,19,6,31,3,1,11,0,724.54
31075,Fading Away,paid_ads,2024-06-23,53.04,11.0,Fashion,5,500.9,100.18,50,40,6,4,11,0,1,144,0,161.28
33552,Loyal Regular,organic,2024-02-06,49.9,3.0,Home,9,926.54,102.95,17,55,24,10,44,0,0,3,0,2137.62
37281,One-and-Done,paid_ads,2024-11-05,13.12,4.0,Health,2,49.62,24.81,999,12,1,1,8,0,0,92,1,3.6
31991,Loyal Regular,email,2024-04-16,35.83,9.0,Fashion,16,1551.12,96.94,32,147,19,11,53,1,1,23,1,151.72
36332,Promising New,social_media,2024-04-14,25.91,8.0,Health,7,250.86,35.84,25,24,5,5,15,2,0,32,0,298.45
33871,Discount Addict,paid_ads,2024-11-02,18.92,0.0,Health,7,445.83,63.69,57,48,12,6,32,1,1,24,0,310.95
33915,One-and-Done,referral,2024-06-03,42.46,3.0,Health,1,42.46,42.46,0,20,4,2,9,0,0,467,1,1.8
37684,Fading Away,organic,2024-11-03,29.94,5.0,Electronics,7,551.38,78.77,42,17,5,4,20,2,0,187,0,104.82
32293,One-and-Done,paid_ads,2024-06-17,22.55,7.0,Electronics,1,22.55,22.55,0,8,4,0,4,0,0,113,1,1.85
34737,Promising New,social_media,2024-04-29,30.15,2.0,Home,8,738.76,92.34,29,23,4,4,28,0,1,46,0,713.37
36747,Fading Away,paid_ads,2024-02-21,35.4,14.0,Electronics,4,348.74,87.19,58,45,9,2,21,1,1,191,1,10.75
34209,Loyal Regular,referral,2024-11-15,51.92,4.0,Beauty,14,1030.42,73.6,12,46,25,15,59,2,1,16,1,55.72
32527,Promising New,paid_ads,2024-07-16,43.96,0.0,Electronics,4,602.59,150.65,37,74,6,8,9,0,0,49,0,903.14
36981,One-and-Done,paid_ads,2024-10-06,22.71,10.0,Electronics,1,22.71,22.71,0,7,3,1,2,0,0,197,1,0.84
35898,Future VIP,email,2024-01-20,15.28,2.0,Beauty,17,7034.43,413.79,6,115,22,7,42,0,1,23,0,14181.95
33617,Discount Addict,paid_ads,2024-05-27,14.28,9.0,Fashion,8,701.04,87.63,34,77,5,9,44,0,0,37,0,409.7
37755,Promising New,referral,2024-11-28,34.95,15.0,Beauty,7,597.05,85.29,35,38,9,3,29,1,2,6,0,591.13
36145,Promising New,social_media,2024-01-17,25.5,8.0,Beauty,6,452.79,75.47,40,78,7,3,22,0,1,40,0,883.93
36754,Loyal Regular,email,2024-07-08,28.95,10.0,Home,19,1991.92,104.84,31,116,26,12,54,6,1,3,0,4450.11
35050,Discount Addict,organic,2024-05-08,15.13,10.0,Electronics,8,1100.04,137.5,39,73,9,7,30,0,0,47,0,563.51
34164,One-and-Done,social_media,2024-07-25,38.88,14.0,Fashion,1,38.88,38.88,0,8,2,1,3,0,0,143,1,2.49
35171,Loyal Regular,referral,2024-04-11,48.03,4.0,Health,9,2429.94,269.99,31,81,27,10,48,0,0,13,0,5099.11
34933,Future VIP,email,2024-11-13,69.4,5.0,Beauty,30,3559.11,118.64,12,101,9,12,34,0,1,11,0,11027.37
34579,One-and-Done,paid_ads,2024-01-07,37.38,3.0,Fashion,2,86.08,43.04,999,5,2,0,3,1,0,302,1,7.66
34347,Loyal Regular,paid_ads,2024-10-27,55.51,6.0,Fashion,12,1728.61,144.05,20,101,15,15,33,0,0,18,0,3242.63
37574,Loyal Regular,referral,2024-06-13,26.42,7.0,Fashion,18,1849.6,102.76,10,74,29,6,15,1,0,18,0,4281.21
31558,One-and-Done,organic,2024-01-13,33.06,2.0,Home,1,33.06,33.06,0,3,4,1,5,0,0,310,1,3.05
36983,Loyal Regular,social_media,2024-12-24,59.14,2.0,Electronics,15,1639.54,109.3,16,74,20,14,30,2,0,22,0,3575.19
34598,Loyal Regular,social_media,2024-03-23,51.32,3.0,Electronics,12,962.47,80.21,23,80,8,11,26,0,0,3,0,1816.66
34964,Loyal Regular,email,2024-11-01,58.77,2.0,Fashion,8,1886.22,235.78,26,77,12,5,15,0,0,8,0,4681.27
33448,Discount Addict,organic,2024-01-21,16.85,9.0,Electronics,14,1115.73,79.7,54,70,13,7,39,0,2,11,1,8.78
34472,One-and-Done,social_media,2024-01-22,24.11,22.0,Electronics,1,24.11,24.11,0,14,3,2,2,0,0,359,1,1.96
32068,Discount Addict,paid_ads,2024-10-23,39.5,18.0,Electronics,14,1186.63,84.76,42,26,18,9,31,4,0,75,0,660.4
31837,Loyal Regular,email,2024-07-20,23.23,0.0,Home,17,1271.67,74.8,19,63,27,5,20,1,1,17,0,1991.82
31610,Loyal Regular,organic,2024-05-22,44.14,7.0,Electronics,11,1488.95,135.36,11,33,25,6,58,0,1,16,0,2242.85
37129,Discount Addict,paid_ads,2024-07-25,24.06,41.0,Home,5,739.3,147.86,33,20,16,9,47,0,1,59,1,8.35
30638,Fading Away,email,2024-11-16,24.17,5.0,Beauty,5,266.65,53.33,66,18,11,4,9,0,1,156,0,69.76
36005,Loyal Regular,email,2024-12-24,23.5,9.0,Electronics,13,1649.95,126.92,10,122,13,8,28,0,0,22,0,3528.83
32180,Loyal Regular,social_media,2024-07-16,36.9,11.0,Fashion,13,1491.53,114.73,17,78,26,15,17,1,1,8,0,2711.01
36990,Loyal Regular,social_media,2024-12-30,35.75,12.0,Beauty,19,981.1,51.64,24,114,18,8,29,3,2,23,0,1370.8
32896,Discount Addict,organic,2024-08-30,30.87,35.0,Fashion,12,717.77,59.81,52,22,12,6,40,3,1,52,0,287.77
34142,Discount Addict,organic,2024-11-26,21.31,7.0,Home,15,833.6,55.57,40,20,12,9,26,3,3,53,1,12.0
32956,Promising New,email,2024-02-09,27.06,6.0,Beauty,7,252.86,36.12,32,30,11,8,21,0,3,23,0,407.16
32542,Promising New,referral,2024-12-14,46.96,11.0,Fashion,6,338.45,56.41,24,64,10,6,24,1,2,43,1,6.45
33485,Future VIP,social_media,2024-01-01,21.1,7.0,Electronics,39,7512.46,192.63,7,63,20,8,43,1,1,22,0,32794.0
37228,Promising New,paid_ads,2024-11-17,45.55,9.0,Health,4,792.56,198.14,17,42,12,7,25,1,0,51,1,50.01
31661,One-and-Done,paid_ads,2024-01-03,24.65,19.0,Fashion,1,24.65,24.65,0,12,2,0,2,0,0,228,1,1.94
37576,Loyal Regular,social_media,2024-03-11,39.15,2.0,Fashion,18,2242.61,124.59,12,42,19,6,60,1,0,17,1,204.96
36511,Discount Addict,organic,2024-01-09,20.23,19.0,Fashion,9,485.06,53.9,22,54,6,10,44,1,3,21,0,162.53
31871,Future VIP,organic,2024-07-06,73.16,5.0,Health,42,5268.55,125.44,7,87,8,13,32,4,0,20,0,11795.89
31756,Fading Away,organic,2024-10-21,35.79,10.0,Electronics,8,486.19,60.77,59,46,11,3,12,2,1,58,1,22.97
36977,One-and-Done,paid_ads,2024-11-13,10.17,5.0,Electronics,2,18.21,9.11,999,3,2,1,4,0,0,432,1,1.28
30964,One-and-Done,paid_ads,2024-05-03,39.28,6.0,Beauty,1,39.28,39.28,0,9,3,0,8,0,0,319,1,2.92
34616,One-and-Done,paid_ads,2024-08-13,43.51,9.0,Electronics,2,47.06,23.53,999,8,3,1,4,0,0,206,1,2.37
33444,Fading Away,email,2024-11-18,51.43,16.0,Electronics,7,530.1,75.73,43,17,3,1,8,2,1,65,0,155.23
37434,Discount Addict,organic,2024-11-02,32.25,31.0,Home,15,468.31,31.22,50,21,17,7,24,3,3,19,0,142.22
37021,Fading Away,social_media,2024-02-18,47.21,8.0,Beauty,5,399.12,79.82,36,19,8,4,5,2,1,138,1,38.6
37665,Discount Addict,paid_ads,2024-12-24,17.74,45.0,Beauty,10,648.92,64.89,22,51,5,10,24,2,1,28,0,479.52
34114,Discount Addict,referral,2024-11-05,26.93,3.0,Fashion,12,1151.33,95.94,23,27,8,9,32,3,2,73,1,57.76
34022,Loyal Regular,referral,2024-03-12,55.99,2.0,Health,12,1239.75,103.31,21,149,16,11,57,1,2,2,0,1755.26
32323,One-and-Done,paid_ads,2024-04-26,39.14,1.0,Beauty,1,39.14,39.14,0,19,4,1,9,0,0,479,1,1.42
36556,One-and-Done,paid_ads,2024-02-25,34.64,20.0,Fashion,2,55.88,27.94,999,9,1,2,8,0,2,440,1,4.13
36540,One-and-Done,social_media,2024-07-27,31.03,7.0,Fashion,1,31.03,31.03,0,11,1,0,10,0,0,287,1,2.98
30333,One-and-Done,paid_ads,2024-09-26,39.41,25.0,Health,2,70.07,35.03,999,7,3,0,2,0,1,346,1,5.99
37570,Discount Addict,paid_ads,2024-03-28,34.53,27.0,Electronics,13,370.08,28.47,41,74,7,9,31,3,1,20,0,212.43
34358,Discount Addict,email,2024-05-12,18.58,6.0,Electronics,15,325.67,21.71,29,39,16,11,23,3,2,35,1,1.67
36382,Loyal Regular,referral,2024-07-09,20.39,8.0,Health,18,1581.85,87.88,19,112,29,6,38,3,1,6,0,3026.77
31217,One-and-Done,social_media,2024-03-06,24.18,9.0,Beauty,2,40.62,20.31,999,12,3,1,3,0,0,458,1,1.79
30185,Promising New,social_media,2024-12-01,21.82,11.0,Fashion,3,497.34,165.78,34,24,7,6,14,0,0,58,1,2.71
31916,One-and-Done,social_media,2024-07-25,21.08,9.0,Fashion,2,18.8,9.4,999,19,3,2,2,0,0,195,1,0.95
32506,Discount Addict,paid_ads,2024-05-01,34.72,22.0,Beauty,12,723.19,60.27,60,83,16,9,40,4,0,10,1,20.49
31810,Fading Away,organic,2024-04-24,24.42,8.0,Health,6,209.57,34.93,32,30,9,3,18,0,0,113,0,76.85
33362,Discount Addict,referral,2024-07-25,26.95,1.0,Fashion,6,756.73,126.12,35,34,5,11,46,1,0,78,0,592.01
37636,Loyal Regular,organic,2024-02-27,31.19,3.0,Electronics,19,1760.19,92.64,32,134,26,14,39,0,1,11,0,3343.08
34440,Discount Addict,social_media,2024-06-27,37.24,34.0,Electronics,14,559.46,39.96,49,25,10,7,47,4,0,57,0,357.63
35832,One-and-Done,paid_ads,2024-10-20,42.25,14.0,Electronics,2,23.69,11.85,999,19,4,2,3,0,0,294,1,1.19
33547,Fading Away,paid_ads,2024-12-15,20.88,1.0,Beauty,10,343.6,34.36,61,14,12,5,12,1,1,142,0,73.88
36481,One-and-Done,social_media,2024-09-22,18.12,12.0,Fashion,1,18.12,18.12,0,7,3,0,8,1,0,341,1,0.39
33341,Discount Addict,social_media,2024-06-02,37.96,12.0,Home,6,819.25,136.54,26,41,17,8,35,3,0,53,1,68.74
31482,Fading Away,social_media,2024-02-24,40.29,2.0,Beauty,4,336.6,84.15,52,20,5,3,22,2,1,123,1,23.25
36324,Fading Away,social_media,2024-04-26,22.57,2.0,Health,8,677.95,84.74,30,27,3,4,13,0,0,47,1,67.43
30641,Fading Away,paid_ads,2024-02-11,44.74,17.0,Fashion,10,503.2,50.32,67,39,3,1,12,1,0,100,1,23.06
34447,Loyal Regular,referral,2024-10-16,24.03,4.0,Beauty,12,1079.25,89.94,33,99,12,7,49,0,1,1,0,1457.59
30087,Discount Addict,paid_ads,2024-02-20,32.01,17.0,Home,5,932.12,186.42,31,69,20,7,50,1,0,78,1,45.73
37343,Fading Away,referral,2024-12-08,50.93,7.0,Beauty,9,356.38,39.6,31,39,11,2,22,0,0,131,1,22.99
37668,One-and-Done,paid_ads,2024-04-13,23.15,20.0,Home,2,73.34,36.67,999,18,3,1,2,0,0,354,1,0.02
30280,One-and-Done,organic,2024-08-24,16.74,1.0,Home,1,16.74,16.74,0,14,4,2,6,0,0,101,1,0.43
30084,Loyal Regular,social_media,2024-10-07,31.22,6.0,Beauty,14,1498.91,107.07,16,93,20,6,59,1,4,21,0,1962.59
30369,Fading Away,email,2024-09-14,47.21,8.0,Fashion,6,524.39,87.4,58,26,4,1,10,0,0,189,0,69.86
32319,Promising New,social_media,2024-10-08,48.66,7.0,Health,3,310.07,103.36,33,18,13,3,19,0,0,46,0,275.79
32657,Loyal Regular,email,2024-01-24,35.12,4.0,Home,20,1173.5,58.67,31,30,10,13,59,4,1,25,1,59.04
32937,Discount Addict,paid_ads,2024-07-02,36.95,31.0,Home,11,530.13,48.19,28,77,19,6,37,1,1,27,0,389.44
36552,One-and-Done,paid_ads,2024-12-10,39.27,4.0,Beauty,2,33.84,16.92,999,20,1,0,2,0,0,479,0,0.0
30150,One-and-Done,social_media,2024-12-16,10.23,3.0,Electronics,1,10.23,10.23,0,10,4,1,8,0,0,125,0,0.0
35818,Promising New,email,2024-06-06,16.69,15.0,Health,6,605.16,100.86,41,52,15,6,33,0,0,51,0,637.49
33584,One-and-Done,paid_ads,2024-09-26,8.1,2.0,Fashion,1,8.1,8.1,0,4,4,2,7,0,0,422,1,0.62
37761,Promising New,organic,2024-03-04,43.62,13.0,Electronics,8,350.34,43.79,33,37,5,5,14,2,1,72,0,685.19
36173,Promising New,paid_ads,2024-02-21,18.65,10.0,Beauty,3,754.12,251.37,43,55,5,2,13,0,0,40,0,858.82
32421,Discount Addict,organic,2024-01-01,10.36,2.0,Fashion,6,743.95,123.99,28,47,17,6,50,0,0,80,1,13.7
34798,Promising New,organic,2024-11-05,45.95,15.0,Fashion,6,740.67,123.44,45,65,8,3,26,1,1,26,0,631.27
33419,One-and-Done,social_media,2024-06-25,35.63,15.0,Beauty,1,35.63,35.63,0,14,3,2,2,0,0,410,1,0.94
32346,Fading Away,email,2024-07-22,35.69,1.0,Electronics,7,254.75,36.39,63,22,9,3,13,0,0,199,1,16.52
37127,Discount Addict,paid_ads,2024-11-01,16.76,14.0,Health,8,1089.67,136.21,41,69,7,7,21,0,1,55,0,401.54
30686,One-and-Done,paid_ads,2024-07-11,36.81,8.0,Electronics,1,36.81,36.81,0,13,1,1,4,0,0,282,1,3.62
31224,Promising New,referral,2024-06-30,45.51,8.0,Beauty,6,286.61,47.77,43,42,15,6,35,0,1,44,0,445.7
36129,Loyal Regular,referral,2024-03-13,51.47,11.0,Health,12,2103.62,175.3,11,128,10,6,46,0,1,19,0,2654.71
36524,Discount Addict,social_media,2024-10-20,21.83,10.0,Fashion,8,1118.49,139.81,52,53,7,7,32,4,0,8,0,543.04
36339,Loyal Regular,organic,2024-01-18,30.99,3.0,Health,8,1156.42,144.55,18,99,16,7,15,1,0,16,0,2262.85
36177,Future VIP,organic,2024-07-29,71.0,7.0,Health,42,5420.14,129.05,16,132,15,12,37,4,2,15,0,15778.51
30611,Fading Away,organic,2024-02-13,43.49,9.0,Beauty,9,228.31,25.37,41,25,8,5,7,1,1,105,0,86.61
37623,Loyal Regular,organic,2024-11-06,58.66,4.0,Electronics,13,1757.7,135.21,19,88,22,12,45,2,0,9,0,3091.8
33065,Fading Away,referral,2024-12-16,20.38,2.0,Health,4,444.86,111.22,37,23,6,5,17,0,0,104,0,73.87
30830,One-and-Done,paid_ads,2024-11-03,37.99,15.0,Fashion,2,29.86,14.93,999,19,4,2,2,0,0,409,1,2.26
33180,Fading Away,organic,2024-06-24,52.86,8.0,Fashion,10,614.41,61.44,56,27,7,5,11,1,2,58,1,47.6
31396,One-and-Done,social_media,2024-07-01,28.73,18.0,Home,1,28.73,28.73,0,14,2,2,6,0,0,244,1,0.23
35752,Promising New,paid_ads,2024-11-14,19.63,12.0,Health,8,455.0,56.88,33,79,11,2,10,0,0,22,1,4.56
33537,Discount Addict,social_media,2024-09-09,22.25,7.0,Home,8,608.74,76.09,33,21,7,8,23,2,0,32,0,456.13
37397,Discount Addict,paid_ads,2024-12-30,11.35,2.0,Electronics,11,702.12,63.83,34,54,7,7,27,2,0,62,1,66.03
31285,Fading Away,paid_ads,2024-11-04,49.67,5.0,Beauty,5,560.84,112.17,31,40,7,3,16,0,0,57,1,23.41
36714,One-and-Done,social_media,2024-07-08,25.82,3.0,Home,1,25.82,25.82,0,15,3,1,4,0,1,414,1,2.11
34843,Loyal Regular,social_media,2024-06-09,37.3,7.0,Beauty,17,1857.14,109.24,14,120,17,7,52,2,1,15,0,2613.5
31312,Fading Away,paid_ads,2024-06-06,34.46,5.0,Fashion,4,465.89,116.47,53,16,5,5,6,1,0,97,1,4.52
33930,Promising New,social_media,2024-06-28,23.25,8.0,Electronics,5,359.35,71.87,45,80,14,3,13,1,1,33,0,295.66
31702,Loyal Regular,email,2024-02-16,59.32,0.0,Electronics,10,2121.53,212.15,18,150,11,9,36,1,0,24,0,3869.23
36486,Fading Away,social_media,2024-02-09,43.18,15.0,Electronics,6,559.02,93.17,59,19,12,4,24,1,0,170,0,91.54
36345,Fading Away,organic,2024-11-13,50.51,15.0,Home,6,407.57,67.93,40,41,5,4,17,0,1,94,0,108.62
30876,One-and-Done,paid_ads,2024-09-24,36.44,16.0,Fashion,2,88.47,44.23,999,15,1,2,6,0,0,115,1,6.45
36042,Discount Addict,organic,2024-11-21,28.13,5.0,Electronics,7,367.21,52.46,22,69,6,6,43,2,1,39,0,219.95
32587,One-and-Done,organic,2024-02-18,11.21,13.0,Fashion,1,11.21,11.21,0,17,3,1,8,0,0,465,1,0.75
35523,Discount Addict,social_media,2024-08-17,28.54,1.0,Home,9,1130.76,125.64,48,20,15,6,43,1,3,75,1,5.25
35344,One-and-Done,social_media,2024-04-15,15.02,26.0,Electronics,2,11.86,5.93,999,18,3,2,2,0,0,229,1,1.04
36496,One-and-Done,social_media,2024-08-01,11.23,3.0,Fashion,2,15.51,7.75,999,13,1,2,10,0,0,161,1,1.31
34104,Promising New,social_media,2024-04-17,32.0,8.0,Electronics,4,281.66,70.42,23,16,9,7,8,1,0,50,0,243.03
31539,Discount Addict,social_media,2024-06-05,30.2,16.0,Electronics,6,549.1,91.52,54,66,18,6,36,1,0,60,0,217.59
30517,Promising New,paid_ads,2024-03-06,21.83,7.0,Fashion,5,219.29,43.86,16,35,7,4,11,0,1,56,0,206.08
37149,Discount Addict,paid_ads,2024-11-08,26.99,21.0,Fashion,11,999.26,90.84,33,57,6,6,43,0,1,14,0,463.57
36472,One-and-Done,referral,2024-10-03,38.3,8.0,Home,1,38.3,38.3,0,4,1,1,8,0,0,171,1,3.59
37211,One-and-Done,paid_ads,2024-01-04,11.84,26.0,Electronics,2,58.77,29.39,999,11,3,1,7,0,0,401,1,4.45
33007,One-and-Done,paid_ads,2024-08-09,26.27,24.0,Home,2,56.67,28.34,999,16,3,0,2,0,0,500,1,2.23
35967,Future VIP,referral,2024-08-02,30.7,7.0,Fashion,35,7654.98,218.71,13,81,20,14,29,1,2,1,0,31294.26
37090,Promising New,email,2024-03-08,15.75,2.0,Beauty,4,272.09,68.02,38,57,12,3,32,0,0,27,0,422.66
33396,One-and-Done,referral,2024-06-09,21.6,18.0,Fashion,2,83.32,41.66,999,11,2,1,4,1,0,304,1,1.11
37938,Loyal Regular,referral,2024-11-25,59.06,1.0,Health,20,2102.72,105.14,35,134,29,12,46,0,2,25,0,4786.36
31755,Loyal Regular,referral,2024-11-05,50.44,3.0,Health,14,2351.59,167.97,32,135,27,15,35,1,1,2,0,2870.55
36103,One-and-Done,social_media,2024-07-01,40.61,21.0,Home,2,64.68,32.34,999,12,4,1,5,0,0,422,1,6.22
30299,One-and-Done,organic,2024-03-04,23.63,8.0,Beauty,2,27.49,13.74,999,3,4,0,5,0,0,457,1,1.06
37738,One-and-Done,social_media,2024-03-17,10.83,4.0,Health,2,65.37,32.69,999,5,3,0,7,0,1,475,1,5.27
36519,Promising New,referral,2024-05-28,41.08,5.0,Beauty,7,280.13,40.02,19,64,10,6,30,0,0,33,1,13.11
35234,Promising New,organic,2024-05-15,22.23,5.0,Electronics,5,594.21,118.84,44,30,4,6,8,0,0,76,0,897.3
32958,Loyal Regular,social_media,2024-10-13,40.34,12.0,Health,10,1428.37,142.84,35,137,16,9,27,0,0,12,1,58.84
30039,Fading Away,social_media,2024-02-15,40.48,3.0,Fashion,7,551.96,78.85,42,38,6,5,18,0,0,174,1,31.46
36162,Loyal Regular,organic,2024-07-01,34.24,4.0,Health,11,2029.13,184.47,21,95,17,14,45,1,0,3,0,3914.5
34322,Fading Away,organic,2024-03-30,32.15,16.0,Fashion,8,543.76,67.97,28,40,7,2,8,1,0,167,0,176.24
34354,One-and-Done,paid_ads,2024-04-19,12.69,2.0,Health,2,37.67,18.84,999,8,1,0,10,1,0,169,1,2.2
34407,Loyal Regular,paid_ads,2024-05-05,39.41,9.0,Health,14,2065.73,147.55,33,107,10,13,33,1,2,10,0,5001.12
34297,Loyal Regular,paid_ads,2024-08-26,21.0,7.0,Electronics,17,2030.15,119.42,27,125,28,10,55,2,0,14,0,4528.44
30128,Fading Away,organic,2024-01-14,33.04,10.0,Electronics,6,305.07,50.84,32,48,10,3,8,1,0,100,0,41.04
32523,Discount Addict,social_media,2024-07-27,33.8,6.0,Fashion,6,1020.18,170.03,56,30,9,11,21,0,0,31,1,17.34
30853,Loyal Regular,organic,2024-04-21,45.32,3.0,Fashion,20,2038.38,101.92,11,88,23,11,58,2,1,24,0,3672.75
32050,Discount Addict,social_media,2024-12-12,39.54,40.0,Fashion,13,436.65,33.59,24,81,17,10,37,1,2,40,1,39.3
35634,One-and-Done,paid_ads,2024-03-08,37.13,14.0,Electronics,2,19.04,9.52,999,16,1,2,7,1,0,360,1,0.79
31307,Discount Addict,paid_ads,2024-07-18,34.47,34.0,Home,10,519.37,51.94,59,30,10,9,27,3,0,27,1,34.3
34397,Promising New,email,2024-02-29,48.06,12.0,Electronics,7,430.8,61.54,23,17,11,6,27,0,0,68,0,466.47
32599,Loyal Regular,organic,2024-10-18,40.85,3.0,Home,9,1628.62,180.96,13,85,30,12,54,1,1,6,0,3672.47
33634,Fading Away,paid_ads,2024-05-12,39.07,2.0,Fashion,6,503.4,83.9,30,42,5,4,10,0,1,65,0,136.22
33789,Discount Addict,referral,2024-02-02,29.23,17.0,Fashion,11,1148.78,104.43,47,79,10,6,28,3,1,30,0,852.68
30162,One-and-Done,paid_ads,2024-07-13,37.09,9.0,Home,2,87.56,43.78,999,5,2,1,5,2,1,370,1,3.72
31351,Loyal Regular,referral,2024-01-25,22.96,0.0,Electronics,14,2062.53,147.32,22,116,22,13,60,2,0,24,0,3431.48
32702,One-and-Done,email,2024-09-28,38.29,2.0,Beauty,1,38.29,38.29,0,13,3,0,3,0,0,108,1,1.46
35027,One-and-Done,organic,2024-04-29,20.57,2.0,Health,2,42.77,21.39,999,5,2,0,10,0,0,461,1,1.36
36841,One-and-Done,paid_ads,2024-08-02,12.33,23.0,Beauty,1,12.33,12.33,0,4,4,2,2,0,0,341,1,0.35
31925,Discount Addict,social_media,2024-04-13,13.63,29.0,Electronics,9,989.59,109.95,58,29,6,11,27,2,0,15,0,778.68
34392,Future VIP,referral,2024-10-02,31.42,2.0,Home,22,3353.18,152.42,6,37,24,7,22,0,1,5,0,11962.75
35161,Loyal Regular,referral,2024-08-07,42.55,9.0,Beauty,20,1534.55,76.73,31,36,14,7,18,2,1,14,0,2303.52
33965,Loyal Regular,referral,2024-07-21,35.63,7.0,Home,17,1582.69,93.1,25,49,22,11,57,0,0,22,0,1927.65
32356,Fading Away,organic,2024-01-05,21.35,4.0,Home,10,210.07,21.01,32,18,9,2,16,1,2,195,1,11.25
34162,Discount Addict,referral,2024-05-16,39.43,33.0,Health,15,351.51,23.43,55,27,13,7,39,4,1,50,1,4.09
35375,Future VIP,referral,2024-08-06,68.7,2.0,Health,34,7656.38,225.19,6,141,15,15,24,0,2,8,0,23186.87
30505,Discount Addict,organic,2024-12-20,19.74,26.0,Home,8,829.67,103.71,33,57,18,6,34,2,2,11,1,24.45
35469,One-and-Done,paid_ads,2024-05-22,42.59,9.0,Health,1,42.59,42.59,0,5,3,1,9,0,0,108,1,2.82
36624,Loyal Regular,email,2024-02-24,44.18,4.0,Electronics,11,1642.5,149.32,23,56,15,14,54,2,1,25,1,92.93
35670,Future VIP,email,2024-08-10,73.54,2.0,Health,41,2431.84,59.31,8,35,18,10,21,2,1,7,0,7337.2
34487,Fading Away,paid_ads,2024-05-03,46.06,10.0,Health,8,669.83,83.73,53,35,12,4,16,0,0,131,1,48.01
37198,Discount Addict,social_media,2024-02-23,21.94,33.0,Health,15,1083.84,72.26,44,82,10,10,28,2,3,30,0,695.0
30147,One-and-Done,paid_ads,2024-06-02,11.12,2.0,Health,1,11.12,11.12,0,17,1,2,8,0,0,471,1,0.19
34391,Discount Addict,organic,2024-06-17,15.12,42.0,Home,14,1029.58,73.54,38,88,6,12,29,6,1,66,1,69.88
32850,Promising New,paid_ads,2024-09-20,46.35,4.0,Fashion,6,400.06,66.68,30,23,5,7,34,1,0,8,0,386.95
35601,Promising New,organic,2024-12-21,16.54,13.0,Health,4,659.66,164.91,33,79,10,4,26,1,0,46,0,1234.18
