listing_id,neighborhood,property_type,sqft,bedrooms,bathrooms,floor,year_built,condition,has_parking,has_gym,has_pool,has_doorman,metro_distance_miles,school_rating,crime_index,restaurants_nearby,park_access_score,noise_level,listing_price,price_per_sqft,estimated_fair_value,price_gap_percent,days_on_market,sold,predicted_1yr_appreciation
102198,University Quarter,Condo,1478,3,1,18,2020,Average,1,1,0,0,0.5,8,25,65,6,60,543000,367.39,564000,-3.7,30,1,3.7
104754,Midtown East,Apartment,1171,1,1,18,2020,Good,0,0,0,0,0.55,7,30,60,5,55,474000,404.78,499000,-5.0,25,1,5.3
111162,Lakefront,Apartment,1383,3,1,7,2024,New,0,1,0,0,1.25,9,8,25,10,15,955000,690.53,968000,-1.3,31,1,7.8
108878,Riverside Park,Townhouse,1361,4,2,3,2011,Average,0,1,0,0,0.82,8,18,35,9,25,660000,484.94,620000,6.5,45,1,8.8
102536,University Quarter,Townhouse,1586,3,2,3,2016,Good,1,0,0,1,0.56,8,25,65,6,60,685000,431.9,672000,1.9,23,1,6.9
101584,North Valley,Penthouse,2444,3,3,32,1990,Average,1,0,0,0,3.78,7,15,12,7,12,1119000,457.86,1170000,-4.4,37,1,5.0
111132,Downtown Core,Apartment,1161,1,1,24,2010,Good,1,0,0,0,0.1,6,45,85,3,78,732000,630.49,664000,10.2,87,1,3.1
106367,Westside Heights,Apartment,1166,2,1,14,2015,Good,0,0,1,0,0.14,9,12,40,8,35,749000,642.37,724000,3.5,21,1,9.2
106060,North Valley,Townhouse,1558,2,2,3,1989,Good,0,0,0,1,3.87,7,15,12,7,12,406000,260.59,389000,4.4,5,1,5.0
101196,Harbor View,Apartment,1173,1,2,2,2015,Good,1,1,0,0,1.41,6,28,50,7,40,541000,461.21,539000,0.4,44,1,12.4
106605,University Quarter,Apartment,1053,1,1,23,2008,Renovated,1,0,1,0,0.77,8,25,65,6,60,479000,454.89,454000,5.5,42,0,3.2
100561,Harbor View,Townhouse,1444,3,3,1,1975,Average,0,1,0,0,1.38,6,28,50,7,40,686000,475.07,693000,-1.0,12,1,9.9
107546,North Valley,Apartment,891,1,2,11,2015,Good,1,1,0,0,4.01,7,15,12,7,12,215000,241.3,196000,9.7,46,1,6.7
101928,Harbor View,Studio,378,0,1,11,2017,Good,1,1,0,0,1.15,6,28,50,7,40,159000,420.63,143000,11.2,97,0,11.9
106596,Downtown Core,Condo,1493,2,2,1,1985,Average,1,0,0,0,0.66,6,45,85,3,78,755000,505.69,699000,8.0,20,1,5.1
105910,University Quarter,Townhouse,1765,2,2,2,2012,Renovated,1,0,0,0,0.87,8,25,65,6,60,790000,447.59,766000,3.1,23,1,6.6
105387,Suburban Green,Studio,439,0,1,23,1981,Renovated,0,1,0,0,2.71,9,10,20,8,18,116000,264.24,121000,-4.1,36,0,9.6
107716,Harbor View,Apartment,1334,2,2,21,1991,Renovated,1,0,0,0,1.02,6,28,50,7,40,868000,650.67,780000,11.3,42,0,10.6
105468,Tech District,Townhouse,1560,2,2,2,2006,Good,0,0,0,0,0.74,7,20,55,4,50,885000,567.31,937000,-5.5,36,0,12.5
108301,Tech District,Condo,879,2,1,21,2016,Good,0,1,0,0,0.35,7,20,55,4,50,540000,614.33,594000,-9.1,12,1,13.7
105238,Old Town,Townhouse,1972,3,2,3,1984,Good,0,0,0,0,1.78,5,55,70,2,65,583000,295.64,623000,-6.4,18,1,-3.9
105788,Lakefront,Apartment,1045,3,1,16,2017,Average,1,1,0,0,1.57,9,8,25,10,15,601000,575.12,584000,2.9,25,0,6.4
106278,Westside Heights,Apartment,1093,1,1,20,1988,Renovated,1,0,0,0,0.17,9,12,40,8,35,791000,723.7,770000,2.7,30,0,11.6
106795,Lakefront,Condo,1535,1,1,25,2006,Renovated,1,0,0,0,1.02,9,8,25,10,15,1407000,916.61,1337000,5.2,17,1,6.3
103870,Suburban Green,Apartment,1151,1,2,24,2008,New,0,0,0,0,3.15,9,10,20,8,18,428000,371.85,432000,-0.9,12,0,6.2
110380,Old Town,Apartment,1376,1,2,23,1996,Average,1,0,1,0,1.43,5,55,70,2,65,429000,311.77,405000,5.9,17,0,0.3
111134,Downtown Core,Studio,449,0,1,13,2004,Needs Work,0,1,0,0,0.63,6,45,85,3,78,120000,267.26,117000,2.6,17,1,2.3
109079,Old Town,Studio,446,0,1,17,1970,Good,1,0,0,1,1.59,5,55,70,2,65,116000,260.09,104000,11.5,76,1,-1.6
104929,Old Town,Condo,1398,3,1,14,2010,Average,0,1,1,1,1.87,5,55,70,2,65,470000,336.19,435000,8.0,30,1,-1.2
109361,Westside Heights,Townhouse,1426,3,2,2,2002,New,1,0,0,0,0.59,9,12,40,8,35,1175000,823.98,1159000,1.4,28,1,11.4
100238,Lakefront,Condo,853,2,1,17,1987,New,0,1,0,0,0.9,9,8,25,10,15,768000,900.35,760000,1.1,7,1,6.2
101004,Harbor View,Townhouse,1451,2,3,1,1996,Good,1,0,0,0,1.19,6,28,50,7,40,785000,541.01,820000,-4.3,37,0,13.2
104444,Industrial Edge,Penthouse,3417,3,3,19,1992,Good,1,0,0,0,2.33,4,62,15,1,72,1612000,471.76,1447000,11.4,62,0,3.2
105227,Old Town,Townhouse,1998,3,2,2,2005,Good,1,0,0,0,1.21,5,55,70,2,65,682000,341.34,691000,-1.3,42,1,-2.9
102840,Industrial Edge,Penthouse,1622,3,3,35,1994,Good,1,1,1,0,2.21,4,62,15,1,72,899000,554.25,838000,7.3,10,1,0.9
110261,Tech District,Apartment,910,1,1,9,2016,Average,1,1,0,1,0.71,7,20,55,4,50,437000,480.22,456000,-4.2,18,1,15.2
101626,Riverside Park,Studio,551,0,1,24,1985,Good,0,0,0,1,1.12,8,18,35,9,25,203000,368.42,196000,3.6,23,1,9.2
101668,Riverside Park,Apartment,952,2,2,7,1991,Average,0,0,0,1,0.8,8,18,35,9,25,354000,371.85,362000,-2.2,14,1,7.3
107409,Industrial Edge,Penthouse,1558,4,3,27,2019,Good,0,1,0,0,2.35,4,62,15,1,72,715000,458.92,682000,4.8,35,0,3.1
104614,Suburban Green,Condo,1309,2,1,25,2017,Needs Work,1,0,0,1,3.08,9,10,20,8,18,368000,281.13,365000,0.8,26,1,8.4
109487,Riverside Park,Condo,1540,2,1,10,1983,Renovated,1,0,0,0,0.73,8,18,35,9,25,793000,514.94,874000,-9.3,1,1,8.4
106475,Industrial Edge,Townhouse,2140,2,2,1,2013,Good,1,0,0,0,2.99,4,62,15,1,72,465000,217.29,422000,10.2,91,0,5.3
105741,University Quarter,Apartment,914,1,2,21,2016,Renovated,1,0,0,0,0.68,8,25,65,6,60,362000,396.06,371000,-2.4,39,1,4.9
102307,Riverside Park,Apartment,1357,3,2,5,2003,Good,0,0,1,1,0.74,8,18,35,9,25,554000,408.25,614000,-9.8,8,1,12.0
105576,Riverside Park,Townhouse,2055,2,2,2,1986,Good,1,1,0,1,0.71,8,18,35,9,25,1213000,590.27,1160000,4.6,15,0,7.2
104584,North Valley,Apartment,1250,1,1,22,1996,Average,1,1,0,0,4.3,7,15,12,7,12,274000,219.2,262000,4.6,27,1,2.5
110581,Harbor View,Apartment,1073,2,2,6,1989,Average,1,1,1,1,1.41,6,28,50,7,40,450000,419.38,490000,-8.2,9,1,13.2
111193,Industrial Edge,Studio,478,0,1,6,2019,Good,1,1,0,1,2.53,4,62,15,1,72,72000,150.63,66000,9.1,99,0,4.1
108774,Tech District,Townhouse,1568,3,2,1,2021,Average,0,0,0,0,0.49,7,20,55,4,50,865000,551.66,839000,3.1,29,1,14.4
110759,Riverside Park,Apartment,730,2,1,12,2000,Needs Work,1,1,1,0,1.09,8,18,35,9,25,238000,326.03,245000,-2.9,7,0,11.2
109194,Suburban Green,Condo,1783,3,1,19,2002,Good,1,0,0,1,2.8,9,10,20,8,18,659000,369.6,700000,-5.9,1,1,8.9
100314,Tech District,Studio,352,0,1,5,1980,Renovated,1,0,0,1,0.22,7,20,55,4,50,168000,477.27,162000,3.7,44,1,17.2
103406,Lakefront,Studio,357,0,1,5,2020,Good,0,0,0,1,1.46,9,8,25,10,15,165000,462.18,152000,8.6,104,1,10.6
101639,Westside Heights,Penthouse,2989,3,2,24,2022,Average,1,0,0,0,0.49,9,12,40,8,35,3351000,1121.11,3708000,-9.6,13,1,9.9
101415,North Valley,Condo,1209,2,1,8,2011,Average,1,1,1,0,3.75,7,15,12,7,12,295000,244.0,278000,6.1,20,1,1.2
111535,University Quarter,Condo,954,1,2,4,1965,Good,0,0,1,0,0.94,8,25,65,6,60,318000,333.33,353000,-9.9,12,1,7.0
110391,Harbor View,Apartment,762,2,2,18,1969,Average,1,0,0,0,0.76,6,28,50,7,40,325000,426.51,357000,-9.0,5,0,13.7
105370,Suburban Green,Studio,437,0,1,25,1960,Good,1,1,0,0,3.31,9,10,20,8,18,118000,270.02,110000,7.3,10,1,8.9
108339,North Valley,Apartment,806,3,1,16,2009,Average,1,1,1,1,4.08,7,15,12,7,12,197000,244.42,177000,11.3,127,0,2.3
108486,University Quarter,Apartment,799,2,2,23,2004,New,1,0,0,0,0.61,8,25,65,6,60,368000,460.58,360000,2.2,42,0,4.2
109591,Suburban Green,Condo,1213,2,2,24,2010,Good,1,0,0,0,3.44,9,10,20,8,18,422000,347.9,445000,-5.2,1,0,4.4
102425,Harbor View,Condo,1371,1,1,22,1973,Good,0,1,0,0,1.4,6,28,50,7,40,775000,565.28,801000,-3.2,45,0,11.1
103360,Riverside Park,Penthouse,2294,2,2,40,2000,Good,1,0,0,0,0.52,8,18,35,9,25,2933000,1278.55,2818000,4.1,10,0,7.5
111098,Harbor View,Townhouse,1246,3,3,3,1980,Renovated,1,0,0,0,0.8,6,28,50,7,40,740000,593.9,814000,-9.1,17,1,13.4
102743,Downtown Core,Apartment,710,2,1,24,1995,Needs Work,1,0,0,0,0.17,6,45,85,3,78,293000,412.68,283000,3.5,9,1,5.6
105581,North Valley,Studio,573,0,1,6,1987,Renovated,1,0,0,0,4.47,7,15,12,7,12,99000,172.77,98000,1.0,37,1,6.9
100931,Lakefront,Townhouse,2409,3,3,2,1967,Average,0,0,0,0,1.35,9,8,25,10,15,1486000,616.85,1430000,3.9,34,1,10.9
104187,Suburban Green,Condo,1586,1,1,25,1989,Good,0,1,0,0,3.05,9,10,20,8,18,599000,377.68,598000,0.2,43,1,4.7
100753,Harbor View,Townhouse,1770,3,3,2,1979,Good,1,0,0,0,1.4,6,28,50,7,40,973000,549.72,990000,-1.7,40,1,12.2
107895,Tech District,Apartment,1063,2,1,7,2015,Needs Work,1,1,0,0,0.27,7,20,55,4,50,412000,387.58,417000,-1.2,40,1,16.4
101125,Harbor View,Condo,1286,3,2,2,2000,Renovated,0,0,0,0,0.9,6,28,50,7,40,682000,530.33,724000,-5.8,11,1,10.3
109006,Harbor View,Apartment,1102,2,2,22,2011,Renovated,1,1,1,0,0.85,6,28,50,7,40,726000,658.8,715000,1.5,36,1,8.0
111445,Tech District,Condo,1378,3,2,6,2018,Good,1,0,0,0,0.27,7,20,55,4,50,912000,661.83,857000,6.4,36,1,14.1
111410,Midtown East,Studio,432,0,1,13,2010,Renovated,0,0,0,1,0.49,7,30,60,5,55,165000,381.94,153000,7.8,32,1,5.2
102098,Harbor View,Apartment,1375,2,1,1,2020,Average,1,0,0,0,0.94,6,28,50,7,40,560000,407.27,559000,0.2,8,1,9.4
105701,Downtown Core,Townhouse,1415,3,3,2,1973,Good,0,0,0,0,0.38,6,45,85,3,78,746000,527.21,804000,-7.2,14,1,4.7
104786,Riverside Park,Studio,526,0,1,22,2023,Renovated,1,0,1,1,0.95,8,18,35,9,25,229000,435.36,228000,0.4,26,1,11.7
106706,Harbor View,Townhouse,1862,3,3,3,2021,Good,0,0,0,0,1.36,6,28,50,7,40,944000,506.98,1003000,-5.9,12,1,10.9
109196,Downtown Core,Penthouse,2443,2,2,15,2023,Good,1,1,0,0,0.16,6,45,85,3,78,2877000,1177.65,2957000,-2.7,36,0,2.8
111388,Downtown Core,Studio,580,0,1,25,2015,Good,0,1,0,0,0.23,6,45,85,3,78,223000,384.48,243000,-8.2,8,1,2.2
102295,North Valley,Condo,1592,2,2,25,2019,New,0,0,0,0,3.87,7,15,12,7,12,526000,330.4,494000,6.5,17,1,2.4
101908,Tech District,Studio,516,0,1,12,1999,Average,1,1,0,0,0.27,7,20,55,4,50,212000,410.85,198000,7.1,14,1,13.1
107142,Tech District,Condo,1477,2,1,17,2001,Good,1,0,0,0,0.53,7,20,55,4,50,1087000,735.95,975000,11.5,73,0,14.5
103336,Tech District,Condo,1015,3,2,10,1993,Average,1,0,0,0,0.15,7,20,55,4,50,615000,605.91,578000,6.4,30,0,16.3
107116,Riverside Park,Condo,1678,2,2,8,1985,Renovated,1,0,0,0,0.57,8,18,35,9,25,872000,519.67,951000,-8.3,28,1,7.6
101621,Suburban Green,Townhouse,2477,3,2,3,2015,Average,1,0,0,0,2.82,9,10,20,8,18,737000,297.54,795000,-7.3,29,1,8.4
105064,Industrial Edge,Studio,402,0,1,14,2022,Average,0,1,0,0,2.75,4,62,15,1,72,51000,126.87,46000,10.9,51,1,1.1
105539,Suburban Green,Apartment,737,1,2,15,2019,Needs Work,1,0,0,0,3.32,9,10,20,8,18,158000,214.38,156000,1.3,45,1,6.1
102383,North Valley,Apartment,1363,2,1,3,2007,Good,1,0,0,0,3.88,7,15,12,7,12,297000,217.9,275000,8.0,21,0,2.8
108490,Downtown Core,Apartment,756,2,2,20,2012,Good,1,0,0,1,0.67,6,45,85,3,78,405000,535.71,417000,-2.9,33,1,7.6
102028,North Valley,Apartment,628,3,2,14,2013,Good,1,0,0,1,4.01,7,15,12,7,12,156000,248.41,143000,9.1,42,1,4.4
106650,Riverside Park,Condo,1607,2,1,18,1994,New,1,0,0,0,1.1,8,18,35,9,25,937000,583.07,1022000,-8.3,1,1,8.4
103717,Tech District,Apartment,865,2,1,9,1981,Good,1,1,0,0,0.27,7,20,55,4,50,446000,515.61,492000,-9.3,1,1,17.0
103455,Old Town,Condo,1063,3,1,23,1996,Renovated,0,0,0,0,1.68,5,55,70,2,65,442000,415.8,396000,11.6,107,0,0.7
101511,University Quarter,Condo,1783,2,2,18,2000,Average,1,0,0,0,0.75,8,25,65,6,60,658000,369.04,648000,1.5,19,1,5.6
104238,Industrial Edge,Apartment,1313,2,1,17,2021,Renovated,1,1,0,0,2.77,4,62,15,1,72,258000,196.5,270000,-4.4,8,1,4.5
105773,Westside Heights,Apartment,1164,1,1,2,1982,Renovated,1,0,0,0,0.22,9,12,40,8,35,778000,668.38,715000,8.8,95,1,10.0
109637,North Valley,Condo,1081,2,2,6,2004,Good,1,0,0,0,4.41,7,15,12,7,12,262000,242.37,256000,2.3,8,1,5.7
104126,Downtown Core,Townhouse,2339,4,2,3,2002,Average,0,0,0,0,0.57,6,45,85,3,78,1107000,473.28,1160000,-4.6,9,0,2.6
106114,North Valley,Penthouse,2961,3,2,25,2000,Average,0,0,0,0,4.3,7,15,12,7,12,1192000,402.57,1290000,-7.6,17,1,2.7
104638,Suburban Green,Studio,480,0,1,25,2020,New,0,1,0,1,3.37,9,10,20,8,18,155000,322.92,142000,9.2,55,0,5.9
101619,Tech District,Studio,441,0,1,1,2003,Good,1,1,0,0,0.47,7,20,55,4,50,169000,383.22,174000,-2.9,8,1,13.4
111500,Tech District,Condo,1637,3,2,2,1984,New,1,1,0,0,0.16,7,20,55,4,50,1156000,706.17,1228000,-5.9,40,0,14.2
108948,Industrial Edge,Apartment,1122,2,1,11,2009,Good,1,0,0,0,2.92,4,62,15,1,72,197000,175.58,193000,2.1,38,0,1.6
106615,North Valley,Townhouse,1803,2,3,1,1984,Average,0,0,0,0,4.2,7,15,12,7,12,366000,203.0,375000,-2.4,24,0,1.9
111655,University Quarter,Studio,584,0,1,5,2017,Average,0,1,0,0,0.79,8,25,65,6,60,117000,200.34,123000,-4.9,10,1,5.2
104072,Old Town,Townhouse,1622,3,2,1,2013,Average,0,1,1,0,1.4,5,55,70,2,65,495000,305.18,500000,-1.0,42,0,0.2
110641,Harbor View,Condo,967,3,2,6,1961,Good,0,0,0,0,1.08,6,28,50,7,40,504000,521.2,502000,0.4,16,1,8.5
104988,Midtown East,Apartment,1104,1,2,24,2022,New,0,0,0,0,0.53,7,30,60,5,55,647000,586.05,589000,9.8,82,1,6.2
106632,Riverside Park,Apartment,1242,1,2,6,2007,Good,1,1,0,1,0.7,8,18,35,9,25,597000,480.68,578000,3.3,20,1,10.9
103845,Old Town,Apartment,777,1,1,5,2000,Renovated,0,1,1,0,1.51,5,55,70,2,65,253000,325.61,245000,3.3,20,1,0.7
100929,Westside Heights,Townhouse,1892,3,2,3,1995,Good,1,0,0,0,0.15,9,12,40,8,35,1488000,786.47,1338000,11.2,122,0,10.6
111227,Westside Heights,Studio,471,0,1,5,1984,Good,1,0,1,0,0.11,9,12,40,8,35,211000,447.98,215000,-1.9,30,1,13.7
100751,Downtown Core,Apartment,1134,2,2,25,1976,Good,0,0,0,1,0.35,6,45,85,3,78,592000,522.05,634000,-6.6,32,1,2.2
106551,Downtown Core,Penthouse,2463,3,3,22,1985,Good,1,0,0,0,0.6,6,45,85,3,78,2754000,1118.15,2938000,-6.3,24,1,6.7
107173,Downtown Core,Studio,531,0,1,19,1972,Good,1,1,0,1,0.22,6,45,85,3,78,216000,406.78,233000,-7.3,1,0,6.0
101677,Industrial Edge,Condo,1700,1,1,24,2006,Good,0,0,0,1,2.77,4,62,15,1,72,364000,214.12,369000,-1.4,44,1,0.6
110411,Harbor View,Apartment,866,3,1,17,1988,Average,1,0,0,0,1.08,6,28,50,7,40,383000,442.26,392000,-2.3,12,1,9.6
101409,Downtown Core,Apartment,1219,3,2,16,2016,Good,0,1,0,1,0.48,6,45,85,3,78,623000,511.07,652000,-4.4,5,1,4.2
104422,Westside Heights,Apartment,653,1,2,23,2021,Renovated,1,0,0,1,0.37,9,12,40,8,35,489000,748.85,479000,2.1,26,1,10.1
106932,North Valley,Apartment,1185,1,2,19,2004,New,0,1,0,0,4.07,7,15,12,7,12,338000,285.23,316000,7.0,41,1,5.5
111303,North Valley,Apartment,1170,1,2,12,1963,Needs Work,0,1,0,0,4.39,7,15,12,7,12,181000,154.7,173000,4.6,45,1,1.6
103619,Old Town,Condo,1365,2,2,16,2022,Needs Work,1,0,0,0,1.24,5,55,70,2,65,337000,246.89,337000,0.0,7,1,0.3
104789,Industrial Edge,Studio,564,0,1,4,2007,Renovated,1,1,0,1,2.53,4,62,15,1,72,85000,150.71,84000,1.2,15,1,0.1
109545,Midtown East,Apartment,1232,2,1,9,1990,Good,1,1,0,0,0.74,7,30,60,5,55,539000,437.5,523000,3.1,22,1,6.4
110978,Industrial Edge,Townhouse,2107,2,3,1,2015,Renovated,1,1,0,0,2.26,4,62,15,1,72,506000,240.15,505000,0.2,5,1,5.2
104467,Westside Heights,Townhouse,1777,3,2,1,1986,New,0,1,1,0,0.36,9,12,40,8,35,1365000,768.15,1516000,-10.0,26,1,13.7
109430,Industrial Edge,Condo,1353,1,1,5,1997,Needs Work,1,1,1,0,2.28,4,62,15,1,72,205000,151.52,207000,-1.0,42,1,4.2
111152,Downtown Core,Apartment,906,1,1,21,2004,Needs Work,0,1,0,0,0.1,6,45,85,3,78,328000,362.03,349000,-6.0,30,1,3.6
109210,Downtown Core,Apartment,1028,3,1,11,2000,Needs Work,0,0,0,0,0.53,6,45,85,3,78,377000,366.73,346000,9.0,44,1,3.5
109399,Riverside Park,Townhouse,1700,3,3,1,2010,Needs Work,0,0,0,0,1.05,8,18,35,9,25,554000,325.88,578000,-4.2,40,0,9.0
107117,Westside Heights,Condo,1137,2,2,14,2011,New,0,1,0,0,0.66,9,12,40,8,35,869000,764.29,907000,-4.2,41,1,12.3
106666,Suburban Green,Condo,1247,2,2,3,1985,Average,0,1,0,0,3.18,9,10,20,8,18,357000,286.29,348000,2.6,8,1,9.6
103868,Suburban Green,Apartment,997,2,1,2,1965,Average,1,0,0,0,3.04,9,10,20,8,18,249000,249.75,249000,0.0,10,1,8.0
111400,Westside Heights,Apartment,934,2,1,6,1984,Average,0,0,1,0,0.1,9,12,40,8,35,537000,574.95,482000,11.4,99,0,12.4
105684,Industrial Edge,Apartment,1048,2,1,23,1988,Good,1,1,0,1,3.0,4,62,15,1,72,194000,185.11,207000,-6.3,1,1,2.2
103232,Riverside Park,Condo,1287,3,2,15,1985,Good,0,0,1,0,0.84,8,18,35,9,25,713000,554.0,689000,3.5,13,1,7.3
109812,Riverside Park,Apartment,744,3,2,3,1995,Average,0,0,0,1,0.9,8,18,35,9,25,278000,373.66,272000,2.2,23,1,12.3
106043,Old Town,Condo,1066,3,1,22,2002,Average,1,0,1,1,1.93,5,55,70,2,65,331000,310.51,355000,-6.8,28,1,-3.8
101269,Industrial Edge,Townhouse,2146,4,3,2,1965,Good,1,0,0,1,2.42,4,62,15,1,72,479000,223.21,469000,2.1,13,0,0.8
109451,Midtown East,Condo,1657,3,2,6,1994,Average,0,1,1,0,0.83,7,30,60,5,55,722000,435.73,697000,3.6,38,1,8.4
107454,Industrial Edge,Condo,853,3,1,19,1980,Renovated,0,1,0,1,2.69,4,62,15,1,72,184000,215.71,204000,-9.8,6,1,4.9
103645,Harbor View,Townhouse,1808,2,2,2,1983,Good,1,0,0,0,0.93,6,28,50,7,40,969000,535.95,1053000,-8.0,23,1,13.0
107576,Midtown East,Penthouse,2138,3,2,24,2009,Good,1,0,0,0,0.28,7,30,60,5,55,2189000,1023.85,2240000,-2.3,6,0,6.8
105455,Old Town,Townhouse,1495,3,2,3,1963,New,1,1,1,1,1.33,5,55,70,2,65,753000,503.68,696000,8.2,59,1,0.3
103777,University Quarter,Apartment,672,1,1,1,2009,Renovated,1,1,0,0,0.96,8,25,65,6,60,251000,373.51,236000,6.4,42,1,6.5
107456,North Valley,Townhouse,2314,2,3,1,2000,Good,1,1,1,0,3.91,7,15,12,7,12,650000,280.9,623000,4.3,27,1,2.7
100624,North Valley,Townhouse,2383,3,2,1,2006,Good,1,1,0,1,3.91,7,15,12,7,12,654000,274.44,631000,3.6,6,1,5.9
101346,Tech District,Penthouse,3414,3,2,28,2009,Average,1,0,1,1,0.27,7,20,55,4,50,4648000,1361.45,4568000,1.8,6,1,14.5
107709,University Quarter,Apartment,937,1,1,1,1964,Renovated,1,1,1,0,0.94,8,25,65,6,60,389000,415.15,348000,11.8,57,1,4.1
104885,Industrial Edge,Apartment,622,2,2,19,1999,Renovated,1,0,0,0,2.38,4,62,15,1,72,129000,207.4,131000,-1.5,19,1,2.6
110462,Harbor View,Condo,1155,2,2,16,1976,Average,1,1,1,0,1.23,6,28,50,7,40,695000,601.73,640000,8.6,47,1,9.8
101827,Industrial Edge,Condo,1261,1,2,12,2017,Average,1,0,0,1,2.96,4,62,15,1,72,224000,177.64,228000,-1.8,9,1,3.5
100052,Downtown Core,Apartment,1064,3,2,3,2017,Good,0,0,0,0,0.65,6,45,85,3,78,456000,428.57,476000,-4.2,6,1,5.9
104522,Westside Heights,Townhouse,2214,2,3,1,2010,Good,0,0,0,0,0.76,9,12,40,8,35,1447000,653.57,1398000,3.5,9,0,10.9
105467,North Valley,Condo,1228,2,1,16,1970,Renovated,1,1,0,0,4.34,7,15,12,7,12,360000,293.16,355000,1.4,43,1,2.0
102976,Old Town,Apartment,780,1,2,15,2024,Good,1,0,0,0,1.27,5,55,70,2,65,253000,324.36,237000,6.8,36,1,-3.1
103306,Lakefront,Condo,1531,3,1,2,2000,Good,1,0,0,1,1.55,9,8,25,10,15,1066000,696.28,1017000,4.8,8,0,10.8
109898,Harbor View,Condo,1324,2,1,17,1974,Average,1,1,0,1,0.82,6,28,50,7,40,783000,591.39,751000,4.3,13,1,8.1
107246,Riverside Park,Penthouse,2601,3,2,31,2000,Needs Work,1,0,0,0,1.18,8,18,35,9,25,2207000,848.52,2000000,10.3,74,1,7.7
109841,Westside Heights,Penthouse,2088,4,4,22,2014,Renovated,1,1,0,0,0.22,9,12,40,8,35,3756000,1798.85,3358000,11.9,109,0,12.2
110672,Old Town,Apartment,1035,1,2,11,2017,Needs Work,1,0,0,0,1.98,5,55,70,2,65,207000,200.0,201000,3.0,21,1,-1.7
102687,Westside Heights,Condo,1244,1,1,8,1999,New,1,1,0,0,0.68,9,12,40,8,35,1015000,815.92,994000,2.1,39,1,12.9
102273,North Valley,Apartment,906,1,1,12,2018,New,0,1,0,1,3.75,7,15,12,7,12,254000,280.35,239000,6.3,12,0,4.5
106088,Suburban Green,Townhouse,2362,2,2,2,2012,New,1,0,0,0,3.09,9,10,20,8,18,1018000,430.99,999000,1.9,22,1,9.0
110331,Harbor View,Townhouse,2262,2,2,3,2019,Good,0,1,0,0,0.83,6,28,50,7,40,1379000,609.64,1314000,4.9,40,1,12.1
101911,Downtown Core,Townhouse,1994,4,3,2,2007,Average,0,0,0,0,0.62,6,45,85,3,78,1061000,532.1,977000,8.6,110,1,4.5
108949,Industrial Edge,Studio,569,0,1,4,2011,Average,1,0,0,0,2.21,4,62,15,1,72,61000,107.21,65000,-6.2,21,1,1.7
109534,Lakefront,Studio,570,0,1,22,2004,Good,1,0,0,0,1.67,9,8,25,10,15,262000,459.65,273000,-4.0,34,1,6.7
103967,North Valley,Studio,425,0,1,24,2007,Good,0,0,0,0,3.76,7,15,12,7,12,78000,183.53,71000,9.9,59,0,6.8
109654,Suburban Green,Apartment,1247,1,1,7,2011,Renovated,1,1,1,0,3.06,9,10,20,8,18,422000,338.41,437000,-3.4,5,0,9.8
108702,University Quarter,Condo,1575,3,2,14,1987,Needs Work,0,0,0,0,0.65,8,25,65,6,60,426000,270.48,425000,0.2,18,1,4.3
101982,Tech District,Apartment,982,3,2,7,2006,Needs Work,0,0,0,0,0.66,7,20,55,4,50,313000,318.74,346000,-9.5,1,1,12.7
107921,Industrial Edge,Condo,932,2,2,11,2004,Good,0,0,0,1,2.51,4,62,15,1,72,177000,189.91,190000,-6.8,12,1,3.5
110832,Industrial Edge,Townhouse,2056,3,2,2,1977,Good,0,0,0,0,2.33,4,62,15,1,72,392000,190.66,416000,-5.8,1,1,4.4
104137,Riverside Park,Townhouse,2258,4,2,2,2016,Renovated,1,1,1,0,1.19,8,18,35,9,25,1474000,652.79,1369000,7.7,14,1,8.5
101761,Tech District,Apartment,1285,2,1,14,1995,New,1,0,0,0,0.44,7,20,55,4,50,922000,717.51,872000,5.7,28,1,17.0
104197,Westside Heights,Studio,535,0,1,24,2013,Good,1,1,1,0,0.23,9,12,40,8,35,317000,592.52,285000,11.2,95,0,11.7
109492,Tech District,Penthouse,2279,3,3,37,1991,Good,0,0,0,0,0.41,7,20,55,4,50,2994000,1313.73,3156000,-5.1,22,1,16.2
104979,Old Town,Apartment,806,2,1,23,1974,Renovated,1,0,0,0,1.5,5,55,70,2,65,279000,346.15,279000,0.0,15,1,0.6
111890,Suburban Green,Studio,564,0,1,7,2005,New,0,1,0,0,2.71,9,10,20,8,18,143000,253.55,151000,-5.3,18,1,4.3
105898,Riverside Park,Studio,581,0,1,6,2018,Renovated,1,0,0,0,1.22,8,18,35,9,25,206000,354.56,200000,3.0,22,0,8.8
102939,Harbor View,Apartment,938,3,1,24,2001,Good,0,0,0,0,0.7,6,28,50,7,40,513000,546.91,498000,3.0,11,1,8.3
106160,Tech District,Apartment,654,3,2,7,2010,Renovated,1,1,0,0,0.73,7,20,55,4,50,426000,651.38,388000,9.8,76,1,17.8
108633,Midtown East,Apartment,1085,1,1,6,2014,Good,1,1,0,0,0.7,7,30,60,5,55,473000,435.94,452000,4.6,22,1,8.0
102835,University Quarter,Townhouse,2037,4,3,2,1980,Average,0,1,0,1,1.01,8,25,65,6,60,660000,324.01,712000,-7.3,18,1,4.8
