date,day_of_week,is_weekend,is_holiday,season,weather_condition,temperature_f,humidity_pct,wind_mph,precipitation_inches,is_raining,is_snowing,business_type,revenue,customer_count,online_order_pct,cancellation_rate
2024-11-24,Sunday,1,0,Fall,Foggy,70,50,22,0.05,0,0,Ice Cream / Cold Drinks,3299.14,412,29,6.8
2024-08-15,Thursday,0,0,Summer,Light Rain,96,69,14,0.16,1,0,Coffee Shop,2743.58,457,20,7.5
2025-08-02,Saturday,1,0,Summer,Light Rain,77,71,10,0.15,1,0,Movie Theater,9862.48,657,38,2.2
2025-08-08,Friday,0,0,Summer,Cloudy,86,65,7,0,0,0,Coffee Shop,2078.74,346,23,2.0
2025-09-30,Tuesday,0,0,Fall,Cloudy,63,33,25,0,0,0,Coffee Shop,2711.54,451,35,6.1
2024-01-17,Wednesday,0,0,Winter,Foggy,38,74,29,0.2,0,0,Outdoor Events,7075.27,235,29,6.0
2024-12-10,Tuesday,0,0,Winter,Light Rain,28,32,10,0.04,1,0,Retail Store,8723.49,249,23,6.8
2025-07-09,Wednesday,0,0,Summer,Light Rain,75,40,10,0.09,1,0,Restaurant Dine-In,9484.53,210,35,2.0
2024-08-21,Wednesday,0,0,Summer,Sunny,82,36,17,0,0,0,Restaurant Dine-In,10594.73,235,17,5.1
2025-07-24,Thursday,0,0,Summer,Sunny,86,93,21,0,0,0,Movie Theater,6622.14,441,20,6.7
2025-07-30,Wednesday,0,0,Summer,Clear & Cold,97,88,17,0,0,0,Ride-Hailing,20728.29,1151,28,6.0
2024-07-10,Wednesday,0,0,Summer,Sunny,82,79,21,0,0,0,Coffee Shop,2514.8,419,22,7.6
2025-06-05,Thursday,0,0,Summer,Hot & Humid,79,38,3,0,0,0,Outdoor Events,8210.42,273,16,2.7
2024-03-07,Thursday,0,0,Spring,Light Rain,62,43,3,0.04,1,0,Ice Cream / Cold Drinks,1760.17,220,17,5.4
2025-07-24,Thursday,0,0,Summer,Sunny,86,93,21,0,0,0,Outdoor Events,4770.0,159,17,4.3
2025-08-29,Friday,0,0,Summer,Sunny,89,82,14,0,0,0,Gym / Fitness,4164.8,53,29,6.2
2024-09-14,Saturday,1,0,Fall,Light Rain,58,94,3,0.06,1,0,Movie Theater,9673.69,644,32,6.3
2025-05-05,Monday,0,0,Spring,Clear & Cold,53,76,18,0,0,0,Coffee Shop,2848.44,474,24,6.2
2025-05-07,Wednesday,0,0,Spring,Sunny,60,50,15,0,0,0,Ice Cream / Cold Drinks,2898.98,362,15,3.4
2024-05-05,Sunday,1,0,Spring,Light Rain,58,34,34,0.11,1,0,Coffee Shop,3982.81,663,22,5.5
2024-03-11,Monday,0,1,Spring,Snow,55,51,17,2.31,0,1,Coffee Shop,3794.73,632,28,4.6
2024-04-26,Friday,0,0,Spring,Foggy,61,76,26,0.15,0,0,Ice Cream / Cold Drinks,2884.67,360,15,4.3
2025-03-17,Monday,0,0,Spring,Sunny,56,85,34,0,0,0,Restaurant Dine-In,9880.6,219,20,4.5
2025-12-28,Sunday,1,0,Winter,Light Rain,27,35,18,0.02,1,0,Food Delivery,13349.39,606,88,2.5
2024-08-06,Tuesday,0,0,Summer,Thunderstorm,85,38,10,0.41,1,0,Gym / Fitness,4097.55,253,23,7.3
2024-03-01,Friday,0,0,Spring,Clear & Cold,47,77,7,0,0,0,E-Commerce,25521.08,464,85,3.3
2024-07-30,Tuesday,0,0,Summer,Thunderstorm,77,33,21,1.25,1,0,Outdoor Events,1350.0,45,13,28.7
2025-02-13,Thursday,0,0,Winter,Cloudy,22,34,18,0,0,0,Retail Store,13477.18,385,23,5.1
2024-09-19,Thursday,0,0,Fall,Cloudy,64,76,7,0,0,0,Movie Theater,6164.23,410,24,6.3
2025-09-14,Sunday,1,0,Fall,Sunny,58,55,10,0,0,0,Movie Theater,8134.67,542,10,4.3
2025-07-25,Friday,0,0,Summer,Sunny,98,76,14,0,0,0,Gym / Fitness,4087.7,254,24,3.3
2024-11-24,Sunday,1,0,Fall,Foggy,70,50,22,0.05,0,0,Coffee Shop,3517.67,586,33,5.8
2024-05-30,Thursday,0,0,Spring,Light Rain,54,71,2,0.04,1,0,Restaurant Dine-In,10987.07,244,31,7.0
2025-04-13,Sunday,1,0,Spring,Sunny,54,41,20,0,0,0,Retail Store,18809.89,537,7,6.9
2024-07-18,Thursday,0,0,Summer,Windy,86,85,29,0,0,0,Ice Cream / Cold Drinks,5116.73,639,12,3.7
2024-11-02,Saturday,1,0,Fall,Cloudy,58,75,34,0,0,0,Ride-Hailing,23136.34,1285,28,5.0
2025-08-14,Thursday,0,0,Summer,Sunny,99,93,28,0,0,0,Food Delivery,8794.97,399,100,5.0
2025-10-03,Friday,0,0,Fall,Light Rain,64,68,10,0.19,1,0,E-Commerce,29047.7,528,85,7.1
2024-04-04,Thursday,0,0,Spring,Cloudy,52,87,13,0,0,0,Ice Cream / Cold Drinks,2629.87,328,37,5.4
2025-09-18,Thursday,0,0,Fall,Foggy,54,30,21,0.08,0,0,Coffee Shop,3095.04,515,31,5.7
2024-07-19,Friday,0,0,Summer,Cloudy,83,40,34,0,0,0,Outdoor Events,6381.07,212,25,4.8
2024-04-10,Wednesday,0,0,Spring,Light Rain,54,42,35,0.09,1,0,E-Commerce,28333.54,515,100,7.5
2024-08-25,Sunday,1,0,Summer,Heavy Rain,95,74,11,0.76,1,0,Ice Cream / Cold Drinks,4760.03,595,15,3.1
2025-01-03,Friday,0,0,Winter,Cloudy,32,38,17,0,0,0,Outdoor Events,6928.75,230,33,4.6
2025-03-22,Saturday,1,0,Spring,Thunderstorm,55,33,5,1.91,1,0,Food Delivery,13368.58,607,93,8.3
2025-12-19,Friday,0,0,Winter,Cloudy,44,59,35,0,0,0,Movie Theater,5478.18,365,29,2.4
2025-06-29,Sunday,1,0,Summer,Hot & Humid,84,35,20,0,0,0,Coffee Shop,3215.0,535,38,5.4
2025-02-02,Sunday,1,0,Winter,Heavy Rain,35,47,32,0.87,1,0,Coffee Shop,4551.88,758,17,5.4
2024-03-23,Saturday,1,0,Spring,Thunderstorm,65,39,5,1.04,1,0,Retail Store,13014.27,371,22,6.8
2025-07-04,Friday,0,0,Summer,Heavy Rain,79,32,30,0.76,1,0,Movie Theater,6540.02,436,16,4.4
2025-11-20,Thursday,0,0,Fall,Light Rain,65,66,34,0.12,1,0,E-Commerce,31990.26,581,92,6.2
2025-07-01,Tuesday,0,0,Summer,Hot & Humid,89,61,16,0,0,0,Food Delivery,9732.05,442,91,7.3
2024-12-31,Tuesday,0,0,Winter,Snow,20,71,32,2.63,0,1,Outdoor Events,1350.0,45,17,17.7
2024-08-04,Sunday,1,0,Summer,Thunderstorm,78,94,33,0.59,1,0,Outdoor Events,4944.79,164,26,34.2
2025-08-24,Sunday,1,0,Summer,Sunny,95,46,19,0,0,0,E-Commerce,31006.53,563,100,4.8
2024-03-15,Friday,0,0,Spring,Light Rain,57,64,28,0.12,1,0,Outdoor Events,3865.33,128,31,6.6
2024-01-24,Wednesday,0,0,Winter,Clear & Cold,30,94,19,0,0,0,Outdoor Events,6091.06,203,30,7.9
2025-11-15,Saturday,1,0,Fall,Light Rain,47,46,21,0.04,1,0,Outdoor Events,6746.91,224,39,6.9
2025-08-20,Wednesday,0,0,Summer,Sunny,77,33,6,0,0,0,Outdoor Events,9491.16,316,17,7.5
2024-04-20,Saturday,1,0,Spring,Cloudy,64,35,22,0,0,0,Ride-Hailing,25268.33,1403,30,2.4
2024-01-08,Monday,0,0,Winter,Heavy Rain,27,61,4,1.35,1,0,Movie Theater,7029.33,468,30,5.2
2025-11-06,Thursday,0,1,Fall,Cloudy,49,89,2,0,0,0,Movie Theater,6398.26,426,17,5.8
2024-07-13,Saturday,1,0,Summer,Hot & Humid,84,54,28,0,0,0,Outdoor Events,11257.0,375,29,7.6
2024-10-22,Tuesday,0,0,Fall,Clear & Cold,69,38,5,0,0,0,Gym / Fitness,4969.01,101,16,3.5
2024-07-24,Wednesday,0,0,Summer,Clear & Cold,78,43,4,0,0,0,Gym / Fitness,4304.23,85,13,7.1
2024-05-07,Tuesday,0,0,Spring,Heavy Rain,75,52,20,0.9,1,0,Outdoor Events,1792.5,59,37,26.7
2025-01-07,Tuesday,0,0,Winter,Snow,30,46,33,1.61,0,1,Restaurant Dine-In,3660.09,81,24,30.5
2025-05-20,Tuesday,0,0,Spring,Sunny,73,35,34,0,0,0,Retail Store,12771.66,364,6,4.2
2025-05-05,Monday,0,0,Spring,Clear & Cold,53,76,18,0,0,0,Retail Store,14441.97,412,19,7.8
2024-10-23,Wednesday,0,0,Fall,Cloudy,45,82,6,0,0,0,Restaurant Dine-In,13224.08,293,11,5.4
2025-11-08,Saturday,1,0,Fall,Cloudy,64,37,3,0,0,0,Food Delivery,9580.83,435,95,4.6
2024-05-28,Tuesday,0,0,Spring,Sunny,46,52,12,0,0,0,Outdoor Events,9738.45,324,12,4.9
2024-07-10,Wednesday,0,0,Summer,Sunny,82,79,21,0,0,0,Ice Cream / Cold Drinks,3676.81,459,39,3.5
2025-04-20,Sunday,1,0,Spring,Cloudy,53,52,22,0,0,0,Food Delivery,9343.24,424,94,5.5
2025-06-22,Sunday,1,0,Summer,Sunny,83,76,16,0,0,0,Ride-Hailing,20060.86,1114,25,3.5
2024-09-01,Sunday,1,0,Fall,Cloudy,60,48,15,0,0,0,Ride-Hailing,21113.24,1172,30,6.3
2025-08-15,Friday,0,0,Summer,Hot & Humid,96,89,12,0,0,0,Ride-Hailing,19439.81,1079,34,5.9
2024-06-26,Wednesday,0,0,Summer,Clear & Cold,91,38,26,0,0,0,Retail Store,11427.43,326,5,2.9
2024-01-25,Thursday,0,0,Winter,Cloudy,21,72,8,0,0,0,Food Delivery,10545.39,479,99,2.1
2025-09-20,Saturday,1,0,Fall,Clear & Cold,46,75,7,0,0,0,Ride-Hailing,20055.53,1114,32,6.8
2024-07-23,Tuesday,0,0,Summer,Cloudy,90,56,5,0,0,0,E-Commerce,28792.3,523,96,6.6
2025-10-15,Wednesday,0,0,Fall,Light Rain,63,43,13,0.04,1,0,Ride-Hailing,22858.33,1269,34,7.1
2024-04-27,Saturday,1,0,Spring,Cloudy,65,49,13,0,0,0,Outdoor Events,13423.37,447,38,6.3
2025-03-12,Wednesday,0,0,Spring,Clear & Cold,72,32,7,0,0,0,Ice Cream / Cold Drinks,2555.94,319,17,6.4
2025-08-09,Saturday,1,0,Summer,Sunny,75,90,9,0,0,0,Ride-Hailing,19630.74,1090,18,2.6
2024-12-19,Thursday,0,0,Winter,Clear & Cold,43,30,6,0,0,0,Coffee Shop,4072.18,678,14,2.9
2024-10-13,Sunday,1,1,Fall,Light Rain,60,32,13,0.29,1,0,Food Delivery,14763.2,671,85,5.6
2025-03-02,Sunday,1,0,Spring,Sunny,57,43,17,0,0,0,Gym / Fitness,4733.39,133,34,6.1
2025-04-29,Tuesday,0,0,Spring,Cloudy,60,71,29,0,0,0,E-Commerce,20359.67,370,85,4.6
2025-09-13,Saturday,1,0,Fall,Sunny,45,67,17,0,0,0,Retail Store,19945.11,569,21,5.3
2025-11-11,Tuesday,0,0,Fall,Sunny,63,30,29,0,0,0,Food Delivery,7837.74,356,96,7.7
2024-09-17,Tuesday,0,0,Fall,Foggy,50,54,6,0.05,0,0,Retail Store,16504.33,471,5,7.7
2025-07-14,Monday,0,0,Summer,Sunny,89,77,33,0,0,0,Ride-Hailing,22050.42,1225,37,4.7
2024-06-05,Wednesday,0,0,Summer,Windy,99,30,11,0,0,0,Restaurant Dine-In,10506.56,233,23,4.7
2025-08-05,Tuesday,0,0,Summer,Sunny,96,88,13,0,0,0,Gym / Fitness,4869.34,275,24,7.3
2025-03-31,Monday,0,0,Spring,Thunderstorm,53,58,14,1.23,1,0,Food Delivery,12554.23,570,88,7.0
2025-11-14,Friday,0,0,Fall,Windy,58,38,21,0,0,0,Retail Store,14116.25,403,5,5.2
2025-07-27,Sunday,1,0,Summer,Thunderstorm,98,32,19,0.82,1,0,Coffee Shop,3394.8,565,17,7.5
2025-10-08,Wednesday,0,0,Fall,Sunny,56,52,18,0,0,0,E-Commerce,25271.85,459,88,2.9
2024-03-27,Wednesday,0,1,Spring,Sunny,60,55,10,0,0,0,Ice Cream / Cold Drinks,3013.45,376,28,2.6
2024-09-16,Monday,0,0,Fall,Sunny,53,32,8,0,0,0,Retail Store,15434.84,440,10,4.8
2025-04-26,Saturday,1,0,Spring,Sunny,67,51,25,0,0,0,Gym / Fitness,4058.6,152,37,2.4
2025-04-04,Friday,0,0,Spring,Windy,70,66,13,0,0,0,Outdoor Events,9615.43,320,16,5.8
2025-03-20,Thursday,0,1,Spring,Light Rain,62,80,9,0.14,1,0,Ice Cream / Cold Drinks,2293.94,286,38,5.4
2025-04-06,Sunday,1,0,Spring,Thunderstorm,62,43,10,0.62,1,0,Retail Store,14817.27,423,25,7.4
2024-03-05,Tuesday,0,0,Spring,Windy,72,90,19,0,0,0,Food Delivery,8755.94,397,93,7.4
2024-02-23,Friday,0,0,Winter,Sunny,27,58,16,0,0,0,Retail Store,15126.7,432,22,6.4
2025-03-21,Friday,0,0,Spring,Heavy Rain,45,84,8,1.44,1,0,Gym / Fitness,3315.49,60,37,2.2
2024-07-21,Sunday,1,0,Summer,Sunny,90,87,17,0,0,0,Restaurant Dine-In,16788.46,373,5,2.6
2024-08-10,Saturday,1,0,Summer,Sunny,93,67,11,0,0,0,Ride-Hailing,22962.54,1275,25,6.3
2024-07-16,Tuesday,0,0,Summer,Heavy Rain,83,57,2,1.19,1,0,Ride-Hailing,28031.93,1557,40,12.4
2025-04-23,Wednesday,0,0,Spring,Clear & Cold,66,91,5,0,0,0,Movie Theater,5767.05,384,19,5.8
2025-03-29,Saturday,1,0,Spring,Light Rain,57,91,14,0.17,1,0,Ice Cream / Cold Drinks,2600.56,325,22,5.3
2025-05-28,Wednesday,0,0,Spring,Cloudy,59,42,16,0,0,0,Ride-Hailing,16900.72,938,12,5.7
2025-11-23,Sunday,1,0,Fall,Clear & Cold,64,70,3,0,0,0,Ride-Hailing,21018.48,1167,21,7.8
2025-03-21,Friday,0,0,Spring,Heavy Rain,45,84,8,1.44,1,0,Restaurant Dine-In,8178.23,181,28,17.4
2025-06-04,Wednesday,0,0,Summer,Hot & Humid,91,63,19,0,0,0,Gym / Fitness,3861.17,239,36,2.9
2025-10-05,Sunday,1,0,Fall,Thunderstorm,58,85,20,0.67,1,0,Outdoor Events,5983.12,199,36,30.1
2024-07-21,Sunday,1,0,Summer,Sunny,90,87,17,0,0,0,Gym / Fitness,3305.99,59,25,4.4
2024-06-24,Monday,0,0,Summer,Cloudy,75,93,11,0,0,0,Gym / Fitness,5033.42,254,28,6.4
2025-06-07,Saturday,1,0,Summer,Hot & Humid,100,75,16,0,0,0,Movie Theater,10886.42,725,17,7.4
2025-01-26,Sunday,1,0,Winter,Sunny,38,51,16,0,0,0,Movie Theater,7632.54,508,32,7.7
2025-07-18,Friday,0,0,Summer,Windy,75,71,29,0,0,0,Retail Store,13046.93,372,9,7.0
2024-02-28,Wednesday,0,0,Winter,Foggy,32,61,31,0.11,0,0,Food Delivery,9348.12,424,88,2.2
2024-02-03,Saturday,1,0,Winter,Light Rain,44,58,29,0.26,1,0,Ice Cream / Cold Drinks,2349.86,293,15,7.2
2025-04-25,Friday,0,0,Spring,Cloudy,53,49,35,0,0,0,Gym / Fitness,4280.71,203,30,6.9
2024-09-23,Monday,0,0,Fall,Foggy,50,39,31,0.15,0,0,Gym / Fitness,4563.62,188,13,2.4
2025-11-14,Friday,0,0,Fall,Windy,58,38,21,0,0,0,Ride-Hailing,21249.95,1180,31,3.1
2025-05-07,Wednesday,0,0,Spring,Sunny,60,50,15,0,0,0,Ride-Hailing,18099.48,1005,37,5.3
2025-11-03,Monday,0,0,Fall,Light Rain,64,33,28,0.21,1,0,Movie Theater,6360.23,424,31,3.6
2024-02-08,Thursday,0,0,Winter,Cloudy,29,49,23,0,0,0,Ice Cream / Cold Drinks,1449.12,181,27,4.3
2025-11-12,Wednesday,0,0,Fall,Sunny,65,34,13,0,0,0,Coffee Shop,2634.68,439,30,6.3
2024-02-16,Friday,0,0,Winter,Snow,31,46,7,0.73,0,1,Ride-Hailing,24520.83,1362,17,4.1
2025-06-18,Wednesday,0,0,Summer,Sunny,84,82,15,0,0,0,Outdoor Events,7464.47,248,12,4.8
2024-03-29,Friday,0,0,Spring,Hot & Humid,60,58,12,0,0,0,Ice Cream / Cold Drinks,2925.29,365,33,2.5
2025-07-26,Saturday,1,0,Summer,Sunny,90,45,3,0,0,0,Retail Store,18060.11,516,9,3.1
2024-12-01,Sunday,1,0,Winter,Clear & Cold,25,94,9,0,0,0,Ice Cream / Cold Drinks,2307.91,288,25,7.2
2025-03-22,Saturday,1,0,Spring,Thunderstorm,55,33,5,1.91,1,0,Restaurant Dine-In,12734.15,282,27,20.5
2024-11-09,Saturday,1,0,Fall,Clear & Cold,63,56,9,0,0,0,E-Commerce,26226.54,476,96,5.2
2024-07-01,Monday,0,0,Summer,Sunny,78,75,26,0,0,0,Ride-Hailing,18033.79,1001,37,4.6
2025-11-10,Monday,0,0,Fall,Sunny,62,31,19,0,0,0,Gym / Fitness,3880.38,108,21,7.3
2025-11-19,Wednesday,0,0,Fall,Clear & Cold,65,83,6,0,0,0,Retail Store,14058.57,401,18,3.2
2025-03-15,Saturday,1,0,Spring,Sunny,46,39,9,0,0,0,Retail Store,18466.05,527,18,2.5
2024-03-18,Monday,0,0,Spring,Windy,75,68,15,0,0,0,Movie Theater,6186.29,412,28,2.4
2025-07-16,Wednesday,0,0,Summer,Heavy Rain,98,51,8,1.06,1,0,E-Commerce,29685.04,539,95,3.2
2025-04-07,Monday,0,0,Spring,Heavy Rain,49,95,31,0.95,1,0,Outdoor Events,1350.0,45,30,24.9
2024-10-12,Saturday,1,0,Fall,Cloudy,63,38,8,0,0,0,Gym / Fitness,3457.63,123,33,2.0
2025-10-08,Wednesday,0,0,Fall,Sunny,56,52,18,0,0,0,Food Delivery,7964.61,362,85,2.3
2025-05-21,Wednesday,0,0,Spring,Clear & Cold,75,37,6,0,0,0,Restaurant Dine-In,11558.42,256,12,8.0
2024-05-12,Sunday,1,0,Spring,Cloudy,74,35,35,0,0,0,Food Delivery,10335.69,469,94,3.2
2025-09-11,Thursday,0,0,Fall,Windy,50,89,19,0,0,0,Ice Cream / Cold Drinks,2343.2,292,15,6.8
2024-09-27,Friday,0,0,Fall,Light Rain,59,89,8,0.03,1,0,Gym / Fitness,4104.16,89,40,4.8
2024-05-10,Friday,0,0,Spring,Heavy Rain,73,80,17,0.58,1,0,E-Commerce,31951.74,580,88,5.8
2025-03-19,Wednesday,0,0,Spring,Windy,68,88,7,0,0,0,Gym / Fitness,4317.14,299,37,3.2
2024-12-01,Sunday,1,0,Winter,Clear & Cold,25,94,9,0,0,0,Movie Theater,9170.95,611,36,6.4
2025-01-24,Friday,0,0,Winter,Windy,28,91,14,0,0,0,Ride-Hailing,21426.66,1190,21,6.0
2025-12-30,Tuesday,0,0,Winter,Heavy Rain,23,69,28,0.67,1,0,Coffee Shop,5028.66,838,34,3.2
2025-01-03,Friday,0,0,Winter,Cloudy,32,38,17,0,0,0,E-Commerce,28102.67,510,90,4.1
2024-04-24,Wednesday,0,0,Spring,Cloudy,55,58,29,0,0,0,Coffee Shop,2989.84,498,13,3.1
2025-06-22,Sunday,1,0,Summer,Sunny,83,76,16,0,0,0,Coffee Shop,3243.19,540,12,3.1
2024-07-04,Thursday,0,0,Summer,Sunny,88,79,33,0,0,0,Ice Cream / Cold Drinks,4966.3,620,18,5.0
2024-07-11,Thursday,0,0,Summer,Thunderstorm,88,42,12,1.49,1,0,Restaurant Dine-In,7668.43,170,21,31.6
2024-11-06,Wednesday,0,0,Fall,Foggy,68,39,22,0.06,0,0,Ride-Hailing,17392.19,966,18,4.8
2025-08-02,Saturday,1,0,Summer,Light Rain,77,71,10,0.15,1,0,Food Delivery,12024.06,546,91,4.5
2024-11-25,Monday,0,0,Fall,Light Rain,59,89,20,0.02,1,0,Ice Cream / Cold Drinks,1773.42,221,15,3.8
2024-11-27,Wednesday,0,0,Fall,Thunderstorm,67,65,34,1.44,1,0,Coffee Shop,3176.08,529,30,3.9
2025-09-28,Sunday,1,0,Fall,Hot & Humid,66,41,29,0,0,0,E-Commerce,31167.21,566,93,6.4
2025-05-06,Tuesday,0,0,Spring,Hot & Humid,61,37,21,0,0,0,Ride-Hailing,19617.71,1089,28,4.7
2025-01-11,Saturday,1,0,Winter,Sunny,31,60,7,0,0,0,Retail Store,18287.79,522,7,6.3
2025-11-02,Sunday,1,0,Fall,Cloudy,69,86,27,0,0,0,Food Delivery,10168.25,462,89,6.5
2025-01-09,Thursday,0,0,Winter,Clear & Cold,45,55,22,0,0,0,E-Commerce,27881.0,506,90,2.3
2025-05-20,Tuesday,0,0,Spring,Sunny,73,35,34,0,0,0,Outdoor Events,6756.41,225,30,2.1
2025-12-12,Friday,0,0,Winter,Cloudy,40,47,18,0,0,0,Movie Theater,5846.78,389,22,5.3
2024-05-03,Friday,0,0,Spring,Hot & Humid,52,88,31,0,0,0,Retail Store,12173.14,347,7,5.3
2025-03-28,Friday,0,0,Spring,Foggy,49,34,23,0.24,0,0,Ice Cream / Cold Drinks,2170.86,271,19,5.9
2025-04-06,Sunday,1,0,Spring,Thunderstorm,62,43,10,0.62,1,0,Outdoor Events,6415.49,213,22,24.4
2025-03-06,Thursday,0,0,Spring,Heavy Rain,67,72,30,0.57,1,0,Retail Store,9699.0,277,35,5.4
2024-09-22,Sunday,1,0,Fall,Windy,61,68,32,0,0,0,Food Delivery,9251.01,420,85,3.7
2025-01-18,Saturday,1,1,Winter,Cloudy,28,67,3,0,0,0,Ice Cream / Cold Drinks,2875.65,359,18,3.2
2025-05-01,Thursday,0,0,Spring,Sunny,46,31,8,0,0,0,Restaurant Dine-In,12183.97,270,20,7.9
2024-02-01,Thursday,0,0,Winter,Clear & Cold,35,84,8,0,0,0,Coffee Shop,3868.08,644,30,5.5
2025-05-08,Thursday,0,0,Spring,Cloudy,56,41,20,0,0,0,Ice Cream / Cold Drinks,2695.91,336,25,3.7
2024-11-20,Wednesday,0,0,Fall,Foggy,62,64,7,0.16,0,0,Restaurant Dine-In,12653.27,281,8,5.1
2025-12-05,Friday,0,0,Winter,Snow,43,46,20,0.51,0,1,Food Delivery,11862.82,539,89,2.1
2025-12-22,Monday,0,0,Winter,Cloudy,36,93,4,0,0,0,Outdoor Events,10009.1,333,11,2.5
2025-04-08,Tuesday,0,0,Spring,Sunny,73,76,17,0,0,0,Coffee Shop,3495.93,582,24,6.4
2024-03-04,Monday,0,0,Spring,Cloudy,49,62,24,0,0,0,Outdoor Events,5728.04,190,39,2.3
2024-01-05,Friday,0,0,Winter,Light Rain,45,37,17,0.26,1,0,Retail Store,12351.82,352,45,2.7
2024-04-01,Monday,0,0,Spring,Clear & Cold,50,54,10,0,0,0,Ride-Hailing,16777.03,932,14,2.9
2025-12-14,Sunday,1,0,Winter,Foggy,41,90,25,0.16,0,0,Outdoor Events,10888.83,362,15,6.4
2024-04-22,Monday,0,0,Spring,Cloudy,59,33,32,0,0,0,Ride-Hailing,18961.32,1053,12,3.8
2025-02-24,Monday,0,0,Winter,Clear & Cold,43,70,31,0,0,0,Restaurant Dine-In,11142.66,247,20,5.0
2025-07-07,Monday,0,0,Summer,Cloudy,87,63,14,0,0,0,Coffee Shop,2599.76,433,39,2.1
2024-06-30,Sunday,1,0,Summer,Sunny,94,55,13,0,0,0,E-Commerce,29609.72,538,91,6.3
2024-08-13,Tuesday,0,0,Summer,Cloudy,89,40,22,0,0,0,Coffee Shop,2441.53,406,37,2.8
2024-06-01,Saturday,1,0,Summer,Cloudy,91,71,11,0,0,0,Retail Store,18091.36,516,11,3.9
2025-04-30,Wednesday,0,0,Spring,Cloudy,65,74,16,0,0,0,E-Commerce,25396.31,461,95,5.7
2025-07-01,Tuesday,0,0,Summer,Hot & Humid,89,61,16,0,0,0,E-Commerce,25760.24,468,97,3.1
2024-01-26,Friday,0,0,Winter,Snow,44,42,30,1.08,0,1,Ride-Hailing,21642.58,1202,31,5.3
2024-01-13,Saturday,1,0,Winter,Snow,40,79,33,1.9,0,1,Gym / Fitness,1817.8,193,29,3.9
2024-02-14,Wednesday,0,0,Winter,Clear & Cold,40,37,6,0,0,0,Ride-Hailing,19760.15,1097,21,4.4
2024-10-06,Sunday,1,0,Fall,Light Rain,57,75,25,0.27,1,0,Restaurant Dine-In,11601.2,257,36,3.8
2025-03-28,Friday,0,0,Spring,Foggy,49,34,23,0.24,0,0,Coffee Shop,2865.77,477,18,5.0
2024-05-24,Friday,0,0,Spring,Windy,60,77,13,0,0,0,E-Commerce,24751.44,450,99,7.2
2024-03-14,Thursday,0,0,Spring,Cloudy,70,74,29,0,0,0,Food Delivery,8262.57,375,91,6.9
2024-10-29,Tuesday,0,0,Fall,Thunderstorm,63,63,12,1.93,1,0,Coffee Shop,3777.41,629,11,5.7
2024-03-10,Sunday,1,0,Spring,Cloudy,69,85,8,0,0,0,E-Commerce,33069.04,601,89,4.1
2025-11-25,Tuesday,0,0,Fall,Cloudy,58,44,6,0,0,0,Restaurant Dine-In,11855.6,263,6,7.3
2025-01-04,Saturday,1,0,Winter,Clear & Cold,22,66,12,0,0,0,Food Delivery,12819.64,582,86,2.7
2025-01-29,Wednesday,0,0,Winter,Windy,23,92,13,0,0,0,Outdoor Events,5115.6,170,14,2.8
2024-01-12,Friday,0,0,Winter,Heavy Rain,41,81,20,1.24,1,0,Gym / Fitness,3315.13,180,25,6.8
2025-05-20,Tuesday,0,0,Spring,Sunny,73,35,34,0,0,0,Gym / Fitness,4109.38,189,21,4.1
2024-07-29,Monday,0,0,Summer,Sunny,81,92,2,0,0,0,Outdoor Events,8615.72,287,38,4.7
2024-05-26,Sunday,1,0,Spring,Light Rain,50,55,31,0.04,1,0,Restaurant Dine-In,13792.68,306,20,2.7
2025-06-17,Tuesday,0,0,Summer,Cloudy,81,73,32,0,0,0,Food Delivery,8918.53,405,98,7.8
2025-08-14,Thursday,0,0,Summer,Sunny,99,93,28,0,0,0,E-Commerce,22770.77,414,99,7.4
2025-01-18,Saturday,1,1,Winter,Cloudy,28,67,3,0,0,0,E-Commerce,37106.86,674,95,5.3
2025-09-25,Thursday,0,0,Fall,Foggy,60,87,2,0.07,0,0,Coffee Shop,3448.29,574,23,7.0
2025-08-01,Friday,0,0,Summer,Cloudy,83,33,30,0,0,0,Gym / Fitness,4697.37,257,14,6.2
2024-02-09,Friday,0,0,Winter,Snow,23,34,23,3.57,0,1,E-Commerce,35529.58,645,100,7.4
2024-02-05,Monday,0,0,Winter,Sunny,31,35,29,0,0,0,E-Commerce,27782.23,505,98,7.1
2025-12-24,Wednesday,0,0,Winter,Clear & Cold,40,91,17,0,0,0,Restaurant Dine-In,10703.53,237,23,6.2
2024-07-25,Thursday,0,0,Summer,Cloudy,91,59,10,0,0,0,Coffee Shop,2519.35,419,14,6.6
2025-09-06,Saturday,1,1,Fall,Light Rain,61,94,29,0.11,1,0,Food Delivery,12705.49,577,86,4.3
2025-09-29,Monday,0,0,Fall,Windy,61,80,29,0,0,0,Ride-Hailing,19383.72,1076,32,4.9
2024-03-16,Saturday,1,0,Spring,Hot & Humid,65,88,3,0,0,0,Gym / Fitness,3746.08,114,12,4.2
2025-02-20,Thursday,0,0,Winter,Sunny,45,83,31,0,0,0,Movie Theater,5569.65,371,27,7.6
2025-12-02,Tuesday,0,0,Winter,Clear & Cold,35,87,32,0,0,0,Ride-Hailing,20080.24,1115,29,6.3
2025-01-06,Monday,0,0,Winter,Thunderstorm,24,56,17,0.67,1,0,Movie Theater,9001.4,600,34,2.9
