date,query,product,position,impressions,clicks,add_to_cart,purchases,revenue,rating,review_count,price,category
2025-02-15,yoga mat,Lululemon Reversible,6,151,13,2,0,0.0,4.2,1293,38.41,yoga mat
2025-02-15,yoga mat,Jade Harmony,7,133,4,0,0,0.0,3.4,3782,136.19,yoga mat
2025-02-15,yoga mat,Nike Training Mat,8,116,2,0,0,0.0,3.9,18,138.2,yoga mat
2025-02-15,yoga mat,B YOGA Strong,9,95,3,0,0,0.0,3.7,1619,26.38,yoga mat
2025-02-15,yoga mat,Alo Warrior,10,86,7,1,0,0.0,4.6,3100,225.3,yoga mat
2025-02-16,yoga mat,Manduka PRO,1,505,65,21,7,1253.74,3.6,2846,265.34,yoga mat
2025-02-16,yoga mat,Liforme Original,2,287,32,7,3,296.19,3.5,399,88.94,yoga mat
2025-02-16,yoga mat,Gaiam Premium,3,239,27,8,3,196.59,3.9,2860,96.3,yoga mat
2025-02-16,yoga mat,Jade Harmony,4,163,9,2,0,0.0,4.0,375,31.9,yoga mat
2025-02-16,yoga mat,prAna ECO,5,147,9,1,0,0.0,4.7,2578,39.04,yoga mat
2025-02-16,yoga mat,B YOGA Strong,6,127,5,0,0,0.0,3.0,1935,165.27,yoga mat
2025-02-16,yoga mat,Lululemon Reversible,7,133,12,4,0,0.0,4.5,639,265.63,yoga mat
2025-02-16,yoga mat,Alo Warrior,8,129,13,3,0,0.0,3.8,84,78.89,yoga mat
2025-02-16,yoga mat,Nike Training Mat,9,113,3,0,0,0.0,5.0,3126,184.07,yoga mat
2025-02-16,yoga mat,Amazon Basics Mat,10,98,2,0,0,0.0,4.0,388,22.4,yoga mat
2025-02-17,yoga mat,Manduka PRO,1,475,50,19,6,956.4,4.8,3751,43.1,yoga mat
2025-02-17,yoga mat,Liforme Original,2,292,25,8,2,323.88,4.3,4979,102.99,yoga mat
2025-02-17,yoga mat,Gaiam Premium,3,212,15,5,1,83.69,4.8,4795,228.51,yoga mat
2025-02-17,yoga mat,Jade Harmony,4,198,8,3,0,0.0,3.8,3881,51.11,yoga mat
2025-02-17,yoga mat,prAna ECO,5,157,7,1,0,0.0,3.9,651,78.53,yoga mat
2025-02-17,yoga mat,B YOGA Strong,6,140,8,2,0,0.0,4.0,1168,255.47,yoga mat
2025-02-17,yoga mat,Lululemon Reversible,7,113,13,3,0,0.0,4.7,3619,167.73,yoga mat
2025-02-17,yoga mat,Alo Warrior,8,146,11,1,0,0.0,4.1,4308,148.57,yoga mat
2025-02-17,yoga mat,Nike Training Mat,9,95,3,0,0,0.0,4.3,2374,203.49,yoga mat
2025-02-17,yoga mat,Amazon Basics Mat,10,73,1,0,0,0.0,3.8,1799,10.25,yoga mat
2025-02-18,yoga mat,Manduka PRO,1,477,41,13,4,636.56,3.3,847,118.63,yoga mat
2025-02-18,yoga mat,Liforme Original,2,295,31,8,2,176.81,3.8,3415,85.96,yoga mat
2025-02-18,yoga mat,Gaiam Premium,3,202,23,9,2,169.53,3.8,4192,271.69,yoga mat
2025-02-18,yoga mat,Jade Harmony,4,218,7,2,0,0.0,3.0,2289,166.97,yoga mat
2025-02-18,yoga mat,prAna ECO,5,163,9,2,0,0.0,4.4,655,232.0,yoga mat
2025-02-18,yoga mat,B YOGA Strong,6,148,10,3,0,0.0,5.0,4874,42.95,yoga mat
2025-02-18,yoga mat,Lululemon Reversible,7,139,12,3,0,0.0,3.6,367,273.27,yoga mat
2025-02-18,yoga mat,Alo Warrior,8,89,8,1,0,0.0,4.1,1405,47.2,yoga mat
2025-02-18,yoga mat,Nike Training Mat,9,87,1,0,0,0.0,3.2,4789,234.08,yoga mat
2025-02-18,yoga mat,Amazon Basics Mat,10,129,2,0,0,0.0,3.9,4275,200.29,yoga mat
2025-02-19,yoga mat,Manduka PRO,1,500,84,25,10,980.27,3.6,1114,40.87,yoga mat
2025-02-19,yoga mat,Liforme Original,2,284,21,4,2,181.41,3.8,4243,223.95,yoga mat
2025-02-19,yoga mat,Gaiam Premium,3,236,24,8,3,597.17,3.0,640,152.83,yoga mat
2025-02-19,yoga mat,Jade Harmony,4,199,13,2,0,0.0,4.7,785,298.01,yoga mat
2025-02-19,yoga mat,prAna ECO,5,144,9,3,0,0.0,4.7,3685,247.21,yoga mat
2025-02-19,yoga mat,B YOGA Strong,6,159,10,2,0,0.0,3.8,4007,275.02,yoga mat
2025-02-19,yoga mat,Lululemon Reversible,7,130,11,3,0,0.0,4.4,4843,198.0,yoga mat
2025-02-19,yoga mat,Alo Warrior,8,142,15,2,0,0.0,3.1,1707,196.47,yoga mat
2025-02-19,yoga mat,Nike Training Mat,9,77,1,0,0,0.0,4.4,1416,43.33,yoga mat
2025-02-19,yoga mat,Amazon Basics Mat,10,83,2,0,0,0.0,4.7,639,146.36,yoga mat
2025-02-20,yoga mat,Manduka PRO,1,491,52,11,4,687.43,4.2,471,80.38,yoga mat
2025-02-20,yoga mat,Liforme Original,2,320,25,6,2,139.47,3.7,1852,109.11,yoga mat
2025-02-20,yoga mat,Gaiam Premium,3,227,27,8,3,175.1,4.2,1023,54.41,yoga mat
2025-02-20,yoga mat,Jade Harmony,4,213,9,1,0,0.0,4.8,2811,40.69,yoga mat
2025-02-20,yoga mat,prAna ECO,5,183,7,1,0,0.0,4.1,556,192.51,yoga mat
2025-02-20,yoga mat,B YOGA Strong,6,165,11,3,0,0.0,3.8,1480,272.34,yoga mat
2025-02-20,yoga mat,Lululemon Reversible,7,104,13,3,0,0.0,3.1,4450,124.6,yoga mat
2025-02-20,yoga mat,Alo Warrior,8,122,13,2,0,0.0,4.5,2071,102.32,yoga mat
2025-02-20,yoga mat,Nike Training Mat,9,83,1,0,0,0.0,4.8,3862,183.37,yoga mat
2025-02-20,yoga mat,Amazon Basics Mat,10,102,2,0,0,0.0,4.2,2515,115.09,yoga mat
2025-02-21,yoga mat,Manduka PRO,1,504,63,9,7,1289.49,5.0,4969,261.21,yoga mat
2025-02-21,yoga mat,Liforme Original,2,321,23,4,2,317.27,4.3,771,131.38,yoga mat
2025-02-21,yoga mat,Gaiam Premium,3,233,14,4,1,54.92,3.4,3522,141.32,yoga mat
2025-02-21,yoga mat,Jade Harmony,4,189,12,3,0,0.0,4.9,1486,98.63,yoga mat
2025-02-21,yoga mat,prAna ECO,5,173,6,1,0,0.0,4.4,4312,265.07,yoga mat
2025-02-21,yoga mat,B YOGA Strong,6,165,9,2,0,0.0,3.5,1932,135.83,yoga mat
2025-02-21,yoga mat,Lululemon Reversible,7,117,15,4,0,0.0,3.6,2209,58.78,yoga mat
2025-02-21,yoga mat,Alo Warrior,8,134,17,5,0,0.0,4.3,1298,211.01,yoga mat
2025-02-21,yoga mat,Nike Training Mat,9,92,2,0,0,0.0,3.9,2885,213.45,yoga mat
2025-02-21,yoga mat,Amazon Basics Mat,10,129,2,0,0,0.0,5.0,3422,297.01,yoga mat
2025-02-22,yoga mat,B YOGA Strong,1,527,33,10,1,72.54,3.6,2670,297.13,yoga mat
2025-02-22,yoga mat,Manduka PRO,2,320,37,7,3,549.66,4.7,588,17.88,yoga mat
2025-02-22,yoga mat,Nike Training Mat,3,213,6,2,0,0.0,4.2,1447,20.22,yoga mat
2025-02-22,yoga mat,Alo Warrior,4,170,19,5,0,0.0,4.9,3478,183.99,yoga mat
2025-02-22,yoga mat,Lululemon Reversible,5,181,18,4,0,0.0,4.1,770,252.08,yoga mat
2025-02-22,yoga mat,Jade Harmony,6,152,9,2,0,0.0,4.7,1898,237.2,yoga mat
2025-02-22,yoga mat,Gaiam Premium,7,117,6,1,0,0.0,3.8,1465,158.59,yoga mat
2025-02-22,yoga mat,Liforme Original,8,98,5,1,0,0.0,4.1,1894,286.16,yoga mat
2025-02-22,yoga mat,prAna ECO,9,93,3,1,0,0.0,3.8,2094,222.18,yoga mat
2025-02-22,yoga mat,Amazon Basics Mat,10,101,2,0,0,0.0,3.5,4614,61.21,yoga mat
2025-02-23,yoga mat,Manduka PRO,1,530,49,10,5,94.26,3.7,187,177.51,yoga mat
2025-02-23,yoga mat,Liforme Original,2,299,23,8,3,355.49,4.0,3067,186.55,yoga mat
2025-02-23,yoga mat,Gaiam Premium,3,257,33,5,3,395.51,4.1,4966,263.35,yoga mat
2025-02-23,yoga mat,Jade Harmony,4,186,8,2,0,0.0,3.9,2698,22.99,yoga mat
2025-02-23,yoga mat,prAna ECO,5,161,5,0,0,0.0,4.2,4832,108.66,yoga mat
2025-02-23,yoga mat,B YOGA Strong,6,120,6,1,0,0.0,3.6,3302,203.42,yoga mat
2025-02-23,yoga mat,Lululemon Reversible,7,131,17,5,0,0.0,3.5,144,128.49,yoga mat
2025-02-23,yoga mat,Alo Warrior,8,92,9,3,0,0.0,4.7,3559,179.43,yoga mat
2025-02-23,yoga mat,Nike Training Mat,9,82,2,0,0,0.0,4.9,1770,241.54,yoga mat
2025-02-23,yoga mat,Amazon Basics Mat,10,85,2,0,0,0.0,3.7,3945,250.49,yoga mat
2025-02-24,yoga mat,Manduka PRO,1,516,58,19,7,204.16,3.8,173,209.01,yoga mat
2025-02-24,yoga mat,Liforme Original,2,301,31,10,3,357.45,3.4,2337,211.35,yoga mat
2025-02-24,yoga mat,Gaiam Premium,3,224,22,6,2,190.93,3.0,2289,104.02,yoga mat
2025-02-24,yoga mat,Jade Harmony,4,217,7,2,0,0.0,4.2,1888,150.5,yoga mat
2025-02-24,yoga mat,prAna ECO,5,151,4,0,0,0.0,3.4,4605,136.04,yoga mat
2025-02-24,yoga mat,B YOGA Strong,6,142,8,1,0,0.0,3.9,2473,288.1,yoga mat
2025-02-24,yoga mat,Lululemon Reversible,7,152,13,4,0,0.0,4.1,4028,134.07,yoga mat
2025-02-24,yoga mat,Alo Warrior,8,97,11,4,0,0.0,3.1,3379,230.57,yoga mat
2025-02-24,yoga mat,Nike Training Mat,9,92,2,0,0,0.0,4.7,434,204.64,yoga mat
2025-02-24,yoga mat,Amazon Basics Mat,10,81,1,0,0,0.0,3.0,660,256.54,yoga mat
2025-02-25,yoga mat,Jade Harmony,1,479,54,12,4,422.4,3.8,3899,24.14,yoga mat
2025-02-25,yoga mat,Gaiam Premium,2,290,27,5,2,49.09,3.8,2088,98.17,yoga mat
2025-02-25,yoga mat,Alo Warrior,3,219,26,8,0,0.0,3.8,2013,77.46,yoga mat
2025-02-25,yoga mat,Amazon Basics Mat,4,193,4,0,0,0.0,4.4,737,148.27,yoga mat
2025-02-25,yoga mat,Liforme Original,5,185,17,6,1,178.32,4.8,2479,91.18,yoga mat
2025-02-25,yoga mat,prAna ECO,6,134,6,1,0,0.0,3.3,2017,283.53,yoga mat
2025-02-25,yoga mat,Manduka PRO,7,126,9,3,1,109.25,4.1,4969,151.63,yoga mat
2025-02-25,yoga mat,B YOGA Strong,8,117,4,0,0,0.0,3.5,2359,198.52,yoga mat
2025-02-25,yoga mat,Lululemon Reversible,9,137,12,3,0,0.0,4.7,3664,227.47,yoga mat
2025-02-25,yoga mat,Nike Training Mat,10,119,2,0,0,0.0,3.5,3199,145.06,yoga mat
2025-02-26,yoga mat,Manduka PRO,1,488,40,14,5,95.84,3.8,2915,33.35,yoga mat
2025-02-26,yoga mat,Liforme Original,2,315,31,7,2,62.66,3.9,1711,199.0,yoga mat
2025-02-26,yoga mat,Gaiam Premium,3,214,13,4,1,160.92,3.1,2285,224.16,yoga mat
2025-02-26,yoga mat,Jade Harmony,4,209,10,1,0,0.0,4.5,2167,109.59,yoga mat
2025-02-26,yoga mat,prAna ECO,5,165,12,3,0,0.0,3.5,1486,275.0,yoga mat
2025-02-26,yoga mat,B YOGA Strong,6,167,9,1,0,0.0,4.4,120,259.89,yoga mat
2025-02-26,yoga mat,Lululemon Reversible,7,100,9,3,0,0.0,3.1,2021,246.33,yoga mat
2025-02-26,yoga mat,Alo Warrior,8,123,16,2,0,0.0,4.2,4907,155.54,yoga mat
2025-02-26,yoga mat,Nike Training Mat,9,114,3,0,0,0.0,3.2,2617,155.69,yoga mat
2025-02-26,yoga mat,Amazon Basics Mat,10,116,3,0,0,0.0,3.6,2520,146.41,yoga mat
2025-02-27,yoga mat,Manduka PRO,1,475,62,16,8,724.38,3.0,3791,222.59,yoga mat
2025-02-27,yoga mat,Liforme Original,2,303,29,7,3,479.0,4.8,139,224.71,yoga mat
2025-02-27,yoga mat,Gaiam Premium,3,246,16,4,1,195.92,3.0,565,90.11,yoga mat
2025-02-27,yoga mat,Jade Harmony,4,169,11,2,0,0.0,4.4,4076,132.62,yoga mat
2025-02-27,yoga mat,prAna ECO,5,150,10,3,0,0.0,4.2,3469,60.67,yoga mat
2025-02-27,yoga mat,B YOGA Strong,6,121,3,1,0,0.0,4.1,3090,19.35,yoga mat
2025-02-27,yoga mat,Lululemon Reversible,7,129,13,3,0,0.0,3.2,3727,222.64,yoga mat
2025-02-27,yoga mat,Alo Warrior,8,118,11,2,0,0.0,3.3,1549,104.92,yoga mat
2025-02-27,yoga mat,Nike Training Mat,9,93,1,0,0,0.0,3.3,1860,237.1,yoga mat
2025-02-27,yoga mat,Amazon Basics Mat,10,99,2,0,0,0.0,4.5,3338,129.95,yoga mat
2025-02-28,yoga mat,Manduka PRO,1,525,68,26,6,316.2,4.8,635,156.59,yoga mat
2025-02-28,yoga mat,Liforme Original,2,289,18,3,1,84.17,4.9,3437,234.01,yoga mat
2025-02-28,yoga mat,Gaiam Premium,3,235,27,10,2,381.82,4.6,2997,194.93,yoga mat
2025-02-28,yoga mat,Jade Harmony,4,203,7,2,0,0.0,4.6,484,244.57,yoga mat
2025-02-28,yoga mat,prAna ECO,5,165,7,1,0,0.0,3.3,4548,293.97,yoga mat
2025-02-28,yoga mat,B YOGA Strong,6,133,5,1,0,0.0,3.8,2837,229.79,yoga mat
2025-02-28,yoga mat,Lululemon Reversible,7,109,10,2,0,0.0,3.6,4695,36.59,yoga mat
2025-02-28,yoga mat,Alo Warrior,8,143,16,3,0,0.0,4.1,2125,261.18,yoga mat
2025-02-28,yoga mat,Nike Training Mat,9,89,1,0,0,0.0,4.8,852,209.85,yoga mat
2025-02-28,yoga mat,Amazon Basics Mat,10,125,2,0,0,0.0,4.7,4823,223.3,yoga mat
2025-03-01,yoga mat,prAna ECO,1,488,49,11,2,122.3,4.3,2979,66.78,yoga mat
2025-03-01,yoga mat,Alo Warrior,2,280,55,9,0,0.0,3.6,94,140.44,yoga mat
2025-03-01,yoga mat,Manduka PRO,3,235,15,4,1,180.34,4.8,3346,114.56,yoga mat
2025-03-01,yoga mat,Gaiam Premium,4,194,14,3,1,74.16,4.7,3550,78.84,yoga mat
2025-03-01,yoga mat,Lululemon Reversible,5,183,20,6,0,0.0,4.5,1515,183.31,yoga mat
2025-03-01,yoga mat,Jade Harmony,6,118,4,1,0,0.0,3.7,461,130.92,yoga mat
2025-03-01,yoga mat,Amazon Basics Mat,7,141,2,0,0,0.0,3.8,867,276.14,yoga mat
2025-03-01,yoga mat,B YOGA Strong,8,133,5,0,0,0.0,3.1,4322,194.57,yoga mat
2025-03-01,yoga mat,Nike Training Mat,9,87,2,0,0,0.0,3.3,4134,278.27,yoga mat
2025-03-01,yoga mat,Liforme Original,10,78,5,1,0,0.0,3.8,3131,252.34,yoga mat
2025-03-02,yoga mat,Manduka PRO,1,494,86,18,7,355.65,4.1,717,226.27,yoga mat
2025-03-02,yoga mat,Liforme Original,2,277,25,7,2,274.96,4.8,2891,152.76,yoga mat
2025-03-02,yoga mat,Gaiam Premium,3,249,16,3,1,24.09,3.3,391,288.45,yoga mat
2025-03-02,yoga mat,Jade Harmony,4,201,10,3,0,0.0,4.5,2091,243.47,yoga mat
2025-03-02,yoga mat,prAna ECO,5,167,8,1,0,0.0,3.7,376,106.04,yoga mat
2025-03-02,yoga mat,B YOGA Strong,6,144,9,3,0,0.0,4.8,4237,125.84,yoga mat
2025-03-02,yoga mat,Lululemon Reversible,7,149,15,5,0,0.0,4.7,2157,13.71,yoga mat
2025-03-02,yoga mat,Alo Warrior,8,136,13,3,0,0.0,4.6,4982,290.15,yoga mat
2025-03-02,yoga mat,Nike Training Mat,9,79,2,0,0,0.0,4.9,4797,156.47,yoga mat
2025-03-02,yoga mat,Amazon Basics Mat,10,96,2,0,0,0.0,3.8,2913,135.11,yoga mat
2025-03-03,yoga mat,Manduka PRO,1,492,60,18,8,1565.44,3.5,1697,122.91,yoga mat
2025-03-03,yoga mat,Liforme Original,2,280,27,9,2,373.17,3.0,732,297.76,yoga mat
2025-03-03,yoga mat,Gaiam Premium,3,252,27,10,2,171.41,4.0,4836,90.36,yoga mat
2025-03-03,yoga mat,Jade Harmony,4,207,11,3,0,0.0,3.4,146,70.12,yoga mat
2025-03-03,yoga mat,B YOGA Strong,5,139,8,2,0,0.0,4.6,2653,221.66,yoga mat
2025-03-03,yoga mat,Lululemon Reversible,6,147,14,2,0,0.0,4.4,1009,85.29,yoga mat
2025-03-03,yoga mat,prAna ECO,7,149,7,1,0,0.0,3.3,1970,180.67,yoga mat
2025-03-03,yoga mat,Alo Warrior,8,142,12,3,0,0.0,4.6,2724,221.33,yoga mat
2025-03-03,yoga mat,Amazon Basics Mat,9,85,2,0,0,0.0,4.7,4245,127.16,yoga mat
2025-03-03,yoga mat,Nike Training Mat,10,109,2,0,0,0.0,4.4,1232,181.97,yoga mat
2025-03-04,yoga mat,B YOGA Strong,1,479,32,8,1,95.81,3.7,4394,220.97,yoga mat
2025-03-04,yoga mat,Alo Warrior,2,320,63,19,1,182.73,4.0,3280,90.78,yoga mat
2025-03-04,yoga mat,Jade Harmony,3,252,16,3,0,0.0,3.7,4719,147.73,yoga mat
2025-03-04,yoga mat,Manduka PRO,4,168,9,3,0,0.0,3.6,2833,208.27,yoga mat
2025-03-04,yoga mat,Lululemon Reversible,5,177,19,6,0,0.0,4.0,4412,215.48,yoga mat
2025-03-04,yoga mat,Liforme Original,6,129,6,1,0,0.0,4.1,1291,134.28,yoga mat
2025-03-04,yoga mat,prAna ECO,7,118,6,2,0,0.0,4.2,3486,84.58,yoga mat
2025-03-04,yoga mat,Amazon Basics Mat,8,100,2,0,0,0.0,3.7,3580,100.1,yoga mat
2025-03-04,yoga mat,Gaiam Premium,9,84,6,1,0,0.0,4.4,418,174.06,yoga mat
2025-03-04,yoga mat,Nike Training Mat,10,82,1,0,0,0.0,3.8,1580,252.77,yoga mat
2025-03-05,yoga mat,Manduka PRO,1,518,69,21,9,643.34,3.3,3135,128.96,yoga mat
2025-03-05,yoga mat,Jade Harmony,2,280,20,6,1,62.0,3.1,688,243.29,yoga mat
2025-03-05,yoga mat,Amazon Basics Mat,3,256,9,1,1,16.5,4.8,4544,11.45,yoga mat
2025-03-05,yoga mat,prAna ECO,4,212,15,3,1,96.15,4.6,4327,125.75,yoga mat
2025-03-05,yoga mat,Lululemon Reversible,5,179,21,4,0,0.0,4.8,2836,81.06,yoga mat
2025-03-05,yoga mat,Nike Training Mat,6,121,4,1,0,0.0,3.5,3310,193.57,yoga mat
2025-03-05,yoga mat,Liforme Original,7,106,7,1,0,0.0,4.9,2458,190.97,yoga mat
2025-03-05,yoga mat,Gaiam Premium,8,90,4,1,0,0.0,3.7,3650,224.28,yoga mat
2025-03-05,yoga mat,Alo Warrior,9,136,15,2,0,0.0,5.0,2937,291.26,yoga mat
2025-03-05,yoga mat,B YOGA Strong,10,115,6,1,0,0.0,3.5,170,205.34,yoga mat
2025-03-06,yoga mat,Manduka PRO,1,525,58,14,5,920.62,3.8,1792,283.29,yoga mat
2025-03-06,yoga mat,Liforme Original,2,300,29,9,3,193.18,3.0,4607,186.76,yoga mat
2025-03-06,yoga mat,Gaiam Premium,3,254,15,4,1,78.53,4.8,4675,282.07,yoga mat
2025-03-06,yoga mat,Jade Harmony,4,197,11,1,0,0.0,4.1,2281,96.69,yoga mat
2025-03-06,yoga mat,prAna ECO,5,182,8,2,0,0.0,3.9,2267,189.77,yoga mat
2025-03-06,yoga mat,B YOGA Strong,6,123,6,2,0,0.0,3.7,4682,148.0,yoga mat
2025-03-06,yoga mat,Lululemon Reversible,7,126,13,3,0,0.0,3.1,163,114.88,yoga mat
2025-03-06,yoga mat,Alo Warrior,8,105,12,2,0,0.0,4.7,1833,295.36,yoga mat
2025-03-06,yoga mat,Nike Training Mat,9,104,2,0,0,0.0,4.6,1441,285.72,yoga mat
2025-03-06,yoga mat,Amazon Basics Mat,10,115,1,0,0,0.0,3.1,3327,284.52,yoga mat
2025-03-07,yoga mat,Manduka PRO,1,489,81,21,8,652.71,3.2,427,202.56,yoga mat
2025-03-07,yoga mat,Liforme Original,2,284,21,5,2,123.34,3.5,2367,188.22,yoga mat
2025-03-07,yoga mat,Gaiam Premium,3,217,16,3,1,180.47,4.1,1103,60.16,yoga mat
2025-03-07,yoga mat,Jade Harmony,4,219,10,2,0,0.0,3.4,2224,197.97,yoga mat
2025-03-07,yoga mat,prAna ECO,5,178,10,2,0,0.0,4.3,3840,72.06,yoga mat
2025-03-07,yoga mat,B YOGA Strong,6,154,6,1,0,0.0,3.7,4537,15.12,yoga mat
2025-03-07,yoga mat,Lululemon Reversible,7,147,17,4,0,0.0,4.5,2479,251.53,yoga mat
2025-03-07,yoga mat,Alo Warrior,8,109,14,2,0,0.0,4.6,4359,234.29,yoga mat
2025-03-07,yoga mat,Nike Training Mat,9,93,2,0,0,0.0,3.4,2483,138.77,yoga mat
2025-03-07,yoga mat,Amazon Basics Mat,10,88,1,0,0,0.0,5.0,796,83.8,yoga mat
2025-03-08,yoga mat,Manduka PRO,1,512,71,22,9,1478.05,4.9,1029,171.23,yoga mat
2025-03-08,yoga mat,Liforme Original,2,322,29,9,3,68.17,4.0,2331,118.13,yoga mat
2025-03-08,yoga mat,Gaiam Premium,3,250,21,6,1,19.7,3.8,168,32.57,yoga mat
2025-03-08,yoga mat,Jade Harmony,4,181,11,3,0,0.0,3.9,298,282.63,yoga mat
2025-03-08,yoga mat,prAna ECO,5,161,8,2,0,0.0,3.9,4903,61.65,yoga mat
2025-03-08,yoga mat,B YOGA Strong,6,145,6,1,0,0.0,3.2,3001,177.71,yoga mat
2025-03-08,yoga mat,Lululemon Reversible,7,147,14,4,0,0.0,3.9,2057,112.35,yoga mat
2025-03-08,yoga mat,Alo Warrior,8,98,12,4,0,0.0,4.6,4328,182.36,yoga mat
2025-03-08,yoga mat,Nike Training Mat,9,79,2,0,0,0.0,3.5,709,290.44,yoga mat
2025-03-08,yoga mat,Amazon Basics Mat,10,83,2,0,0,0.0,3.1,1562,23.67,yoga mat
2025-03-09,yoga mat,Manduka PRO,1,524,58,17,6,433.83,3.9,1853,100.96,yoga mat
2025-03-09,yoga mat,Liforme Original,2,322,41,14,4,386.81,3.1,2205,160.85,yoga mat
2025-03-09,yoga mat,Gaiam Premium,3,202,14,4,1,195.08,4.3,3747,205.33,yoga mat
2025-03-09,yoga mat,Jade Harmony,4,173,12,2,0,0.0,4.6,3203,249.07,yoga mat
2025-03-09,yoga mat,prAna ECO,5,164,6,2,0,0.0,3.8,3867,244.84,yoga mat
2025-03-09,yoga mat,B YOGA Strong,6,172,6,2,0,0.0,4.7,4295,123.2,yoga mat
2025-03-09,yoga mat,Lululemon Reversible,7,158,18,3,0,0.0,3.4,1371,31.91,yoga mat
2025-03-09,yoga mat,Alo Warrior,8,126,14,3,0,0.0,4.8,4807,151.88,yoga mat
2025-03-09,yoga mat,Nike Training Mat,9,118,3,0,0,0.0,4.2,2517,124.35,yoga mat
2025-03-09,yoga mat,Amazon Basics Mat,10,117,3,0,0,0.0,3.8,3059,213.02,yoga mat
2025-03-10,yoga mat,Jade Harmony,1,475,30,11,2,99.4,4.4,1192,26.8,yoga mat
2025-03-10,yoga mat,Liforme Original,2,312,41,12,5,167.75,3.9,3523,158.77,yoga mat
2025-03-10,yoga mat,Gaiam Premium,3,250,16,4,2,133.4,3.2,3139,204.52,yoga mat
2025-03-10,yoga mat,Amazon Basics Mat,4,169,3,0,0,0.0,3.5,2196,292.69,yoga mat
2025-03-10,yoga mat,Alo Warrior,5,189,18,3,0,0.0,3.8,1612,10.47,yoga mat
2025-03-10,yoga mat,Lululemon Reversible,6,142,19,7,0,0.0,3.1,4704,13.06,yoga mat
2025-03-10,yoga mat,Manduka PRO,7,124,10,2,1,35.06,4.6,3100,51.87,yoga mat
2025-03-10,yoga mat,Nike Training Mat,8,124,2,0,0,0.0,3.1,3418,63.81,yoga mat
2025-03-10,yoga mat,prAna ECO,9,83,3,1,0,0.0,3.8,414,200.46,yoga mat
2025-03-10,yoga mat,B YOGA Strong,10,75,3,0,0,0.0,4.7,1335,122.27,yoga mat
2025-03-11,yoga mat,Liforme Original,1,495,41,8,5,708.33,4.4,3179,237.54,yoga mat
2025-03-11,yoga mat,Nike Training Mat,2,293,14,4,2,387.14,4.5,136,76.55,yoga mat
2025-03-11,yoga mat,Manduka PRO,3,209,17,6,2,72.36,3.9,444,45.78,yoga mat
2025-03-11,yoga mat,Gaiam Premium,4,163,16,3,1,121.17,5.0,1174,178.08,yoga mat
2025-03-11,yoga mat,Amazon Basics Mat,5,161,6,2,0,0.0,4.8,558,183.52,yoga mat
2025-03-11,yoga mat,Jade Harmony,6,152,10,2,0,0.0,3.3,38,50.77,yoga mat
2025-03-11,yoga mat,Alo Warrior,7,105,11,3,0,0.0,4.0,3015,239.87,yoga mat
2025-03-11,yoga mat,prAna ECO,8,118,3,0,0,0.0,4.5,3025,168.12,yoga mat
2025-03-11,yoga mat,Lululemon Reversible,9,125,12,3,0,0.0,3.2,3354,115.01,yoga mat
2025-03-11,yoga mat,B YOGA Strong,10,84,4,0,0,0.0,4.8,3101,176.43,yoga mat
2025-03-12,yoga mat,Manduka PRO,1,515,58,9,4,180.56,3.1,734,53.66,yoga mat
2025-03-12,yoga mat,Liforme Original,2,311,26,7,2,152.26,4.3,3960,174.22,yoga mat
2025-03-12,yoga mat,Gaiam Premium,3,201,25,7,2,310.6,3.2,4048,33.62,yoga mat
2025-03-12,yoga mat,Jade Harmony,4,190,12,3,0,0.0,4.8,4705,98.0,yoga mat
2025-03-12,yoga mat,prAna ECO,5,140,5,1,0,0.0,4.9,2085,166.85,yoga mat
2025-03-12,yoga mat,B YOGA Strong,6,126,7,1,0,0.0,3.9,4586,85.07,yoga mat
2025-03-12,yoga mat,Lululemon Reversible,7,146,16,4,0,0.0,4.3,506,12.72,yoga mat
2025-03-12,yoga mat,Alo Warrior,8,103,9,3,0,0.0,4.9,3737,206.13,yoga mat
2025-03-12,yoga mat,Nike Training Mat,9,119,3,0,0,0.0,3.5,1874,75.48,yoga mat
2025-03-12,yoga mat,Amazon Basics Mat,10,85,2,0,0,0.0,3.7,4104,269.88,yoga mat
2025-03-13,yoga mat,Jade Harmony,1,514,57,20,3,490.11,4.1,2831,122.23,yoga mat
2025-03-13,yoga mat,Nike Training Mat,2,331,11,2,1,104.48,4.6,4791,268.39,yoga mat
2025-03-13,yoga mat,Amazon Basics Mat,3,224,10,2,1,70.3,4.7,871,41.18,yoga mat
2025-03-13,yoga mat,Alo Warrior,4,189,30,11,0,0.0,3.7,2886,131.31,yoga mat
2025-03-13,yoga mat,Lululemon Reversible,5,161,16,3,0,0.0,4.4,1731,95.85,yoga mat
2025-03-13,yoga mat,prAna ECO,6,133,5,1,0,0.0,3.0,4167,84.77,yoga mat
2025-03-13,yoga mat,Gaiam Premium,7,141,9,1,1,152.2,3.9,4844,221.39,yoga mat
2025-03-13,yoga mat,Manduka PRO,8,97,8,2,1,147.8,3.4,1093,280.13,yoga mat
2025-03-13,yoga mat,Liforme Original,9,127,8,2,0,0.0,3.9,3747,137.32,yoga mat
2025-03-13,yoga mat,B YOGA Strong,10,92,3,0,0,0.0,4.7,1192,119.11,yoga mat
2025-03-14,yoga mat,Manduka PRO,1,507,49,12,6,932.27,4.3,709,26.0,yoga mat
